DCID,isPerCapitaValid,isPositiveIndicator,perCapitaDenominator
Annual_Emissions_CarbonDioxide_OilAndGasProduction,,,
Annual_Emissions_CarbonDioxide_OilAndGasRefining,,,
Annual_Emissions_CarbonDioxide_OpenBurningWaste,,,
Annual_Emissions_CarbonDioxide_Power,,,
Annual_Emissions_CarbonDioxide_PulpAndPaperManufacturing,,,
Annual_Emissions_CarbonDioxide_RockQuarry,,,
Annual_Emissions_CarbonDioxide_SandQuarry,,,
Annual_Emissions_CarbonDioxide_SolidFuelTransformation,,,
Annual_Emissions_CarbonDioxide_SteelManufacturing,,,
Annual_Emissions_CarbonDioxide_Transportation,,,
Annual_Emissions_CarbonDioxide_WasteManagement,,,
Annual_Emissions_EPA_OtherFullyFluorinatedCompound_NonBiogenic,,,
Annual_Emissions_GreenhouseGas,,,
Annual_Emissions_GreenhouseGas_Agriculture,,,
Annual_Emissions_GreenhouseGas_AmmoniaManufacturing_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_CementProduction,,,
Annual_Emissions_GreenhouseGas_CementProduction_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_ClimateTrace_OtherEnergyUse,,,
Annual_Emissions_GreenhouseGas_ClimateTrace_OtherManufacturing,,,
Annual_Emissions_GreenhouseGas_ClimateTrace_OtherTransportation,,,
Annual_Emissions_GreenhouseGas_CopperMining,,,
Annual_Emissions_GreenhouseGas_CroplandFire,,,
Annual_Emissions_GreenhouseGas_ElectricityGeneration,,,
Annual_Emissions_GreenhouseGas_ElectricityGenerationFromThermalPowerPlant,,,
Annual_Emissions_GreenhouseGas_ElectricityGeneration_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_ElectronicsManufacture_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_EntericFermentation,,,
Annual_Emissions_GreenhouseGas_FluorinatedGHGProduction_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_ForestClearing,,,
Annual_Emissions_GreenhouseGas_ForestFire,,,
Annual_Emissions_GreenhouseGas_ForestryAndLandUse,,,
Annual_Emissions_GreenhouseGas_FuelCombustionForAviation,,,
Annual_Emissions_GreenhouseGas_FuelCombustionForCooking,,,
Annual_Emissions_GreenhouseGas_FuelCombustionForRailways,,,
Annual_Emissions_GreenhouseGas_FuelCombustionForRefrigerationAirConditioning,,,
Annual_Emissions_GreenhouseGas_FuelCombustionForResidentialCommercialOnsiteHeating,,,
Annual_Emissions_GreenhouseGas_FuelCombustionForRoadVehicles,,,
Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,,,
Annual_Emissions_GreenhouseGas_GlassProduction_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_HydrogenProduction_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_IndustrialWasteLandfills_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_IndustrialWastewaterTreatment_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_IronAndSteelProduction_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_IronMining,,,
Annual_Emissions_GreenhouseGas_LimeProduction_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_ManagedSoils,,,
Annual_Emissions_GreenhouseGas_Manufacturing,,,
Annual_Emissions_GreenhouseGas_ManureManagement,,,
Annual_Emissions_GreenhouseGas_MaritimeShipping,,,
Annual_Emissions_GreenhouseGas_MaritimeTransport,,,
Annual_Emissions_GreenhouseGas_MineralExtraction,,,
Annual_Emissions_GreenhouseGas_MiscellaneousUseOfCarbonates_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_MunicipalLandfills_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_NitricAcidProduction_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_NonBiogenic_Per_Annual_Generation_Electricity,,,
Annual_Emissions_GreenhouseGas_OilAndGas,,,
Annual_Emissions_GreenhouseGas_OilAndGasProduction,,,
Annual_Emissions_GreenhouseGas_OpenBurningWaste,,,
Annual_Emissions_GreenhouseGas_PetrochemicalProduction,,,
Annual_Emissions_GreenhouseGas_PetrochemicalProduction_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_PetroleumAndNaturalGasSystems_Processing_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_PetroleumAndNaturalGasSystems_TransmissionOrCompression_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_PetroleumAndNaturalGasSystems_UndergroundStorage_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_PetroleumRefining,,,
Annual_Emissions_GreenhouseGas_PetroleumRefining_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_PulpAndPaperManufacturing,,,
Annual_Emissions_GreenhouseGas_PulpAndPaperManufacturing_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_RiceCultivation,,,
Annual_Emissions_GreenhouseGas_RockQuarry,,,
Annual_Emissions_GreenhouseGas_SandQuarry,,,
Annual_Emissions_GreenhouseGas_SavannaFire,,,
Annual_Emissions_GreenhouseGas_ShrublandFire,,,
Annual_Emissions_GreenhouseGas_SolidFuelTransformation,,,
Annual_Emissions_GreenhouseGas_SolidWasteDisposal,,,
Annual_Emissions_GreenhouseGas_StationaryCombustion_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_SteelManufacturing,,,
Annual_Emissions_GreenhouseGas_Transportation,,,
Annual_Emissions_GreenhouseGas_UndergroundCoalMines_NonBiogenic,,,
Annual_Emissions_GreenhouseGas_WasteManagement,,,
Annual_Emissions_GreenhouseGas_WastewaterTreatmentAndDischarge,,,
Annual_Emissions_Hydrofluorocarbon_NonBiogenic,,,
Annual_Emissions_Hydrofluoroether_NonBiogenic,,,
Annual_Emissions_Methane_Agriculture,,,
Annual_Emissions_Methane_BiologicalTreatmentOfSolidWasteAndBiogenic,,,
Annual_Emissions_Methane_ClimateTrace_OtherEnergyUse,,,
Annual_Emissions_Methane_ClimateTrace_OtherFossilFuelOperations,,,
Annual_Emissions_Methane_ClimateTrace_OtherManufacturing,,,
Annual_Emissions_Methane_ClimateTrace_OtherOnsiteFuelUsage,,,
Annual_Emissions_Methane_ClimateTrace_OtherTransportation,,,
Annual_Emissions_Methane_CoalMining,,,
Annual_Emissions_Methane_CroplandFire,,,
Annual_Emissions_Methane_EntericFermentation,,,
Annual_Emissions_Methane_FossilFuelOperations,,,
Annual_Emissions_Methane_FuelCombustionForDomesticAviation,,,
Annual_Emissions_Methane_FuelCombustionForInternationalAviation,,,
Annual_Emissions_Methane_FuelCombustionForRailways,,,
Annual_Emissions_Methane_FuelCombustionForResidentialCommercialOnsiteHeating,,,
Annual_Emissions_Methane_FuelCombustionForRoadVehicles,,,
Annual_Emissions_Methane_FuelCombustionInBuildings,,,
Annual_Emissions_Methane_Manufacturing,,,
Annual_Emissions_Methane_ManureManagement,,,
Annual_Emissions_Methane_NonBiogenic,,,
Annual_Emissions_Methane_OilAndGasProduction,,,
Annual_Emissions_Methane_OilAndGasRefining,,,
Annual_Emissions_Methane_OpenBurningWaste,,,
Annual_Emissions_Methane_Power,,,
Annual_Emissions_Methane_RiceCultivation,,,
Annual_Emissions_Methane_SolidFuelTransformation,,,
Annual_Emissions_Methane_SolidWasteDisposal,,,
Annual_Emissions_Methane_Transportation,,,
Annual_Emissions_Methane_WasteManagement,,,
Annual_Emissions_Methane_WastewaterTreatmentAndDischarge,,,
Annual_Emissions_NitrogenTrifluoride_NonBiogenic,,,
Annual_Emissions_NitrousOxide_Agriculture,,,
Annual_Emissions_NitrousOxide_BiologicalTreatmentOfSolidWasteAndBiogenic,,,
Annual_Emissions_NitrousOxide_ClimateTrace_OtherAgriculturalSoilEmissions,,,
Annual_Emissions_NitrousOxide_ClimateTrace_OtherEnergyUse,,,
Annual_Emissions_NitrousOxide_ClimateTrace_OtherFossilFuelOperations,,,
Annual_Emissions_NitrousOxide_ClimateTrace_OtherManufacturing,,,
Annual_Emissions_NitrousOxide_ClimateTrace_OtherOnsiteFuelUsage,,,
Annual_Emissions_NitrousOxide_ClimateTrace_OtherTransportation,,,
Annual_Emissions_NitrousOxide_CroplandFire,,,
Annual_Emissions_NitrousOxide_FossilFuelOperations,,,
Annual_Emissions_NitrousOxide_FuelCombustionForDomesticAviation,,,
Annual_Emissions_NitrousOxide_FuelCombustionForInternationalAviation,,,
Annual_Emissions_NitrousOxide_FuelCombustionForRailways,,,
Annual_Emissions_NitrousOxide_FuelCombustionForResidentialCommercialOnsiteHeating,,,
Annual_Emissions_NitrousOxide_FuelCombustionForRoadVehicles,,,
Annual_Emissions_NitrousOxide_FuelCombustionInBuildings,,,
Annual_Emissions_NitrousOxide_Manufacturing,,,
Annual_Emissions_NitrousOxide_ManureManagement,,,
Annual_Emissions_NitrousOxide_NonBiogenic,,,
Annual_Emissions_NitrousOxide_OilAndGasRefining,,,
Annual_Emissions_NitrousOxide_OpenBurningWaste,,,
Annual_Emissions_NitrousOxide_Power,,,
Annual_Emissions_NitrousOxide_SolidFuelTransformation,,,
Annual_Emissions_NitrousOxide_SyntheticFertilizerApplication,,,
Annual_Emissions_NitrousOxide_Transportation,,,
Annual_Emissions_NitrousOxide_WasteManagement,,,
Annual_Emissions_NitrousOxide_WastewaterTreatmentAndDischarge,,,
Annual_Emissions_Perfluorocarbon_NonBiogenic,,,
Annual_Emissions_SulfurHexafluoride_NonBiogenic,,,
Annual_Emissions_VeryShortLivedCompounds_NonBiogenic,,,
Annual_ExpectedLoss_NaturalHazardImpact,,,
Annual_ExpectedLoss_NaturalHazardImpact_AvalancheEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_CoastalFloodEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_ColdWaveEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_DroughtEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_EarthquakeEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_HailEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_HeatWaveEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_HurricaneEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_IceStormEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_LandslideEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_LightningEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_RiverineFloodingEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_StrongWindEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_TornadoEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_TsunamiEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_VolcanicActivityEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_WildfireEvent,,,
Annual_ExpectedLoss_NaturalHazardImpact_WinterWeatherEvent,,,
Annual_Exports_Electricity,,,
Annual_Exports_Fuel_AviationGasoline,,,
Annual_Exports_Fuel_BituminousCoal,,,
Annual_Exports_Fuel_BrownCoal,,,
Annual_Exports_Fuel_Charcoal,,,
Annual_Exports_Fuel_CokeOvenCoke,,,
Annual_Exports_Fuel_CrudeOil,,,
Annual_Exports_Fuel_DieselOil,,,
Annual_Exports_Fuel_FuelOil,,,
Annual_Exports_Fuel_Fuelwood,,,
Annual_Exports_Fuel_HardCoal,,,
Annual_Exports_Fuel_Kerosene,,,
Annual_Exports_Fuel_KeroseneJetFuel,,,
Annual_Exports_Fuel_LiquifiedPetroleumGas,,,
Annual_Exports_Fuel_Lubricants,,,
Annual_Exports_Fuel_MotorGasoline,,,
Annual_Exports_Fuel_Naphtha,,,
Annual_Exports_Fuel_NaturalGas,,,
Annual_Exports_Fuel_NaturalGasLiquids,,,
Annual_Exports_Fuel_OtherBituminousCoal,,,
Annual_Exports_Fuel_OtherOilProducts,,,
Annual_Exports_Fuel_ParaffinWaxes,,,
Annual_Exports_Fuel_PetroleumCoke,,,
Annual_Exports_Fuel_WhiteSpirit,,,
Annual_Generation_Electricity,,,
Annual_Generation_Electricity_AutoProducer,,,
Annual_Generation_Electricity_BioGas_ThermalElectricity,,,
Annual_Generation_Electricity_BrownCoal_ThermalElectricity,,,
Annual_Generation_Electricity_Coal,,,
Annual_Generation_Electricity_Coal_ElectricPower,,,
Annual_Generation_Electricity_Coal_ElectricUtility,,,
Annual_Generation_Electricity_Coal_ThermalElectricity,,,
Annual_Generation_Electricity_CombustibleFuel_AutoProducer,,,
Annual_Generation_Electricity_CombustibleFuel_AutoProducerCombinedHeatPowerPlants,,,
Annual_Generation_Electricity_CombustibleFuel_AutoProducerElectricityPowerPlants,,,
Annual_Generation_Electricity_CombustibleFuel_MainActivityProducer,,,
Annual_Generation_Electricity_CombustibleFuel_MainActivityProducerCombinedHeatPowerPlants,,,
Annual_Generation_Electricity_CombustibleFuel_MainActivityProducerElectricityPowerPlants,,,
Annual_Generation_Electricity_Commercial,,,
Annual_Generation_Electricity_CommercialCogen,,,
Annual_Generation_Electricity_CommercialNonCogen,,,
Annual_Generation_Electricity_ConventionalHydroelectric,,,
Annual_Generation_Electricity_ConventionalHydroelectric_AutoProducer,,,
Annual_Generation_Electricity_ConventionalHydroelectric_ElectricPower,,,
Annual_Generation_Electricity_ConventionalHydroelectric_ElectricUtility,,,
Annual_Generation_Electricity_ConventionalHydroelectric_MainActivityProducer,,,
Annual_Generation_Electricity_DieselOil_ThermalElectricity,,,
Annual_Generation_Electricity_ElectricPower,,,
Annual_Generation_Electricity_ElectricUtility,,,
Annual_Generation_Electricity_ElectricUtilityCogen,,,
Annual_Generation_Electricity_ElectricUtilityNonCogen,,,
Annual_Generation_Electricity_FuelOil_ThermalElectricity,,,
Annual_Generation_Electricity_IndependentPowerProducers,,,
Annual_Generation_Electricity_Industrial,,,
Annual_Generation_Electricity_IndustrialCogen,,,
Annual_Generation_Electricity_IndustrialNonCogen,,,
Annual_Generation_Electricity_MainActivityProducer,,,
Annual_Generation_Electricity_NaturalGas,,,
Annual_Generation_Electricity_NaturalGas_Commercial,,,
Annual_Generation_Electricity_NaturalGas_CommercialCogen,,,
Annual_Generation_Electricity_NaturalGas_ElectricPower,,,
Annual_Generation_Electricity_NaturalGas_ElectricUtility,,,
Annual_Generation_Electricity_NaturalGas_ElectricUtilityCogen,,,
Annual_Generation_Electricity_NaturalGas_ElectricUtilityNonCogen,,,
Annual_Generation_Electricity_NaturalGas_IndependentPowerProducers,,,
Annual_Generation_Electricity_NaturalGas_Industrial,,,
Annual_Generation_Electricity_NaturalGas_IndustrialCogen,,,
Annual_Generation_Electricity_NaturalGas_ThermalElectricity,,,
Annual_Generation_Electricity_NonRenewableWaste_ThermalElectricity,,,
Annual_Generation_Electricity_OilProducts_ThermalElectricity,,,
Annual_Generation_Electricity_Other,,,
Annual_Generation_Electricity_OtherBiomass,,,
Annual_Generation_Electricity_OtherBiomass_ElectricPower,,,
Annual_Generation_Electricity_OtherBiomass_ElectricUtilityNonCogen,,,
Annual_Generation_Electricity_OtherBiomass_IndependentPowerProducers,,,
Annual_Generation_Electricity_Other_ElectricPower,,,
Annual_Generation_Electricity_PetroleumLiquids,,,
Annual_Generation_Electricity_PetroleumLiquids_Commercial,,,
Annual_Generation_Electricity_PetroleumLiquids_ElectricPower,,,
Annual_Generation_Electricity_PetroleumLiquids_ElectricUtility,,,
Annual_Generation_Electricity_PetroleumLiquids_ElectricUtilityNonCogen,,,
Annual_Generation_Electricity_PetroleumLiquids_IndependentPowerProducers,,,
Annual_Generation_Electricity_PetroleumLiquids_Industrial,,,
Annual_Generation_Electricity_PetroleumLiquids_IndustrialCogen,,,
Annual_Generation_Electricity_RenewableEnergy,,,
Annual_Generation_Electricity_RenewableEnergy_Commercial,,,
Annual_Generation_Electricity_RenewableEnergy_ElectricPower,,,
Annual_Generation_Electricity_RenewableEnergy_ElectricUtility,,,
Annual_Generation_Electricity_RenewableEnergy_ElectricUtilityNonCogen,,,
Annual_Generation_Electricity_RenewableEnergy_IndependentPowerProducers,,,
Annual_Generation_Electricity_RenewableEnergy_Industrial,,,
Annual_Generation_Electricity_RenewableEnergy_IndustrialCogen,,,
Annual_Generation_Electricity_SmallScaleSolarPhotovoltaic,,,
Annual_Generation_Electricity_SmallScaleSolarPhotovoltaic_Commercial,,,
Annual_Generation_Electricity_SmallScaleSolarPhotovoltaic_Industrial,,,
Annual_Generation_Electricity_SmallScaleSolarPhotovoltaic_Residential,,,
Annual_Generation_Electricity_Solar,,,
Annual_Generation_Electricity_SolarPhotovoltaic_AutoProducer,,,
Annual_Generation_Electricity_SolarPhotovoltaic_MainActivityProducer,,,
Annual_Generation_Electricity_Solar_AutoProducer,,,
Annual_Generation_Electricity_Solar_Commercial,,,
Annual_Generation_Electricity_Solar_IndependentPowerProducers,,,
Annual_Generation_Electricity_Solar_Industrial,,,
Annual_Generation_Electricity_Solar_MainActivityProducer,,,
Annual_Generation_Electricity_Solar_Residential,,,
Annual_Generation_Electricity_SolidBioFuel_ThermalElectricity,,,
Annual_Generation_Electricity_ThermalElectricity,,,
Annual_Generation_Electricity_UtilityScalePhotovoltaic,,,
Annual_Generation_Electricity_UtilityScalePhotovoltaic_ElectricPower,,,
Annual_Generation_Electricity_UtilityScalePhotovoltaic_ElectricUtilityNonCogen,,,
Annual_Generation_Electricity_UtilityScalePhotovoltaic_IndependentPowerProducers,,,
Annual_Generation_Electricity_UtilityScaleSolar,,,
Annual_Generation_Electricity_UtilityScaleSolar_ElectricPower,,,
Annual_Generation_Electricity_UtilityScaleSolar_ElectricUtilityNonCogen,,,
Annual_Generation_Electricity_UtilityScaleSolar_IndependentPowerProducers,,,
Annual_Generation_Electricity_Wind,,,
Annual_Generation_Electricity_Wind_ElectricPower,,,
Annual_Generation_Electricity_Wind_ElectricUtilityNonCogen,,,
Annual_Generation_Electricity_Wind_IndependentPowerProducers,,,
Annual_Generation_Electricity_Wind_MainActivityProducer,,,
Annual_Generation_Energy_Coal,,,
Annual_Generation_Energy_CombustibleFuel_MainActivityProducer,,,
Annual_Generation_Energy_CombustibleFuel_MainActivityProducerCombinedHeatPowerPlants,,,
Annual_Generation_Energy_FuelOil,,,
Annual_Generation_Energy_Heat,,,
Annual_Generation_Energy_HeatCombustibleFuels,,,
Annual_Generation_Energy_Heat_AutoProducer,,,
Annual_Generation_Energy_Heat_MainActivityProducer,,,
Annual_Generation_Energy_NaturalGas,,,
Annual_Generation_Energy_Refinery,,,
Annual_Generation_Energy_Solar,,,
Annual_Generation_Energy_Water,,,
Annual_Generation_Fuel_AdditivesOxygenates,,,
Annual_Generation_Fuel_AnthraciteCoal,,,
Annual_Generation_Fuel_AviationGasoline,,,
Annual_Generation_Fuel_AviationGasoline_Refinery,,,
Annual_Generation_Fuel_Bagasse,,,
Annual_Generation_Fuel_BioDiesel,,,
Annual_Generation_Fuel_BioGas,,,
Annual_Generation_Fuel_BioGasoline,,,
Annual_Generation_Fuel_BituminousCoal,,,
Annual_Generation_Fuel_BituminousCoal_Refinery,,,
Annual_Generation_Fuel_BlastFurnaceGas,,,
Annual_Generation_Fuel_BrownCoal,,,
Annual_Generation_Fuel_Charcoal,,,
Annual_Generation_Fuel_CokeOvenCoke,,,
Annual_Generation_Fuel_CokeOvenGas,,,
Annual_Generation_Fuel_CokingCoal,,,
Annual_Generation_Fuel_CrudeOil,,,
Annual_Generation_Fuel_DieselOil,,,
Annual_Generation_Fuel_DieselOil_Refinery,,,
Annual_Generation_Fuel_FuelOil,,,
Annual_Generation_Fuel_FuelOil_Refinery,,,
Annual_Generation_Fuel_Fuelwood,,,
Annual_Generation_Fuel_HardCoal,,,
Annual_Generation_Fuel_Kerosene,,,
Annual_Generation_Fuel_KeroseneJetFuel,,,
Annual_Generation_Fuel_KeroseneJetFuel_Refinery,,,
Annual_Generation_Fuel_Kerosene_Refinery,,,
Annual_Generation_Fuel_LigniteCoal,,,
Annual_Generation_Fuel_LiquifiedPetroleumGas,,,
Annual_Generation_Fuel_LiquifiedPetroleumGas_PetroleumPlants,,,
Annual_Generation_Fuel_LiquifiedPetroleumGas_Refinery,,,
Annual_Generation_Fuel_Lubricants,,,
Annual_Generation_Fuel_Lubricants_Refinery,,,
Annual_Generation_Fuel_MotorGasoline,,,
Annual_Generation_Fuel_MotorGasoline_Refinery,,,
Annual_Generation_Fuel_MunicipalWaste,,,
Annual_Generation_Fuel_Naphtha,,,
Annual_Generation_Fuel_Naphtha_Refinery,,,
Annual_Generation_Fuel_NaturalGas,,,
Annual_Generation_Fuel_NaturalGasLiquids,,,
Annual_Generation_Fuel_Nuclear,,,
Annual_Generation_Fuel_OtherBituminousCoal,,,
Annual_Generation_Fuel_OtherOilProducts,,,
Annual_Generation_Fuel_OtherOilProducts_Refinery,,,
Annual_Generation_Fuel_ParaffinWaxes,,,
Annual_Generation_Fuel_ParaffinWaxes_Refinery,,,
Annual_Generation_Fuel_PetroleumCoke,,,
Annual_Generation_Fuel_PetroleumCoke_Refinery,,,
Annual_Generation_Fuel_RefineryFeedstocks,,,
Annual_Generation_Fuel_RefineryGas,,,
Annual_Generation_Fuel_RefineryGas_Refinery,,,
Annual_Generation_Fuel_VegetalWaste,,,
Annual_Generation_Fuel_WhiteSpirit,,,
Annual_Generation_Fuel_WhiteSpirit_Refinery,,,
Annual_Imports_Electricity,,,
Annual_Imports_Fuel_AnthraciteCoal,,,
Annual_Imports_Fuel_AviationGasoline,,,
Annual_Imports_Fuel_BituminousCoal,,,
Annual_Imports_Fuel_BrownCoal,,,
Annual_Imports_Fuel_Charcoal,,,
Annual_Imports_Fuel_CokeOvenCoke,,,
Annual_Imports_Fuel_CokingCoal,,,
Annual_Imports_Fuel_CrudeOil,,,
Annual_Imports_Fuel_DieselOil,,,
Annual_Imports_Fuel_FuelOil,,,
Annual_Imports_Fuel_Fuelwood,,,
Annual_Imports_Fuel_HardCoal,,,
Annual_Imports_Fuel_Kerosene,,,
Annual_Imports_Fuel_KeroseneJetFuel,,,
Annual_Imports_Fuel_LiquifiedPetroleumGas,,,
Annual_Imports_Fuel_Lubricants,,,
Annual_Imports_Fuel_MotorGasoline,,,
Annual_Imports_Fuel_Naphtha,,,
Annual_Imports_Fuel_NaturalGas,,,
Annual_Imports_Fuel_OtherBituminousCoal,,,
Annual_Imports_Fuel_OtherOilProducts,,,
Annual_Imports_Fuel_ParaffinWaxes,,,
Annual_Imports_Fuel_PetroleumCoke,,,
Annual_Imports_Fuel_WhiteSpirit,,,
Annual_Loss_Electricity,,,
Annual_Loss_Energy_Heat,,,
Annual_Loss_Fuel_NaturalGas,,,
Annual_Loss_Fuel_NaturalGas_GasLostFlaredAndVented,,,
Annual_ProductReclassification_Fuel_DieselOil,,,
Annual_ProductReclassification_Fuel_FuelOil,,,
Annual_ProductReclassification_Fuel_Kerosene,,,
Annual_ProductReclassification_Fuel_KeroseneJetFuel,,,
Annual_ProductReclassification_Fuel_MotorGasoline,,,
Annual_ProductReclassification_Fuel_OtherOilProducts,,,
Annual_ProductReclassification_Fuel_RefineryFeedstocks,,,
Annual_Receipt_Fuel_ForElectricityGeneration_BituminousCoal,,,
Annual_Receipt_Fuel_ForElectricityGeneration_Coal,,,
Annual_Receipt_Fuel_ForElectricityGeneration_Coal_ElectricPower,,,
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas,,,
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_ElectricPower,,,
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_ElectricUtility,,,
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_ElectricUtilityNonCogen,,,
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_IndependentPowerProducers,,,
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_Industrial,,,
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_IndustrialCogen,,,
Annual_Receipt_Fuel_ForElectricityGeneration_PetroleumLiquids,,,
Annual_Receipt_Fuel_ForElectricityGeneration_PetroleumLiquids_ElectricPower,,,
Annual_Receipt_Fuel_ForElectricityGeneration_PetroleumLiquids_ElectricUtility,,,
Annual_Receipt_Fuel_ForElectricityGeneration_SubbituminousCoal,,,
Annual_Receipt_Fuel_ForElectricityGeneration_SubbituminousCoal_ElectricPower,,,
Annual_Reserves_Fuel_BrownCoal,,,
Annual_Reserves_Fuel_BrownCoal_EnergyAdditionalResources,,,
Annual_Reserves_Fuel_BrownCoal_EnergyKnownReserves,,,
Annual_Reserves_Fuel_BrownCoal_EnergyRecoverableReserves,,,
Annual_Reserves_Fuel_CrudeOil,,,
Annual_Reserves_Fuel_FallingWater_HydraulicResources,,,
Annual_Reserves_Fuel_HardCoal,,,
Annual_Reserves_Fuel_HardCoal_EnergyAdditionalResources,,,
Annual_Reserves_Fuel_HardCoal_EnergyKnownReserves,,,
Annual_Reserves_Fuel_HardCoal_EnergyRecoverableReserves,,,
Annual_Reserves_Fuel_NaturalGas,,,
Annual_Reserves_Fuel_OilShaleAndTarSands_CrudeOil,,,
Annual_Reserves_Fuel_Uranium_EnergyReservesAssured,,,
Annual_RetailSales_Electricity,,,
Annual_RetailSales_Electricity_Commercial,,,
Annual_RetailSales_Electricity_Industrial,,,
Annual_RetailSales_Electricity_OtherSector,,,
Annual_RetailSales_Electricity_Residential,,,
Annual_SalesRevenue_Electricity,,,
Annual_SalesRevenue_Electricity_Commercial,,,
Annual_SalesRevenue_Electricity_Industrial,,,
Annual_SalesRevenue_Electricity_OtherSector,,,
Annual_SalesRevenue_Electricity_Residential,,,
Annual_Stock_Fuel_ForElectricityGeneration_Coal_ElectricPower,,,
Annual_Stock_Fuel_ForElectricityGeneration_PetroleumLiquids_ElectricPower,,,
Annual_Stock_Fuel_ForElectricityGeneration_PetroleumLiquids_ElectricUtility,,,
Annual_Stock_Fuel_ForElectricityGeneration_PetroleumLiquids_IndependentPowerProducers,,,
Annual_SulfurContent_Fuel_ForElectricityGeneration_BituminousCoal,,,
Annual_SulfurContent_Fuel_ForElectricityGeneration_Coal,,,
Annual_SulfurContent_Fuel_ForElectricityGeneration_Coal_ElectricPower,,,
Annual_SulfurContent_Fuel_ForElectricityGeneration_PetroleumLiquids,,,
Annual_SulfurContent_Fuel_ForElectricityGeneration_PetroleumLiquids_ElectricPower,,,
Annual_SulfurContent_Fuel_ForElectricityGeneration_PetroleumLiquids_ElectricUtility,,,
Annual_SulfurContent_Fuel_ForElectricityGeneration_SubbituminousCoal,,,
Annual_SulfurContent_Fuel_ForElectricityGeneration_SubbituminousCoal_ElectricPower,,,
Area_Farm,,,
Area_Farm_BarleyForGrain,,,
Area_Farm_CornForGrain,,,
Area_Farm_CornForSilageOrGreenchop,,,
Area_Farm_Cotton,,,
Area_Farm_Cropland,,,
Area_Farm_DryEdibleBeans,,,
Area_Farm_DurumWheatForGrain,,,
Area_Farm_Forage,,,
Area_Farm_HarvestedCropland,,,
Area_Farm_IrrigatedLand,,,
Area_Farm_OatsForGrain,,,
Area_Farm_Orchards,,,
Area_Farm_OtherSpringWheatForGrain,,,
Area_Farm_PeanutsForNuts,,,
Area_Farm_PimaCotton,,,
Area_Farm_Potatoes,,,
Area_Farm_PrimaryProducer_AmericanIndianOrAlaskaNativeAlone,,,
Area_Farm_PrimaryProducer_AsianAlone,,,
Area_Farm_PrimaryProducer_BlackOrAfricanAmericanAlone,,,
Area_Farm_PrimaryProducer_HispanicOrLatino,,,
Area_Farm_PrimaryProducer_NativeHawaiianOrOtherPacificIslanderAlone,,,
Area_Farm_PrimaryProducer_TwoOrMoreRaces,,,
Area_Farm_PrimaryProducer_WhiteAlone,,,
Area_Farm_Producer_AmericanIndianOrAlaskaNativeAlone,,,
Area_Farm_Producer_AsianAlone,,,
Area_Farm_Producer_BlackOrAfricanAmericanAlone,,,
Area_Farm_Producer_HispanicOrLatino,,,
