dcid,year,HivPeopleLivingWithHivFemalePeople
country/PRY,2008,2700.0
country/PRY,2009,3000.0
country/PRY,2015,4800.0
country/PRY,2018,5800.0
country/PRY,2019,6100.0
country/PRY,2022,6900.0
country/PER,1990,5200.0
country/PER,1997,17000.0
country/PER,2000,18000.0
country/PER,2003,17000.0
country/PER,2005,16000.0
country/PER,2006,16000.0
country/SRB,2018,500.0
country/SRB,2020,500.0
country/SRB,2022,1000.0
country/SLE,1998,22000.0
country/SLE,2001,28000.0
country/SLE,2017,42000.0
country/SLE,2018,43000.0
country/SLE,2022,47000.0
country/SVK,1994,100.0
country/SVK,1999,100.0
country/SVK,2000,100.0
country/SVN,1996,100.0
country/SVN,1999,100.0
country/SVN,2001,100.0
country/SVN,2010,100.0
country/SVN,2012,100.0
country/SVN,2014,100.0
country/ZAF,1996,1100000.0
country/ZAF,2011,3800000.0
country/ZAF,2014,4200000.0
country/ZAF,2016,4500000.0
country/ZAF,2022,4900000.0
country/SSD,1995,38000.0
country/SSD,1998,52000.0
country/SSD,2002,70000.0
country/SSD,2003,74000.0
country/SSD,2009,97000.0
country/SSD,2016,100000.0
country/SSD,2018,97000.0
country/SSD,2020,100000.0
country/ESP,1994,20000.0
country/ESP,1997,20000.0
country/ESP,2007,23000.0
country/ESP,2013,24000.0
country/ESP,2016,26000.0
country/ESP,2017,26000.0
country/ESP,2018,26000.0
country/ESP,2021,27000.0
country/LKA,1990,100.0
country/LKA,1996,500.0
country/LKA,1999,500.0
country/LKA,2000,1000.0
country/LKA,2004,1000.0
country/LKA,2007,1100.0
country/LKA,2020,1200.0
country/LKA,2022,1200.0
country/SDN,1991,3600.0
country/SDN,1993,4800.0
country/SDN,1994,5500.0
country/SDN,1995,6200.0
country/SDN,2007,13000.0
country/SDN,2011,14000.0
country/SDN,2016,15000.0
country/SDN,2019,17000.0
country/SDN,2020,18000.0
country/SUR,1995,1200.0
country/SUR,2008,2000.0
country/SUR,2009,2100.0
country/SUR,2012,2400.0
country/SUR,2014,2600.0
country/SYR,2009,500.0
country/SYR,2020,500.0
country/TJK,1990,100.0
country/TJK,2001,100.0
country/TJK,2004,100.0
country/TJK,2014,2400.0
country/TJK,2019,4600.0
country/TJK,2020,5000.0
country/TJK,2021,5400.0
country/TJK,2022,5800.0
country/THA,1991,66000.0
country/THA,1994,170000.0
country/THA,1995,210000.0
country/THA,1996,240000.0
country/THA,2001,320000.0
country/THA,2002,320000.0
country/THA,2004,320000.0
country/THA,2007,320000.0
country/THA,2012,290000.0
country/THA,2013,280000.0
country/THA,2015,270000.0
country/THA,2016,260000.0
country/THA,2017,260000.0
country/TLS,1995,100.0
country/TLS,1998,500.0
country/TLS,2002,500.0
country/TLS,2008,500.0
country/TLS,2010,500.0
country/TLS,2011,500.0
country/TLS,2012,500.0
country/TLS,2013,500.0
country/TLS,2015,500.0
country/TLS,2016,1000.0
country/TLS,2017,1000.0
country/TLS,2021,1000.0
country/TGO,1992,18000.0
country/TGO,1994,29000.0
country/TGO,2004,70000.0
country/TGO,2007,69000.0
country/TGO,2010,68000.0
country/TGO,2011,67000.0
country/TGO,2015,67000.0
country/TGO,2016,68000.0
country/TGO,2019,68000.0
country/TTO,1991,1000.0
country/TTO,1994,1700.0
country/TTO,1998,4000.0
country/TTO,2004,6000.0
country/TTO,2005,6100.0
country/TTO,2010,6100.0
country/TTO,2011,6100.0
country/TTO,2013,6100.0
country/TTO,2014,6100.0
country/TUN,1994,500.0
country/TUN,2002,1000.0
country/TUN,2004,1000.0
country/TUN,2006,1200.0
country/TUN,2009,1700.0
country/TUN,2011,1900.0
country/TUN,2015,2300.0
country/TUN,2016,2300.0
country/TUN,2018,2500.0
country/TUN,2019,2500.0
country/TUN,2020,2600.0
country/TUN,2022,2700.0
country/UGA,1991,470000.0
country/UGA,1998,540000.0
country/UGA,2005,560000.0
country/PER,2012,17000.0
country/PER,2017,20000.0
country/PHL,1991,100.0
country/PHL,1992,100.0
country/PHL,1994,100.0
country/PHL,1995,100.0
country/PHL,1996,100.0
country/PHL,2002,500.0
country/PHL,2010,1100.0
country/PHL,2012,1800.0
country/PHL,2014,2700.0
country/PHL,2016,4000.0
country/PHL,2017,4900.0
country/PHL,2019,7000.0
country/PHL,2020,8200.0
country/POL,1990,100.0
country/POL,1991,100.0
country/POL,1998,1100.0
country/POL,2002,1700.0
country/POL,2003,1900.0
country/POL,2004,2000.0
country/POL,2011,2700.0
country/POL,2012,2800.0
country/POL,2017,3400.0
country/PRT,2000,8900.0
country/PRT,2004,10000.0
country/PRT,2015,13000.0
country/PRT,2016,13000.0
country/PRT,2021,14000.0
country/QAT,1992,100.0
country/QAT,1994,100.0
country/QAT,1999,100.0
country/QAT,2001,100.0
country/QAT,2004,100.0
country/QAT,2008,100.0
country/QAT,2009,100.0
country/QAT,2012,100.0
country/QAT,2017,100.0
country/QAT,2019,500.0
country/QAT,2021,500.0
country/MDA,1990,100.0
country/MDA,1993,500.0
country/MDA,1995,500.0
country/MDA,1996,1000.0
country/MDA,2002,2800.0
country/MDA,2005,3300.0
country/MDA,2009,4000.0
country/MDA,2010,4100.0
country/MDA,2013,4600.0
country/MDA,2014,4700.0
country/ROU,1991,2200.0
country/ROU,2002,5400.0
country/ROU,2003,5700.0
country/ROU,2004,6000.0
country/ROU,2007,6700.0
country/ROU,2008,6900.0
country/ROU,2009,7000.0
country/ROU,2020,7500.0
country/ROU,2022,7700.0
country/RWA,1990,65000.0
country/RWA,2000,130000.0
country/RWA,2003,130000.0
country/RWA,2007,140000.0
country/RWA,2011,140000.0
country/UGA,2011,640000.0
country/UGA,2015,740000.0
country/UGA,2016,770000.0
country/UGA,2020,860000.0
country/UGA,2022,900000.0
country/ARE,1992,100.0
country/ARE,1995,100.0
country/ARE,1999,100.0
country/ARE,2001,100.0
country/ARE,2004,500.0
country/ARE,2007,500.0
country/ARE,2010,500.0
country/ARE,2014,500.0
country/ARE,2018,500.0
country/TZA,1990,430000.0
country/TZA,1992,560000.0
country/TZA,2020,1100000.0
country/TZA,2022,1100000.0
country/URY,1992,1000.0
country/URY,1997,1100.0
country/URY,2001,1600.0
country/URY,2002,1800.0
country/URY,2010,3000.0
country/URY,2011,3200.0
country/URY,2013,3500.0
country/URY,2014,3700.0
country/URY,2015,3900.0
country/URY,2017,4300.0
country/URY,2020,4900.0
country/URY,2022,5300.0
country/VEN,1993,3100.0
country/VEN,1994,3800.0
country/VEN,2000,11000.0
country/VEN,2005,26000.0
country/VEN,2008,26000.0
country/VEN,2013,27000.0
country/VEN,2014,27000.0
country/VEN,2015,28000.0
country/VNM,1997,14000.0
country/VNM,1998,18000.0
country/VNM,2002,36000.0
country/VNM,2004,45000.0
country/VNM,2005,48000.0
country/VNM,2012,69000.0
country/VNM,2016,76000.0
country/VNM,2019,77000.0
country/YEM,1993,500.0
country/YEM,1997,1000.0
country/YEM,1998,1000.0
country/YEM,2002,1000.0
country/YEM,2003,1000.0
country/YEM,2010,1600.0
country/YEM,2013,2000.0
country/YEM,2015,2300.0
country/YEM,2018,2800.0
country/YEM,2022,3500.0
country/ZMB,1990,230000.0
country/ZMB,1991,270000.0
country/ZMB,1992,310000.0
country/ZMB,1995,410000.0
country/ZMB,2002,520000.0
country/ZMB,2005,540000.0
country/ZMB,2010,630000.0
country/ZWE,2004,790000.0
country/RWA,2012,140000.0
country/RWA,2017,150000.0
country/RWA,2018,150000.0
country/RWA,2022,150000.0
country/KNA,1993,100.0
country/KNA,1995,100.0
country/KNA,1999,100.0
country/KNA,2004,100.0
country/KNA,2010,100.0
country/KNA,2011,100.0
country/KNA,2012,100.0
country/KNA,2014,100.0
country/KNA,2016,100.0
country/KNA,2018,100.0
country/KNA,2020,100.0
country/KNA,2021,100.0
country/KNA,2022,100.0
country/STP,1993,1000.0
country/STP,1998,1300.0
country/STP,2000,1300.0
country/STP,2012,1000.0
country/STP,2014,1000.0
country/STP,2017,1000.0
country/STP,2018,1000.0
country/SAU,1990,1200.0
country/SAU,1994,1900.0
country/SAU,1997,2400.0
country/SAU,2004,2400.0
country/SAU,2008,2100.0
country/SAU,2009,2000.0
country/SAU,2010,2000.0
country/SAU,2014,1700.0
country/SEN,1991,3400.0
country/SEN,1998,14000.0
country/SEN,2001,20000.0
country/SEN,2002,21000.0
country/SEN,2007,22000.0
country/SEN,2009,23000.0
country/SEN,2011,24000.0
country/SEN,2016,23000.0
country/SEN,2019,24000.0
country/SEN,2020,24000.0
country/SRB,1991,500.0
country/SRB,1992,500.0
country/SRB,1994,500.0
country/SRB,1995,500.0
country/SRB,1997,500.0
country/SRB,1998,500.0
country/SRB,1999,500.0
country/SRB,2002,500.0
country/SRB,2007,500.0
country/SRB,2012,500.0
country/SRB,2014,500.0
country/SRB,2017,500.0
country/SRB,2019,500.0
country/SLE,1995,17000.0
country/SLE,1999,23000.0
country/SLE,2005,33000.0
country/SLE,2006,33000.0
country/SLE,2015,40000.0
country/SLE,2016,41000.0
country/SLE,2021,47000.0
country/SVK,1995,100.0
country/SVK,1997,100.0
country/ZWE,2008,730000.0
country/ZWE,2013,780000.0
country/ZWE,2018,800000.0
country/ZWE,2022,790000.0
country/SVK,1998,100.0
country/SVK,2005,100.0
country/SVK,2006,100.0
country/SVK,2007,100.0
country/SVK,2009,100.0
country/SVK,2014,100.0
country/SVK,2019,500.0
country/SVK,2021,500.0
country/SVN,1993,100.0
country/SVN,2002,100.0
country/SVN,2007,100.0
country/SVN,2009,100.0
country/SVN,2011,100.0
country/SVN,2022,100.0
country/ZAF,1991,210000.0
country/ZAF,1995,880000.0
country/ZAF,2006,3000000.0
country/ZAF,2007,3200000.0
country/ZAF,2012,3900000.0
country/ZAF,2013,4100000.0
country/ZAF,2021,4900000.0
country/SSD,1993,27000.0
country/SSD,1994,32000.0
country/SSD,2014,110000.0
country/SSD,2015,110000.0
country/SSD,2019,99000.0
country/SSD,2022,100000.0
country/ESP,1990,16000.0
country/ESP,1991,18000.0
country/ESP,1993,20000.0
country/ESP,2008,23000.0
country/ESP,2011,24000.0
country/ESP,2012,24000.0
country/ESP,2020,27000.0
country/ESP,2022,27000.0
country/LKA,1992,100.0
country/LKA,1995,500.0
country/LKA,1997,500.0
country/LKA,2002,1000.0
country/LKA,2003,1000.0
country/LKA,2005,1000.0
country/LKA,2013,1300.0
country/LKA,2014,1300.0
country/LKA,2016,1300.0
country/LKA,2018,1200.0
country/LKA,2021,1200.0
country/SDN,1998,8500.0
country/SDN,2002,11000.0
country/SDN,2003,11000.0
country/SDN,2005,12000.0
country/SDN,2009,14000.0
country/SDN,2010,14000.0
country/SDN,2012,14000.0
country/SDN,2014,15000.0
country/SDN,2021,19000.0
country/SDN,2022,20000.0
country/SUR,1990,1000.0
country/SUR,1993,1000.0
country/SUR,1994,1100.0
country/SUR,1997,1400.0
country/SUR,1998,1500.0
country/SUR,2004,1800.0
country/SUR,2005,1800.0
country/SUR,2006,1900.0
country/SUR,2010,2200.0
country/SUR,2013,2500.0
country/SUR,2016,2800.0
country/SUR,2017,2900.0
country/SUR,2018,3000.0
country/SUR,2019,3000.0
country/SUR,2020,3100.0
country/SUR,2021,3200.0
country/SUR,2022,3300.0
country/SYR,1991,100.0
country/SYR,2011,500.0
country/SYR,2014,500.0
country/SYR,2016,500.0
country/SYR,2018,500.0
country/TJK,1991,100.0
country/TJK,1992,100.0
country/TJK,1994,100.0
country/TJK,1995,100.0
country/TJK,1996,100.0
country/TJK,1998,100.0
country/TJK,1999,100.0
country/TJK,2000,100.0
country/TJK,2002,100.0
country/TJK,2005,500.0
country/TJK,2007,500.0
country/TJK,2008,1000.0
country/TJK,2010,1000.0
country/TJK,2011,1300.0
country/TJK,2018,4100.0
country/THA,1990,35000.0
country/THA,1993,140000.0
country/THA,1997,260000.0
country/THA,2000,310000.0
country/THA,2006,320000.0
country/THA,2018,250000.0
country/THA,2019,250000.0
country/THA,2022,230000.0
country/TLS,1992,100.0
country/TLS,1996,500.0
country/TLS,2004,500.0
country/TLS,2018,1000.0
country/TGO,1990,9800.0
country/TGO,1993,22000.0
country/TGO,1995,37000.0
country/TGO,1997,51000.0
country/TGO,1999,62000.0
country/TGO,2006,70000.0
country/TGO,2017,68000.0
country/TTO,1992,1000.0
country/TTO,1997,3400.0
country/TTO,1999,4600.0
country/TTO,2007,6100.0
country/TTO,2017,6100.0
country/TTO,2019,6000.0
country/TTO,2020,6000.0
country/TTO,2022,6100.0
country/TUN,1990,500.0
country/TUN,1993,500.0
country/TUN,1995,500.0
country/TUN,1999,500.0
country/TUN,2001,1000.0
country/TUN,2010,1800.0
country/TUN,2014,2200.0
country/UGA,1992,490000.0
country/LBN,2003,500.0
country/LBN,2007,500.0
country/LBN,2009,500.0
country/LBN,2011,500.0
country/LBN,2012,500.0
country/LBN,2016,500.0
country/LSO,1993,42000.0
country/LSO,1994,58000.0
country/LSO,2001,140000.0
country/LSO,2009,160000.0
country/LSO,2010,170000.0
country/LSO,2015,180000.0
country/LSO,2018,180000.0
country/LSO,2019,170000.0
country/LSO,2022,170000.0
country/LBR,1990,6400.0
country/LBR,1996,16000.0
country/LBR,2008,23000.0
country/LBY,1996,100.0
country/LBY,1999,500.0
country/LBY,2003,1000.0
country/LBY,2010,1800.0
country/LBY,2011,1600.0
country/LBY,2017,2500.0
country/LBY,2020,2800.0
country/LTU,1992,100.0
country/LTU,1997,500.0
country/LTU,2000,500.0
country/LTU,2001,500.0
country/LTU,2012,500.0
country/LTU,2014,1000.0
country/LTU,2015,1000.0
country/LTU,2019,1000.0
country/LTU,2021,1000.0
country/LUX,1995,100.0
country/LUX,1996,100.0
country/LUX,1997,100.0
country/LUX,2003,500.0
country/LUX,2005,500.0
country/LUX,2006,500.0
country/LUX,2011,500.0
country/LUX,2014,500.0
country/LUX,2018,500.0
country/MDG,1992,500.0
country/MDG,1999,1000.0
country/MDG,2001,1500.0
country/MDG,2006,5200.0
country/MDG,2007,6400.0
country/MDG,2012,16000.0
country/MDG,2015,24000.0
country/MDG,2016,27000.0
country/MDG,2017,30000.0
country/MDG,2020,40000.0
country/MDG,2022,48000.0
country/MWI,1990,230000.0
country/MWI,1994,400000.0
country/MWI,2008,510000.0
country/MWI,2010,530000.0
country/MWI,2017,610000.0
country/MYS,1994,2900.0
country/MYS,1995,3500.0
country/MYS,1999,5800.0
country/MYS,2003,7700.0
country/MYS,2008,11000.0
country/MYS,2011,13000.0
country/UGA,1993,510000.0
country/UGA,1995,530000.0
country/UGA,1999,540000.0
country/UGA,2000,540000.0
country/UGA,2002,540000.0
country/UGA,2007,580000.0
country/UGA,2008,590000.0
country/UGA,2012,660000.0
country/ARE,1997,100.0
country/ARE,2005,500.0
country/ARE,2006,500.0
country/ARE,2008,500.0
country/ARE,2009,500.0
country/ARE,2012,500.0
country/TZA,1991,500000.0
country/TZA,1993,630000.0
country/TZA,1994,690000.0
country/TZA,1996,750000.0
country/TZA,1998,790000.0
country/TZA,2000,820000.0
country/TZA,2001,820000.0
country/TZA,2002,810000.0
country/TZA,2008,800000.0
country/TZA,2010,820000.0
country/TZA,2011,840000.0
country/TZA,2013,890000.0
country/TZA,2016,1000000.0
country/TZA,2018,1100000.0
country/TZA,2019,1100000.0
country/URY,1991,1000.0
country/URY,1998,1200.0
country/URY,2004,2100.0
country/URY,2007,2600.0
country/URY,2012,3400.0
country/URY,2019,4700.0
country/URY,2021,5100.0
country/VEN,1995,4600.0
country/VEN,1999,9200.0
country/VEN,2001,13000.0
country/VEN,2002,16000.0
country/VEN,2004,22000.0
country/VEN,2006,26000.0
country/VEN,2009,26000.0
country/VEN,2016,28000.0
country/VEN,2017,28000.0
country/VEN,2019,25000.0
country/VEN,2020,25000.0
country/VEN,2022,27000.0
country/VNM,1990,500.0
country/VNM,1991,1000.0
country/VNM,1994,4100.0
country/VNM,2000,27000.0
country/VNM,2001,32000.0
country/VNM,2003,41000.0
country/VNM,2006,52000.0
country/VNM,2014,73000.0
country/VNM,2017,77000.0
country/VNM,2021,76000.0
country/YEM,1990,500.0
country/YEM,1992,500.0
country/YEM,1994,500.0
country/YEM,1996,1000.0
country/YEM,1999,1000.0
country/YEM,2000,1000.0
country/MYS,2016,15000.0
country/MYS,2018,16000.0
country/MYS,2020,17000.0
country/MDV,1991,100.0
country/MDV,1992,100.0
country/MDV,1995,100.0
country/MDV,1997,100.0
country/MDV,1998,100.0
country/MDV,2001,100.0
country/MDV,2007,100.0
country/MDV,2011,100.0
country/MDV,2013,100.0
country/MDV,2018,100.0
country/MLI,1991,32000.0
country/MLI,1996,55000.0
country/MLI,2002,65000.0
country/MLI,2008,68000.0
country/MLI,2011,71000.0
country/MLI,2016,73000.0
country/MLI,2017,73000.0
country/MLI,2020,75000.0
country/MLI,2021,75000.0
country/MLI,2022,75000.0
country/MLT,1991,100.0
country/MLT,1996,100.0
country/MLT,2001,100.0
country/MLT,2004,100.0
country/MLT,2005,100.0
country/MLT,2009,100.0
country/MLT,2010,100.0
country/MLT,2015,500.0
country/MLT,2022,500.0
country/MRT,1991,1000.0
country/MRT,1994,1700.0
country/MRT,1995,2000.0
country/MRT,1997,2700.0
country/MRT,2002,4100.0
country/MRT,2005,4400.0
country/MRT,2010,4500.0
country/MRT,2015,4200.0
country/MRT,2022,4100.0
country/MEX,1994,16000.0
country/MEX,1996,19000.0
country/MEX,1997,20000.0
country/MEX,1998,22000.0
country/MEX,2000,25000.0
country/MEX,2008,40000.0
country/MEX,2009,42000.0
country/MEX,2011,46000.0
country/MEX,2014,54000.0
country/MEX,2015,56000.0
country/MEX,2016,59000.0
country/MEX,2018,63000.0
country/MEX,2019,66000.0
country/MEX,2021,70000.0
country/MNG,1991,100.0
country/MNG,1995,100.0
country/MNG,1997,100.0
country/MNG,2003,100.0
country/MNG,2010,100.0
country/MNG,2014,100.0
country/MNG,2016,100.0
country/MNG,2022,500.0
country/MNE,1994,100.0
country/YEM,2001,1000.0
country/YEM,2007,1300.0
country/YEM,2011,1700.0
country/YEM,2014,2200.0
country/YEM,2017,2700.0
country/YEM,2020,3100.0
country/YEM,2021,3300.0
country/ZMB,1993,350000.0
country/ZMB,1998,470000.0
country/ZMB,2009,610000.0
country/ZMB,2013,700000.0
country/ZMB,2014,730000.0
country/ZMB,2015,750000.0
country/ZMB,2016,780000.0
country/ZMB,2017,810000.0
country/ZMB,2021,870000.0
country/ZWE,1990,470000.0
country/ZWE,1992,660000.0
country/ZWE,1995,840000.0
country/ZWE,1996,870000.0
country/ZWE,2003,810000.0
country/ZWE,2007,740000.0
country/ZWE,2010,740000.0
country/ZWE,2014,790000.0
country/MNE,1995,100.0
country/MNE,2002,100.0
country/MNE,2005,100.0
country/MNE,2007,100.0
country/MNE,2008,100.0
country/MNE,2009,100.0
country/MNE,2013,100.0
country/MNE,2016,100.0
country/MNE,2017,100.0
country/MNE,2020,100.0
country/MNE,2022,100.0
country/MAR,1990,1600.0
country/MAR,1992,2100.0
country/MAR,1995,3100.0
country/MAR,1996,3400.0
country/MAR,2004,6800.0
country/MAR,2006,7500.0
country/MAR,2007,7900.0
country/MAR,2008,8100.0
country/MAR,2013,9000.0
country/MAR,2018,9400.0
country/MOZ,1991,96000.0
country/MOZ,1998,410000.0
country/MOZ,2001,580000.0
country/MOZ,2004,720000.0
country/MOZ,2005,760000.0
country/MOZ,2009,910000.0
country/MMR,1992,5500.0
country/MMR,1996,20000.0
country/MMR,2001,52000.0
country/MMR,2009,93000.0
country/MMR,2011,98000.0
country/MMR,2016,110000.0
country/MMR,2017,110000.0
country/NAM,1990,10000.0
country/NAM,1992,21000.0
country/NAM,1993,29000.0
country/NAM,2000,88000.0
country/NAM,2004,100000.0
country/NAM,2006,100000.0
country/NAM,2010,110000.0
country/NAM,2012,120000.0
country/NAM,2015,130000.0
country/NAM,2016,130000.0
country/NAM,2019,140000.0
country/NPL,1990,100.0
country/NPL,1993,100.0
country/NPL,1995,500.0
country/NPL,1999,2100.0
country/NPL,2000,3000.0
country/NPL,2001,4100.0
country/NPL,2003,6400.0
country/NPL,2005,8300.0
country/NPL,2009,11000.0
country/NPL,2010,12000.0
country/NPL,2011,12000.0
country/NPL,2012,13000.0
country/NPL,2014,13000.0
country/NPL,2015,13000.0
country/NPL,2020,13000.0
country/NLD,1993,1300.0
country/NLD,1997,1600.0
country/NLD,1999,1800.0
country/NLD,2006,2900.0
country/NLD,2010,3600.0
country/NLD,2012,3900.0
country/NLD,2019,4500.0
country/NLD,2020,4600.0
country/NLD,2021,4600.0
country/NZL,1990,500.0
country/NZL,2001,500.0
country/NZL,2007,500.0
country/NZL,2008,500.0
country/NZL,2011,500.0
country/NZL,2014,500.0
country/NZL,2015,500.0
country/NIC,1994,1000.0
country/NIC,1996,1000.0
country/NIC,1999,1400.0
country/NIC,2002,1800.0
country/NIC,2004,2100.0
country/NIC,2006,2400.0
country/NIC,2010,2900.0
country/NIC,2015,3500.0
country/NIC,2016,3600.0
country/NIC,2018,3800.0
country/NIC,2020,3900.0
country/NER,1996,18000.0
country/NER,2001,25000.0
country/NER,2003,24000.0
country/NER,2004,23000.0
country/NER,2006,22000.0
country/NER,2009,19000.0
country/NER,2011,19000.0
country/NER,2016,18000.0
country/NER,2017,18000.0
country/NER,2020,19000.0
country/NER,2021,19000.0
country/NER,2022,19000.0
country/OMN,2000,500.0
country/OMN,2013,500.0
country/OMN,2019,1000.0
country/OMN,2021,1000.0
country/PAK,1991,100.0
country/PAK,1997,100.0
country/PAK,2003,500.0
country/PAK,2007,3100.0
country/PAK,2009,7000.0
country/PAK,2010,9400.0
country/PAK,2011,12000.0
country/PAK,2017,32000.0
country/PAK,2020,44000.0
country/PAN,1995,1800.0
country/PAN,1997,2300.0
country/PAN,1998,2500.0
country/PAN,2001,3200.0
country/PAN,2005,4100.0
country/PAN,2006,4300.0
country/PAN,2007,4500.0
country/PAN,2016,6600.0
country/PNG,1994,1300.0
country/PNG,2001,8500.0
country/PNG,2005,14000.0
country/PNG,2006,16000.0
country/PNG,2007,17000.0
country/PNG,2008,18000.0
country/PNG,2012,22000.0
country/PNG,2013,23000.0
country/LBN,2001,500.0
country/LBN,2004,500.0
country/LBN,2008,500.0
country/LBN,2017,500.0
country/LBN,2019,500.0
country/LBN,2020,500.0
country/LSO,1991,18000.0
country/LSO,1992,28000.0
country/LSO,1995,76000.0
country/LSO,1996,92000.0
country/LSO,1999,130000.0
country/LSO,2004,150000.0
country/LSO,2017,180000.0
country/LSO,2021,170000.0
country/LBR,1992,11000.0
country/LBR,1998,20000.0
country/LBR,2001,23000.0
country/LBR,2007,23000.0
country/LBR,2010,23000.0
country/LBR,2011,24000.0
country/LBR,2016,22000.0
country/LBR,2020,22000.0
country/LBR,2022,22000.0
country/LBY,1990,100.0
country/LBY,1991,100.0
country/LBY,1994,100.0
country/LBY,1995,100.0
country/LBY,2005,1000.0
country/LBY,2007,1300.0
country/LBY,2009,1600.0
country/LBY,2014,2100.0
country/LBY,2015,2200.0
country/LBY,2016,2300.0
country/LBY,2021,2900.0
country/LBY,2022,3000.0
country/LTU,1991,100.0
country/LTU,2008,500.0
country/LTU,2010,500.0
country/LUX,1991,100.0
country/LUX,1992,100.0
country/LUX,1993,100.0
country/LUX,2001,100.0
country/LUX,2009,500.0
country/LUX,2012,500.0
country/LUX,2019,500.0
country/LUX,2020,500.0
country/LUX,2022,500.0
country/MDG,1993,500.0
country/MDG,1994,500.0
country/MDG,1995,500.0
country/MDG,2000,1200.0
country/MDG,2002,2000.0
country/MDG,2003,2600.0
country/MDG,2004,3300.0
country/MDG,2005,4100.0
country/MDG,2009,9500.0
country/MDG,2010,11000.0
country/MDG,2021,44000.0
country/MWI,1991,280000.0
country/MWI,1992,330000.0
country/MWI,1993,370000.0
country/MWI,1997,490000.0
country/MWI,2003,520000.0
country/MWI,2004,520000.0
country/MWI,2005,510000.0
country/PNG,2015,26000.0
country/PNG,2020,37000.0
country/PRY,1990,100.0
country/PRY,1991,100.0
country/PRY,1998,1000.0
country/PRY,2002,1700.0
country/PRY,2006,2300.0
country/PRY,2010,3300.0
country/PRY,2011,3600.0
country/PRY,2017,5500.0
country/PRY,2020,6300.0
country/PER,1991,7400.0
country/PER,1994,14000.0
country/PER,1996,16000.0
country/PER,1998,17000.0
country/PER,2011,16000.0
country/PER,2013,17000.0
country/PER,2016,19000.0
country/PER,2019,22000.0
country/PER,2022,26000.0
country/PHL,1990,100.0
country/PHL,1993,100.0
country/PHL,1999,500.0
country/PHL,2004,500.0
country/PHL,2006,500.0
country/POL,1995,1000.0
country/POL,2005,2100.0
country/POL,2006,2200.0
country/POL,2018,3500.0
country/POL,2020,3700.0
country/POL,2021,3900.0
country/PRT,1993,5800.0
country/PRT,1995,7000.0
country/PRT,2010,12000.0
country/PRT,2011,12000.0
country/PRT,2012,12000.0
country/PRT,2013,12000.0
country/PRT,2017,13000.0
country/PRT,2020,14000.0
country/QAT,1990,100.0
country/QAT,1995,100.0
country/QAT,1996,100.0
country/QAT,2000,100.0
country/QAT,2005,100.0
country/QAT,2010,100.0
country/QAT,2011,100.0
country/QAT,2013,100.0
country/QAT,2014,100.0
country/QAT,2015,100.0
country/QAT,2018,500.0
country/MDA,1991,100.0
country/MDA,1998,2000.0
country/MDA,1999,2200.0
country/MDA,2006,3500.0
country/MDA,2007,3700.0
country/MDA,2019,5500.0
country/MDA,2021,5700.0
country/ROU,1990,1200.0
country/ROU,1994,4100.0
country/ROU,2000,4900.0
country/ROU,2001,5200.0
country/ROU,2005,6200.0
country/ROU,2010,7200.0
country/RWA,1991,77000.0
country/MWI,2012,550000.0
country/MWI,2016,600000.0
country/MWI,2019,620000.0
country/MWI,2021,620000.0
country/MYS,1998,5200.0
country/MYS,2000,6300.0
country/MYS,2002,7200.0
country/MYS,2005,8700.0
country/MYS,2006,9400.0
country/MYS,2015,15000.0
country/MYS,2017,16000.0
country/MYS,2021,17000.0
country/MDV,1996,100.0
country/MDV,2000,100.0
country/MDV,2004,100.0
country/MDV,2005,100.0
country/MDV,2014,100.0
country/MDV,2015,100.0
country/MDV,2016,100.0
country/MDV,2022,100.0
country/MLI,1997,57000.0
country/MLI,2000,63000.0
country/MLI,2001,64000.0
country/MLI,2004,66000.0
country/MLI,2005,66000.0
country/MLI,2010,70000.0
country/MLI,2014,72000.0
country/MLI,2018,74000.0
country/MLT,1993,100.0
country/MLT,1997,100.0
country/MLT,1998,100.0
country/MLT,2000,100.0
country/MLT,2003,100.0
country/MLT,2007,100.0
country/MLT,2008,100.0
country/MLT,2012,100.0
country/MLT,2020,500.0
country/MLT,2021,500.0
country/MRT,1996,2300.0
country/MRT,1999,3300.0
country/MRT,2008,4600.0
country/MRT,2017,4100.0
country/MRT,2019,4000.0
country/MEX,1990,13000.0
country/MEX,1991,14000.0
country/MEX,1992,15000.0
country/MEX,1999,23000.0
country/MEX,2002,28000.0
country/MEX,2006,36000.0
country/MEX,2013,51000.0
country/MEX,2017,61000.0
country/MEX,2020,68000.0
country/MNG,1993,100.0
country/MNG,1994,100.0
country/MNG,1996,100.0
country/MNG,2000,100.0
country/MNG,2006,100.0
country/MNG,2009,100.0
country/MNG,2017,500.0
country/MNE,1990,100.0
country/MNE,1991,100.0
country/MNE,1993,100.0
country/MNE,1996,100.0
country/MNE,2001,100.0
country/RWA,1998,130000.0
country/RWA,1999,130000.0
country/RWA,2004,130000.0
country/RWA,2014,150000.0
country/RWA,2020,150000.0
country/RWA,2021,150000.0
country/KNA,1990,100.0
country/KNA,2001,100.0
country/KNA,2005,100.0
country/KNA,2006,100.0
country/KNA,2009,100.0
country/KNA,2013,100.0
country/KNA,2015,100.0
country/STP,1994,1100.0
country/STP,1995,1200.0
country/STP,2001,1200.0
country/STP,2003,1200.0
country/STP,2007,1000.0
country/STP,2010,1000.0
