dcid,sentence
Annual_Generation_Energy_FuelOil,Annual Generation of Energy: Fuel Oil;Annual Oil Generation;the annual production of oil
Annual_Generation_Energy_Heat,Annual Generation of Energy: Heat;Annual Generation of Heat;the amount of heat produced each year;the annual heat generation;the annual heat output;the yearly production of heat
Annual_Generation_Energy_HeatCombustibleFuels,Annual Generation of Energy: Heat Combustible Fuels;Annual Generation of Heat Combustible Fuels;the amount of heat produced by combustible fuels each year;the amount of heat produced by combustible fuels in a year;the annual output of heat from combustible fuels;the yearly generation of heat from combustible fuels
Annual_Generation_Energy_Heat_AutoProducer,"Annual Generation of Energy: Heat, Auto Producer;Annual Generation of Heat Energy in Auto Producers;the amount of heat energy generated by car manufacturers each year;the annual output of heat energy from the car industry;the total amount of heat energy produced by the automotive industry in a year;the yearly production of heat energy by the automotive sector"
Annual_Generation_Energy_Heat_MainActivityProducer,"Annual Generation Of Heat From Main Activity Producer;Annual Generation of Energy: Heat, Main Activity Producer;the amount of heat produced by the main activity producer each year;the annual output of heat from the main activity producer;the total amount of heat produced by the main activity producer in one year;the yearly heat output of the main activity producer"
Annual_Generation_Energy_NaturalGas,Annual Generation of Energy: Natural Gas;Annual Generation of Natural Gas;the amount of natural gas generated each year;the amount of natural gas produced in a year;the yearly production of natural gas;the yearly yield of natural gas
Annual_Generation_Energy_Refinery,Annual Generation of Energy: Refinery;Annual Generation of Refinery Energy;annual refinery energy output;the annual energy generation of refineries
Annual_Generation_Energy_Solar,Annual Generation of Energy: Solar;Annual Generation of Solar Energy;the amount of solar energy generated each year;the amount of solar energy produced in a year;the annual output of solar electricity;the yearly production of solar power
Annual_Generation_Energy_Water,Annual Generation of EIA Water;Annual Generation of Energy: EIA_Water;the amount of water generated by the eia each year;the annual output of water from the eia;the total amount of water produced by the eia in a year;the yearly production of water by the eia
Annual_Generation_Fuel_AdditivesOxygenates,Annual Generation of Additives Oxygenates;Annual Generation of Fuel: Additives Oxygenates;the amount of additives oxygenates generated each year;the annual output of additives oxygenates;the yearly production of additives oxygenates;the yearly yield of additives oxygenates
Annual_Generation_Fuel_AnthraciteCoal,Annual Generation of Anthracite Coal;Annual Generation of Fuel: EIA_Anthracite Coal;anthracite coal production per year;the amount of anthracite coal produced each year;the annual output of anthracite coal;the yearly yield of anthracite coal
Annual_Generation_Fuel_AviationGasoline,Annual Generation of Aviation Gasoline;Annual Generation of Fuel: Aviation Gasoline;the amount of aviation gasoline produced each year;the annual production of aviation gasoline;the annual yield of aviation gasoline;the yearly output of aviation gasoline
Annual_Generation_Fuel_AviationGasoline_Refinery,"Annual Generation Of Aviation Of Aviation Gasoline By Refineries;Annual Generation of Fuel: Aviation Gasoline, Refinery;annual production of aviation gasoline by refineries;the amount of aviation gasoline produced by refineries each year;the annual output of aviation gasoline from refineries;the number of gallons of aviation gasoline produced by refineries each year"
Annual_Generation_Fuel_Bagasse,Annual Generation of Bagasse;Annual Generation of Fuel: Bagasse;the amount of bagasse produced each year;the annual harvest of bagasse;the annual production of bagasse;the annual yield of bagasse
Annual_Generation_Fuel_BioDiesel,Annual Generation of Biodiesel;Annual Generation of Fuel: Bio Diesel;biodiesel production per year;the annual yield of biodiesel;the yearly production of biodiesel;what is the annual production of biodiesel?
Annual_Generation_Fuel_BioGas,Annual Generation of Biogas;Annual Generation of Fuel: Bio Gas;the amount of biogas produced each year;the annual production of biogas;the annual yield of biogas;the yearly output of biogas
Annual_Generation_Fuel_BioGasoline,Annual Generation Of Bio Gasoline;Annual Generation of Fuel: Bio Gasoline;the amount of bio gasoline produced each year;the amount of bio gasoline produced in a year;the annual production of bio gasoline;the yearly output of bio gasoline
Annual_Generation_Fuel_BituminousCoal,Annual Generation of Bituminous Coal;Annual Generation of Fuel: EIA_Bituminous Coal
Annual_Generation_Fuel_BituminousCoal_Refinery,"Annual Generation of Bituminous Coal in Refinery Industries;Annual Generation of Fuel: EIA_Bituminous Coal, Refinery;the amount of bituminous coal generated by refinery industries each year;the amount of bituminous coal produced by refinery industries in a year;the annual production of bituminous coal by refinery industries;the yearly output of bituminous coal by refinery industries"
Annual_Generation_Fuel_BlastFurnaceGas,Annual Generation of Blast Furnace Gas;Annual Generation of Fuel: Blast Furnace Gas;the amount of blast furnace gas produced each year;the annual output of blast furnace gas;the yearly production of blast furnace gas;the yearly yield of blast furnace gas
Annual_Generation_Fuel_BrownCoal,Annual Generation of Brown Coal;Annual Generation of Fuel: Brown Coal;the amount of brown coal generated each year;the amount of brown coal produced in a year;the annual output of brown coal;the yearly production of brown coal
Annual_Generation_Fuel_Charcoal,Annual Generation of Charcoal;Annual Generation of Fuel: Charcoal;the amount of charcoal produced each year;the annual output of charcoal;the annual yield of charcoal;the yearly production of charcoal
Annual_Generation_Fuel_CokeOvenCoke,Annual Generation of Fuel: Coke Oven Coke;Annual Generation of Oven Coke;the amount of oven coke produced each year;the amount of oven coke produced in a year;the annual output of oven coke;the yearly production of oven coke
Annual_Generation_Fuel_CokeOvenGas,Annual Generation Of Coke Oven Gas;Annual Generation of Fuel: Coke Oven Gas;the amount of coke oven gas produced each year;the amount of coke oven gas produced in one year;the annual production of coke oven gas;the yearly output of coke oven gas
Annual_Generation_Fuel_CokingCoal,Annual Generation of Coking Coal;Annual Generation of Fuel: Coking Coal;annual coking coal output;coking coal production per year;the amount of coking coal produced each year;the yearly generation of coking coal
Annual_Generation_Fuel_CrudeOil,Amount of crude oil generated in a year;Annual Energy Generation From Crude Oil;Annual Generation of Fuel: Crude Oil;Annual crude oil production;Annual energy generation from crude oil;Crude oil production per year;The amount of crude oil produced each year;The annual amount of crude oil generated;The annual crude oil supply;The annual output of crude oil;The yearly total of crude oil production;Yearly crude oil production
Annual_Generation_Fuel_DieselOil,1 The yearly production of diesel oil;Amount of diesel oil generated in a year;Annual Energy Generation From Diesel Oil;Annual Generation of Fuel: Diesel Oil;Annual diesel oil production;Annual energy generation from diesel oil;The amount of diesel oil produced each year;The annual diesel fuel supply;The annual output of diesel oil;The annual production of diesel oil;The yearly total of diesel oil production;amount of diesel oil generated in a year;annual diesel oil production
Annual_Generation_Fuel_DieselOil_Refinery,"Annual Generation of Diesel Oil in Refinery Industries;Annual Generation of Fuel: Diesel Oil, Refinery;diesel oil production in refineries"
Annual_Generation_Fuel_FuelOil,Annual Generation Of Fuel;Annual Generation of Fuel: Fuel Oil;the amount of fuel produced each year;the annual output of fuel;the total amount of fuel produced in one year;the yearly production of fuel
Annual_Generation_Fuel_FuelOil_Refinery,"Annual Generation of Fuel Oil in Refinery;Annual Generation of Fuel: Fuel Oil, Refinery;the amount of fuel oil produced in a refinery each year;the annual output of fuel oil from a refinery;the annual yield of fuel oil from a refinery;the yearly production of fuel oil in a refinery"
Annual_Generation_Fuel_Fuelwood,Annual Generation of Fuel: Fuelwood;Annual Generation of Fuelwood;annual production of firewood;the annual production of fuelwood;the annual yield of firewood;the annual yield of fuelwood
Annual_Generation_Fuel_HardCoal,Annual Generation of Fuel: Hard Coal;Annual Generation of Hard Coal;the amount of hard coal produced each year;the annual production of hard coal;the annual yield of hard coal;the yearly output of hard coal
Annual_Generation_Fuel_Kerosene,Annual Generation of EIA Kerosene;Annual Generation of Fuel: EIA_Kerosene;the amount of kerosene generated by the eia each year;the annual production of kerosene by the eia;the eia's annual kerosene output;the yearly output of kerosene by the eia
Annual_Generation_Fuel_KeroseneJetFuel,Annual Generation Of Kerosene Jet Fuel;Annual Generation of Fuel: Kerosene Jet Fuel;annual production of kerosene jet fuel;the amount of kerosene jet fuel produced in one year;the yearly production of kerosene jet fuel;the yearly yield of kerosene jet fuel
Annual_Generation_Fuel_KeroseneJetFuel_Refinery,"Annual Generation of Fuel: Kerosene Jet Fuel, Refinery;Annual Generation of Kerosene Jet Fuel in Refinery;annual refinery kerosene jet fuel output;kerosene jet fuel production in refinery on an annual basis;kerosene jet fuel production in refinery per year;refinery kerosene jet fuel production per annum"
Annual_Generation_Fuel_Kerosene_Refinery,"Annual Generation of Fuel: EIA_Kerosene, Refinery;Annual Generation of Kerosene From Refineries;kerosene production from refineries;the amount of kerosene produced by refineries each year;the annual output of kerosene from refineries;the yearly generation of kerosene by refineries"
Annual_Generation_Fuel_LigniteCoal,Annual Generation of Electricity by Lignite Coal;Annual Generation of Fuel: Lignite Coal;the amount of electricity generated by lignite coal each year;the amount of electricity produced from lignite coal in a year;the annual production of electricity from lignite coal;the yearly output of electricity from lignite coal
Annual_Generation_Fuel_LiquifiedPetroleumGas,Annual Generation of Fuel: Liquefied Petroleum Gas;Annual Generation of Liquefied Petroleum Gas;the amount of liquefied petroleum gas generated each year;the annual production of liquefied petroleum gas;the annual supply of liquefied petroleum gas;the annual yield of liquefied petroleum gas
Annual_Generation_Fuel_LiquifiedPetroleumGas_PetroleumPlants,"1 the amount of liquefied petroleum gas produced by petroleum plants each year;2 the yearly production of liquefied petroleum gas by petroleum plants;3 the annual output of liquefied petroleum gas from petroleum plants;4 the total amount of liquefied petroleum gas produced by petroleum plants in a year;Annual Generation of Fuel: Liquefied Petroleum Gas, Petroleum Plants;Annual Generation of Liquefied Petroleum Gas By Petroleum Plants"
Annual_Generation_Fuel_LiquifiedPetroleumGas_Refinery,"Annual Generation of Fuel: Liquefied Petroleum Gas, Refinery;Annual Net Generation of Liquefied Petroleum Gas in Refinery;the amount of liquefied petroleum gas produced by a refinery in one year;the annual output of liquefied petroleum gas from a refinery;the annual yield of liquefied petroleum gas from a refinery;the total amount of liquefied petroleum gas produced by a refinery in a 12-month period"
Annual_Generation_Fuel_Lubricants,Annual Generation of Fuel: Lubricants;Annual Generation of Lubricants;the amount of lubricants produced each year;the number of lubricants produced each year;the yearly number of lubricants produced;the yearly production of lubricants
Annual_Generation_Fuel_Lubricants_Refinery,"Annual Generation of Fuel Lubricants Refineries;Annual Generation of Fuel: Lubricants, Refinery;the amount of fuel lubricants produced by refineries each year;the annual output of fuel lubricants from refineries;the annual production of fuel lubricants by refineries;the total amount of fuel lubricants produced by refineries in a year"
Annual_Generation_Fuel_MotorGasoline,Annual Generation of Fuel: Motor Gasoline;Annual Generation of Motor Gasoline;the annual production of gasoline;the annual yield of gasoline;the yearly generation of gasoline
Annual_Generation_Fuel_MotorGasoline_Refinery,"Annual Generation of Fuel: Motor Gasoline, Refinery"
Annual_Generation_Fuel_MunicipalWaste,Annual Generation of Fuel: Municipal Waste;Annual Generation of Municipal Waste;the amount of trash produced by a city each year;the annual sum of waste produced by a city;the total amount of garbage that a city produces in a year;the yearly output of trash from a city
Annual_Generation_Fuel_Naphtha,Annual Generation of Fuel: Naphtha;Annual Generation of Naphtha;the amount of naphtha produced each year;the annual production of naphtha;the yearly output of naphtha;the yearly yield of naphtha
Annual_Generation_Fuel_Naphtha_Refinery,"Annual Generation of Fuel: Naphtha, Refinery;Annual Generation of Naphtha In Refinery;the amount of naphtha produced by a refinery each year;the amount of naphtha that a refinery produces in a year;the annual output of naphtha from a refinery;the yearly production of naphtha by a refinery"
Annual_Generation_Fuel_NaturalGas,Annual Generation of Fuel: Natural Gas;Annual Generation of Natural Gases
Annual_Generation_Fuel_NaturalGasLiquids,Annual Generation of Fuel: Natural Gas Liquids;Annual Generation of Natural Gas Liquids;the amount of natural gas liquids produced each year;the annual output of natural gas liquids;the annual yield of natural gas liquids;the yearly production of natural gas liquids
Annual_Generation_Fuel_Nuclear,Amount of nuclear fuel generated in a year;Annual Energy Generation From Nuclear Fuel;Annual Generation of Fuel: Nuclear;Annual energy generation from nuclear fuel;Annual nuclear fuel production;The amount of nuclear fuel generated annually;The amount of nuclear fuel produced each year;The annual amount of nuclear fuel produced;The annual output of nuclear fuel;The annual production of nuclear fuel;The total amount of nuclear fuel produced in a year;The yearly total of nuclear fuel generation;amount of nuclear fuel generated in a year
Annual_Generation_Fuel_OtherBituminousCoal,Annual Generation of Fuel: UN_Other Bituminous Coal
Annual_Generation_Fuel_OtherOilProducts,Annual Generation of Fuel: UN_Other Oil Products;Annual Generation of Other Oil Products;the amount of other oil products generated each year;the yearly production of other oil products;the yearly yield of other oil products;what is the annual production of oil products other than crude oil?
Annual_Generation_Fuel_OtherOilProducts_Refinery,"Annual Generation Of Other Oil Products By Refinery Industries;Annual Generation of Fuel: UN_Other Oil Products, Refinery;the amount of other oil products produced by refinery industries each year;the annual output of other oil products by refinery industries;the number of other oil products produced by refinery industries each year;the yearly production of other oil products by refinery industries"
Annual_Generation_Fuel_ParaffinWaxes,Annual Generation Of Paraffin Waxes;Annual Generation of Fuel: Paraffin Waxes;the amount of paraffin wax produced each year;the amount of paraffin wax that is produced each year;the annual production of paraffin wax;the yearly yield of paraffin wax
Annual_Generation_Fuel_ParaffinWaxes_Refinery,"Annual Generation of Fuel: Paraffin Waxes, Refinery;Annual Generation of Paraffin Waxes Refinery;Annual Generation of Refinery Paraffin Waxes;annual paraffin wax production by refineries;annual paraffin wax production from refineries;paraffin wax production by refineries;refinery paraffin wax production"
Annual_Generation_Fuel_PetroleumCoke,Annual Generation of Fuel: Petroleum Coke
Annual_Generation_Fuel_PetroleumCoke_Refinery,"Annual Generation of Fuel: Petroleum Coke, Refinery;Annual Generation of Petroleum Coke;the amount of petroleum coke produced each year;the annual output of petroleum coke;the annual yield of petroleum coke;the yearly production of petroleum coke"
Annual_Generation_Fuel_RefineryFeedstocks,Annual Generation of Fuel: Refinery Feedstocks;Annual Generation of Refinery Feedstocks;the amount of refinery feedstocks generated each year;the amount of refinery feedstocks produced in a year;the annual output of refinery feedstocks;the yearly production of refinery feedstocks
Annual_Generation_Fuel_RefineryGas,Annual Generation of Fuel: Refinery Gas;Annual Generation of Refinery Gas
Annual_Generation_Fuel_RefineryGas_Refinery,"Annual Generation of Fuel: Refinery Gas, Refinery"
Annual_Generation_Fuel_VegetalWaste,Annual Generation of Fuel: Vegetal Waste;Annual Generation of Vegetal Waste;the annual production of vegetable waste;the annual vegetable waste output;the yearly generation of vegetable waste
Annual_Generation_Fuel_WhiteSpirit,Annual Generation of Fuel: White Spirit;Annual Generation of White Spirit;the amount of white spirit produced each year;the amount of white spirit produced in a year;the annual output of white spirit;the yearly production of white spirit
Annual_Generation_Fuel_WhiteSpirit_Refinery,"Annual Generation of Fuel: White Spirit, Refinery;Annual Generation of White Spirit in Refinery;the amount of white spirit produced by a refinery in a year;the annual output of white spirit from a refinery;the yearly yield of white spirit from a refinery;white spirit production in a refinery per year"
Annual_Imports_Electricity,Annual Imports of Electricity;electricity imported each year;the amount of electricity imported each year;the annual amount of electricity imported;the yearly amount of electricity imported
Annual_Imports_Fuel_AnthraciteCoal,Annual Imports of Anthracite Coal;Annual Imports of Fuel: EIA_Anthracite Coal;the amount of anthracite coal that is imported each year;the annual quantity of anthracite coal that is brought in from other countries;the yearly amount of anthracite coal that is brought into the country;the yearly number of tons of anthracite coal that are brought in from other countries
Annual_Imports_Fuel_AviationGasoline,Annual Imports of Aviation Gasoline;Annual Imports of Fuel: Aviation Gasoline;the amount of aviation gasoline imported each year;the annual amount of aviation gasoline that is brought into the country;the total amount of aviation gasoline that is brought into the country in a year;the yearly amount of aviation gasoline imported
Annual_Imports_Fuel_BituminousCoal,Annual Imports of Bituminous Coal;Annual Imports of Fuel: EIA_Bituminous Coal;the amount of bituminous coal that the united states imports each year;the number of tons of bituminous coal that the us brings in each year;the yearly quantity of bituminous coal that the us brings in from other countries;the yearly volume of bituminous coal that the us imports
Annual_Imports_Fuel_BrownCoal,Annual Imports of Brown Coal;Annual Imports of Fuel: Brown Coal;annual imports of brown coal;brown coal imports per year;the amount of brown coal imported each year;the annual quantity of brown coal imported
Annual_Imports_Fuel_Charcoal,Annual Imports of Charcoal;Annual Imports of Fuel: Charcoal;the amount of charcoal imported each year;the annual amount of charcoal that is brought into the country from other countries;the annual quantity of charcoal brought into the country;the yearly amount of charcoal brought in from other countries
Annual_Imports_Fuel_CokeOvenCoke,Annual Imports of Coke Oven Coke;Annual Imports of Fuel: Coke Oven Coke;the amount of coke oven coke imported annually;the annual figure for coke oven coke imports;the annual rate of coke oven coke imports;the yearly volume of coke oven coke imports
Annual_Imports_Fuel_CokingCoal,Annual Coking Coal Imports;Annual Imports of Fuel: Coking Coal;the amount of coking coal imported each year;the amount of coking coal that is imported each year;the annual quantity of coking coal that is imported;the yearly volume of coking coal that is imported
Annual_Imports_Fuel_CrudeOil,Annual Imports of Fuel: Crude Oil;Yearly Crude Oil Imports;the amount of crude oil the us imports each year;the annual amount of crude oil the us imports;the us's yearly crude oil imports;the yearly amount of crude oil the us imports
Annual_Imports_Fuel_DieselOil,Annual Imports of Diesel Oil;Annual Imports of Fuel: Diesel Oil;the amount of diesel oil that the us imports each year;the annual rate of diesel oil imports;the annual volume of diesel oil imports;the yearly amount of diesel oil imported
Annual_Imports_Fuel_FuelOil,Annual Imports of Fuel Oil;Annual Imports of Fuel: Fuel Oil;the amount of fuel oil that the united states imports each year;the amount of fuel oil the us imports each year;the annual fuel oil imports of the us;the us's annual fuel oil imports
Annual_Imports_Fuel_Fuelwood,Annual Imports of Fuel: Fuelwood;Annual Imports of Fuelwood;the amount of fuelwood imported each year;the annual figure for fuelwood imports;the yearly amount of fuelwood imported;the yearly total of fuelwood imports
Annual_Imports_Fuel_HardCoal,Annual Imports of Fuel: Hard Coal;Annual Imports of Hard Coal;the amount of hard coal that is imported each year;the annual volume of hard coal that is brought in from other countries;the number of tons of hard coal that are imported each year;the yearly amount of hard coal that is brought into the country
Annual_Imports_Fuel_Kerosene,Annual Imports Of Kerosene;Annual Imports of Fuel: EIA_Kerosene;how much kerosene does the us import annually?;how much kerosene does the us import each year?;what is the annual amount of kerosene the us imports?;what is the us's annual kerosene import?
Annual_Imports_Fuel_KeroseneJetFuel,Annual Imports of Fuel: Kerosene Jet Fuel;Annual Imports of Kerosene Jet Fuel;the amount of kerosene jet fuel imported each year;the annual sum of kerosene jet fuel imported from other countries;the total amount of kerosene jet fuel imported annually;the yearly amount of kerosene jet fuel brought in from other countries
Annual_Imports_Fuel_LiquifiedPetroleumGas,Annual Imports of Fuel: Liquefied Petroleum Gas;Annual Imports of Liquified Petroleum Gas;how much liquified petroleum gas does the us bring in each year?;how much liquified petroleum gas does the us import each year?;what is the annual amount of liquified petroleum gas that the us imports?;what is the total amount of liquified petroleum gas that the us imports each year?
Annual_Imports_Fuel_Lubricants,Annual Imports of Fuel: Lubricants;Annual Imports of Lubricants;the amount of lubricants imported each year;the annual amount of lubricants imported;the annual sum of lubricants imported;the yearly amount of lubricants brought into the country
Annual_Imports_Fuel_MotorGasoline,Annual Imports of Fuel: Motor Gasoline;the annual figure for motor gasoline that is transferred to foreign countries;the yearly quantity of motor gasoline that is transferred to other nations
Annual_Imports_Fuel_Naphtha,Annual Imports of Fuel: Naphtha;Annual Imports of Naphtha;the amount of naphtha that the us imports each year;the amount of naphtha the us imports each year;the annual naphtha imports of the us;the us's annual naphtha imports
Annual_Imports_Fuel_NaturalGas,Annual Imports Of Natural Gas;Annual Imports of Fuel: Natural Gas;the amount of natural gas the us imports each year;the annual quantity of natural gas the us receives from other countries;the yearly total of natural gas the us imports from other nations;the yearly volume of natural gas the us acquires from other countries
Annual_Imports_Fuel_OtherBituminousCoal,Annual Imports of Fuel: UN_Other Bituminous Coal;Annual Imports of Other UN Bituminous Coal;the amount of bituminous coal imported by the un each year;the annual amount of bituminous coal that the un imports;the annual figure for bituminous coal imported by the un;the quantity of bituminous coal that the un imports each year
Annual_Imports_Fuel_OtherOilProducts,Annual Imports of Fuel: UN_Other Oil Products;Annual Imports of Other Oil Products;the amount of other oil products imported each year;the annual quantity of other oil products imported;the annual volume of other oil products imported;the yearly amount of other oil products imported
Annual_Imports_Fuel_ParaffinWaxes,Annual Imports Of Paraffin Waxes;Annual Imports of Fuel: Paraffin Waxes;how much paraffin wax does the us import each year?;what is the annual amount of paraffin wax that the us imports?;what is the quantity of paraffin wax that the us imports each year?;what is the total annual import of paraffin wax by the us?
Annual_Imports_Fuel_PetroleumCoke,Annual Imports of Fuel: Petroleum Coke;Annual Income of Petroleum Coke Fuel;how much money does petroleum coke fuel make in a year?;what is the annual income of petroleum coke fuel?;what is the annual revenue of petroleum coke fuel?;what is the yearly profit of petroleum coke fuel?
Annual_Imports_Fuel_WhiteSpirit,Annual Imports of Fuel: White Spirit;Annual Imports of White Spirit;the amount of white spirit imported annually;the annual white spirit import total;the yearly amount of white spirit imported;white spirit imports each year
Annual_Loss_Electricity,Annual Loss of Electricity;annual electricity leakage;annual electricity loss;electricity loss per year;how much electricity is lost each year
Annual_Loss_Energy_Heat,Annual Loss of Energy: Heat;Annual Loss of Heat;annual heat loss;heat loss over a year;heat loss per year;yearly heat loss
Annual_Loss_Fuel_NaturalGas,Annual Loss Of Natural Gas;Annual Loss of Fuel: Natural Gas;annual natural gas leakage;annual natural gas loss;natural gas loss over the course of a year;natural gas loss per year
Annual_Loss_Fuel_NaturalGas_GasLostFlaredAndVented,"Annual Loss of Fuel: Natural Gas, Gas Lost Flared And Vented;Annual Loss of Natural Gas, Lost Flared and Vented;annual natural gas loss due to flaring and venting;annual natural gas loss from flaring and venting;annual natural gas loss from flaring and venting activities;annual natural gas loss from flaring and venting operations"
Annual_ProductReclassification_Fuel_DieselOil,Annual Product Reclassification of Diesel Oil;Annual Product Reclassification of Fuel: Diesel Oil;annual diesel oil reclassification;annual review of diesel oil classification;diesel oil reclassification on an annual basis;reclassification of diesel oil every year
Annual_ProductReclassification_Fuel_FuelOil,Annual Product Reclassification of Fuel Oil;Annual Product Reclassification of Fuel: Fuel Oil;annual review of fuel oil product classifications;annual revision of fuel oil product codes;annual update of fuel oil product categories;reclassification of fuel oil products on an annual basis
Annual_ProductReclassification_Fuel_Kerosene,Annual Product Reclassification of Fuel: EIA_Kerosene;Annual Product Reclassification of Kerosene;annual kerosene reclassification;kerosene reclassification every year;kerosene reclassification on a yearly basis;reclassification of kerosene on an annual basis
Annual_ProductReclassification_Fuel_KeroseneJetFuel,1 reclassification of kerosene jet fuel for each year;3 yearly adjustment to the classification of kerosene jet fuel;Annual Product Reclassification Of Kerosene Jet Fuel;Annual Product Reclassification of Fuel: Kerosene Jet Fuel;changing the classification of kerosene jet fuel every year;reclassifying kerosene jet fuel annually
Annual_ProductReclassification_Fuel_MotorGasoline,Annual Product Reclassification of Fuel: Motor Gasoline;Annual Product Reclassification of Motor Gasoline;annual review of motor gasoline classifications;annual update of motor gasoline classifications;recategorization of motor gasoline on a yearly basis;reclassification of motor gasoline on an annual basis
Annual_ProductReclassification_Fuel_OtherOilProducts,Annual Product Reclassification of Fuel: UN_Other Oil Products;Annual Product Reclassification of Other Oil Products;annual reclassification of oil products;annual review of oil product classifications;reclassification of oil products each year;reclassification of other oil products on an annual basis
Annual_ProductReclassification_Fuel_RefineryFeedstocks,1 the annual reclassification of fuel refinery feedstocks;2 the annual change in the way fuel refinery feedstocks are classified;3 the annual update to the way fuel refinery feedstocks are classified;Annual Product Reclassification of Fuel: Refinery Feedstocks;the annual reclassification of fuel refinery feedstocks
Annual_Receipt_Fuel_ForElectricityGeneration_BituminousCoal,"Annual Receipts of Bituminous Coal by Electricity Plants;Receipts of fossil fuels by electricity plants (Btu), bituminous coal, all sectors, annual;the amount of bituminous coal received by electricity plants each year;the annual sum of bituminous coal received by electricity plants;the annual sum of bituminous coal that electricity plants receive;the annual total of bituminous coal received by electricity plants"
Annual_Receipt_Fuel_ForElectricityGeneration_Coal,"Annual Receipts of Coal For Electricity Generation in All Sectors;Receipts of fossil fuels by electricity plants (Btu), coal, all sectors, annual;the amount of money that coal companies receive each year from selling coal to generate electricity in all sectors;the annual income from coal sales for electricity generation in all sectors;the total annual receipts from coal sales for electricity generation in all sectors;the total annual revenue from coal sales for electricity generation in all sectors"
Annual_Receipt_Fuel_ForElectricityGeneration_Coal_ElectricPower,"Annual Receipts of Coal For Electricity Generation by Electric Power;Receipts of fossil fuels by electricity plants, coal, electric power (total), annual;coal receipts for electricity generation by electric power companies each year;the annual income of electric power companies from coal sales for electricity generation;the annual revenue of electric power companies from coal sales for electricity generation;the yearly income from coal sales for electricity generation"
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas,"Annual Receipts of Natural Gas in All Sectors;Receipts of fossil fuels by electricity plants (Btu), natural gas, all sectors, annual;all sectors' natural gas receipts;natural gas receipts for all sectors;the annual receipts of natural gas by all sectors;total natural gas receipts in all sectors"
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_ElectricPower,"Annual Receipts of Natural Gas in Electric Power;Receipts of fossil fuels by electricity plants (Btu), natural gas, electric power (total), annual;annual natural gas receipts for electric power"
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_ElectricUtility,"Annual Receipts of Natural Gas in Electricity Plants;Receipts of fossil fuels by electricity plants (Btu), natural gas, electric utility, annual;the total amount of natural gas that electricity plants receive in one year"
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_ElectricUtilityNonCogen,"Annual Receipts of Natural Gas by electricity plants;Receipts of fossil fuels by electricity plants (Btu), natural gas, electric utility non-cogen, annual;the annual receipts of natural gas by electricity plants"
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_IndependentPowerProducers,"2 the annual income of independent power producers from natural gas;Annual Receipts Of Natural Gas in Independent Power Producers;Receipts of fossil fuels by electricity plants (Btu), natural gas, independent power producers (total), annual;how much natural gas do independent power producers receive annually?;how much natural gas do independent power producers receive each year?;what are the annual receipts of natural gas for independent power producers?"
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_Industrial,"Annual Receipts of Natural gas in All Industrial;Receipts of fossil fuels by electricity plants (Btu), natural gas, all industrial (total), annual;annual natural gas receipts in all industrial sectors;the annual sum of natural gas received by all industries;the total annual natural gas receipts of all industrial sectors"
Annual_Receipt_Fuel_ForElectricityGeneration_NaturalGas_IndustrialCogen,"Annual Receipts of Natural Gas by Electricity Plants in Industrial Cogen;Receipts of fossil fuels by electricity plants (Btu), natural gas, industrial cogen, annual;the amount of natural gas received by electricity plants in industrial cogeneration each year;the annual amount of natural gas received by electricity plants in industrial cogeneration;the annual receipts of natural gas by electricity plants in industrial cogeneration;the yearly amount of natural gas received by electricity plants in industrial cogeneration"
Annual_Receipt_Fuel_ForElectricityGeneration_PetroleumLiquids,"Annual Receipts of Petroleum Liquids by Electricity Plants;Receipts of fossil fuels by electricity plants (Btu), petroleum liquids, all sectors, annual;annual petroleum liquids receipts by electricity plants;electricity plants' annual receipts of petroleum liquids"
Annual_Receipt_Fuel_ForElectricityGeneration_PetroleumLiquids_ElectricPower,"Receipts of fossil fuels by electricity plants (Btu), petroleum liquids, electric power (total), annual;Total Annual Receipts of petroleum liquids by electricity plants;the annual sum of petroleum liquids received by electricity plants;the total amount of petroleum liquids received by electricity plants each year;the total amount of petroleum liquids that electricity plants receive each year;total petroleum liquids received by electricity plants each year"
Annual_Receipt_Fuel_ForElectricityGeneration_PetroleumLiquids_ElectricUtility,"Annual Receipts Of Petroleum Liquids In Electricity Plants;Receipts of fossil fuels by electricity plants (Btu), petroleum liquids, electric utility, annual;the amount of petroleum liquids received by electricity plants each year;the annual amount of petroleum liquids that electricity plants receive;the annual sum of petroleum liquids that electricity plants receive;the yearly sum of petroleum liquids that electricity plants receive"
Annual_Receipt_Fuel_ForElectricityGeneration_SubbituminousCoal,"Annual Receipts Of Sub Bituminous Coal For Electricity Generation;Receipts of fossil fuels by electricity plants (Btu), subbituminous coal, all sectors, annual;the amount of money received for subbituminous coal used to generate electricity each year;the annual income from subbituminous coal used to generate electricity;the annual revenue from sub bituminous coal used for electricity generation;the total amount of money paid for subbituminous coal used to generate electricity in a year"
