sentence,dcid
sdg 14 3,dc/topic/sdg_14.3
sdg 14 3 1,dc/topic/sdg_14.3.1
sdg 14 4,dc/topic/sdg_14.4
sdg 14 4 1,dc/topic/sdg_14.4.1
sdg 14 5,dc/topic/sdg_14.5
sdg 14 5 1,dc/topic/sdg_14.5.1
sdg 14 6,dc/topic/sdg_14.6
sdg 14 6 1,dc/topic/sdg_14.6.1
sdg 14 7,dc/topic/sdg_14.7
sdg 14 7 1,dc/topic/sdg_14.7.1
sdg 14 a,dc/topic/sdg_14.a
sdg 14 a 1,dc/topic/sdg_14.a.1
sdg 14 b,dc/topic/sdg_14.b
sdg 14 b 1,dc/topic/sdg_14.b.1
sdg 14 c,dc/topic/sdg_14.c
sdg 14 c 1,dc/topic/sdg_14.c.1
sdg 14.1,dc/topic/sdg_14.1
sdg 14.1.1,dc/topic/sdg_14.1.1
sdg 14.2,dc/topic/sdg_14.2
sdg 14.2.1,dc/topic/sdg_14.2.1
sdg 14.3,dc/topic/sdg_14.3
sdg 14.3.1,dc/topic/sdg_14.3.1
sdg 14.4,dc/topic/sdg_14.4
sdg 14.4.1,dc/topic/sdg_14.4.1
sdg 14.5,dc/topic/sdg_14.5
sdg 14.5.1,dc/topic/sdg_14.5.1
sdg 14.6,dc/topic/sdg_14.6
sdg 14.6.1,dc/topic/sdg_14.6.1
sdg 14.7,dc/topic/sdg_14.7
sdg 14.7.1,dc/topic/sdg_14.7.1
sdg 14.a,dc/topic/sdg_14.a
sdg 14.a.1,dc/topic/sdg_14.a.1
sdg 14.b,dc/topic/sdg_14.b
sdg 14.b.1,dc/topic/sdg_14.b.1
sdg 14.c,dc/topic/sdg_14.c
sdg 14.c.1,dc/topic/sdg_14.c.1
sdg 141,dc/topic/sdg_1.4.1;dc/topic/sdg_14.1
sdg 1411,dc/topic/sdg_14.1.1
sdg 142,dc/topic/sdg_1.4.2;dc/topic/sdg_14.2
sdg 1421,dc/topic/sdg_14.2.1
sdg 143,dc/topic/sdg_14.3
sdg 1431,dc/topic/sdg_14.3.1
sdg 144,dc/topic/sdg_14.4
sdg 1441,dc/topic/sdg_14.4.1
sdg 145,dc/topic/sdg_14.5
sdg 1451,dc/topic/sdg_14.5.1
sdg 146,dc/topic/sdg_14.6
sdg 1461,dc/topic/sdg_14.6.1
sdg 147,dc/topic/sdg_14.7
sdg 1471,dc/topic/sdg_14.7.1
sdg 14a,dc/topic/sdg_14.a
sdg 14a1,dc/topic/sdg_14.a.1
sdg 14b,dc/topic/sdg_14.b
sdg 14b1,dc/topic/sdg_14.b.1
sdg 14c,dc/topic/sdg_14.c
sdg 14c1,dc/topic/sdg_14.c.1
sdg 15,dc/topic/sdg_1.5;dc/topic/sdg_15
sdg 15 1,dc/topic/sdg_15.1
sdg 15 1 1,dc/topic/sdg_15.1.1
sdg 15 1 2,dc/topic/sdg_15.1.2
sdg 15 2,dc/topic/sdg_15.2
sdg 15 2 1,dc/topic/sdg_15.2.1
sdg 15 3,dc/topic/sdg_15.3
sdg 15 3 1,dc/topic/sdg_15.3.1
sdg 15 4,dc/topic/sdg_15.4
sdg 15 4 1,dc/topic/sdg_15.4.1
sdg 15 4 2,dc/topic/sdg_15.4.2
sdg 15 5,dc/topic/sdg_15.5
sdg 15 5 1,dc/topic/sdg_15.5.1
sdg 15 6,dc/topic/sdg_15.6
sdg 15 6 1,dc/topic/sdg_15.6.1
sdg 15 8,dc/topic/sdg_15.8
sdg 15 8 1,dc/topic/sdg_15.8.1
sdg 15 9,dc/topic/sdg_15.9
sdg 15 9 1,dc/topic/sdg_15.9.1
sdg 15 a,dc/topic/sdg_15.a
sdg 15 a 1,dc/topic/sdg_15.a.1
sdg 15 b,dc/topic/sdg_15.b
sdg 15 b 1,dc/topic/sdg_15.b.1
sdg 15.1,dc/topic/sdg_15.1
sdg 15.1.1,dc/topic/sdg_15.1.1
sdg 15.1.2,dc/topic/sdg_15.1.2
sdg 15.2,dc/topic/sdg_15.2
sdg 15.2.1,dc/topic/sdg_15.2.1
sdg 15.3,dc/topic/sdg_15.3
sdg 15.3.1,dc/topic/sdg_15.3.1
sdg 15.4,dc/topic/sdg_15.4
sdg 15.4.1,dc/topic/sdg_15.4.1
sdg 15.4.2,dc/topic/sdg_15.4.2
sdg 15.5,dc/topic/sdg_15.5
sdg 15.5.1,dc/topic/sdg_15.5.1
sdg 15.6,dc/topic/sdg_15.6
sdg 15.6.1,dc/topic/sdg_15.6.1
sdg 15.8,dc/topic/sdg_15.8
sdg 15.8.1,dc/topic/sdg_15.8.1
sdg 15.9,dc/topic/sdg_15.9
sdg 15.9.1,dc/topic/sdg_15.9.1
sdg 15.a,dc/topic/sdg_15.a
sdg 15.a.1,dc/topic/sdg_15.a.1
sdg 15.b,dc/topic/sdg_15.b
sdg 15.b.1,dc/topic/sdg_15.b.1
sdg 151,dc/topic/sdg_1.5.1;dc/topic/sdg_15.1
sdg 1511,dc/topic/sdg_15.1.1
sdg 1512,dc/topic/sdg_15.1.2
sdg 152,dc/topic/sdg_1.5.2;dc/topic/sdg_15.2
sdg 1521,dc/topic/sdg_15.2.1
sdg 153,dc/topic/sdg_1.5.3;dc/topic/sdg_15.3
sdg 1531,dc/topic/sdg_15.3.1
sdg 154,dc/topic/sdg_1.5.4;dc/topic/sdg_15.4
sdg 1541,dc/topic/sdg_15.4.1
sdg 1542,dc/topic/sdg_15.4.2
sdg 155,dc/topic/sdg_15.5
sdg 1551,dc/topic/sdg_15.5.1
sdg 156,dc/topic/sdg_15.6
sdg 1561,dc/topic/sdg_15.6.1
sdg 158,dc/topic/sdg_15.8
sdg 1581,dc/topic/sdg_15.8.1
sdg 159,dc/topic/sdg_15.9
sdg 1591,dc/topic/sdg_15.9.1
sdg 15a,dc/topic/sdg_15.a
sdg 15a1,dc/topic/sdg_15.a.1
sdg 15b,dc/topic/sdg_15.b
sdg 15b1,dc/topic/sdg_15.b.1
sdg 16,dc/topic/sdg_16
sdg 16 1,dc/topic/sdg_16.1
sdg 16 1 1,dc/topic/sdg_16.1.1
sdg 16 1 2,dc/topic/sdg_16.1.2
sdg 16 1 3,dc/topic/sdg_16.1.3
sdg 16 1 4,dc/topic/sdg_16.1.4
sdg 16 10,dc/topic/sdg_16.10
sdg 16 10 1,dc/topic/sdg_16.10.1
sdg 16 10 2,dc/topic/sdg_16.10.2
sdg 16 2,dc/topic/sdg_16.2
sdg 16 2 1,dc/topic/sdg_16.2.1
sdg 16 2 2,dc/topic/sdg_16.2.2
sdg 16 2 3,dc/topic/sdg_16.2.3
sdg 16 3,dc/topic/sdg_16.3
sdg 16 3 1,dc/topic/sdg_16.3.1
sdg 16 3 2,dc/topic/sdg_16.3.2
sdg 16 3 3,dc/topic/sdg_16.3.3
sdg 16 4,dc/topic/sdg_16.4
sdg 16 4 1,dc/topic/sdg_16.4.1
sdg 16 4 2,dc/topic/sdg_16.4.2
sdg 16 5,dc/topic/sdg_16.5
sdg 16 5 1,dc/topic/sdg_16.5.1
sdg 16 5 2,dc/topic/sdg_16.5.2
sdg 16 6,dc/topic/sdg_16.6
sdg 16 6 1,dc/topic/sdg_16.6.1
sdg 16 6 2,dc/topic/sdg_16.6.2
sdg 16 7,dc/topic/sdg_16.7
sdg 16 7 1,dc/topic/sdg_16.7.1
sdg 16 7 2,dc/topic/sdg_16.7.2
sdg 16 8,dc/topic/sdg_16.8
sdg 16 8 1,dc/topic/sdg_16.8.1
sdg 16 9,dc/topic/sdg_16.9
sdg 16 9 1,dc/topic/sdg_16.9.1
sdg 16 a,dc/topic/sdg_16.a
sdg 16 a 1,dc/topic/sdg_16.a.1
sdg 16 b,dc/topic/sdg_16.b
sdg 16 b 1,dc/topic/sdg_16.b.1
sdg 16.1,dc/topic/sdg_16.1
sdg 16.1.1,dc/topic/sdg_16.1.1
sdg 16.1.2,dc/topic/sdg_16.1.2
sdg 16.1.3,dc/topic/sdg_16.1.3
sdg 16.1.4,dc/topic/sdg_16.1.4
sdg 16.10,dc/topic/sdg_16.10
sdg 16.10.1,dc/topic/sdg_16.10.1
sdg 16.10.2,dc/topic/sdg_16.10.2
sdg 16.2,dc/topic/sdg_16.2
sdg 16.2.1,dc/topic/sdg_16.2.1
sdg 16.2.2,dc/topic/sdg_16.2.2
sdg 16.2.3,dc/topic/sdg_16.2.3
sdg 16.3,dc/topic/sdg_16.3
sdg 16.3.1,dc/topic/sdg_16.3.1
sdg 16.3.2,dc/topic/sdg_16.3.2
sdg 16.3.3,dc/topic/sdg_16.3.3
sdg 16.4,dc/topic/sdg_16.4
sdg 16.4.1,dc/topic/sdg_16.4.1
sdg 16.4.2,dc/topic/sdg_16.4.2
sdg 16.5,dc/topic/sdg_16.5
sdg 16.5.1,dc/topic/sdg_16.5.1
sdg 16.5.2,dc/topic/sdg_16.5.2
sdg 16.6,dc/topic/sdg_16.6
sdg 16.6.1,dc/topic/sdg_16.6.1
sdg 16.6.2,dc/topic/sdg_16.6.2
sdg 16.7,dc/topic/sdg_16.7
sdg 16.7.1,dc/topic/sdg_16.7.1
sdg 16.7.2,dc/topic/sdg_16.7.2
sdg 16.8,dc/topic/sdg_16.8
sdg 16.8.1,dc/topic/sdg_16.8.1
sdg 16.9,dc/topic/sdg_16.9
sdg 16.9.1,dc/topic/sdg_16.9.1
sdg 16.a,dc/topic/sdg_16.a
sdg 16.a.1,dc/topic/sdg_16.a.1
sdg 16.b,dc/topic/sdg_16.b
sdg 16.b.1,dc/topic/sdg_16.b.1
sdg 161,dc/topic/sdg_16.1
sdg 1610,dc/topic/sdg_16.10
sdg 16101,dc/topic/sdg_16.10.1
sdg 16102,dc/topic/sdg_16.10.2
sdg 1611,dc/topic/sdg_16.1.1
sdg 1612,dc/topic/sdg_16.1.2
sdg 1613,dc/topic/sdg_16.1.3
sdg 1614,dc/topic/sdg_16.1.4
sdg 162,dc/topic/sdg_16.2
sdg 1621,dc/topic/sdg_16.2.1
sdg 1622,dc/topic/sdg_16.2.2
sdg 1623,dc/topic/sdg_16.2.3
sdg 163,dc/topic/sdg_16.3
sdg 1631,dc/topic/sdg_16.3.1
sdg 1632,dc/topic/sdg_16.3.2
sdg 1633,dc/topic/sdg_16.3.3
sdg 164,dc/topic/sdg_16.4
sdg 1641,dc/topic/sdg_16.4.1
sdg 1642,dc/topic/sdg_16.4.2
sdg 165,dc/topic/sdg_16.5
sdg 1651,dc/topic/sdg_16.5.1
sdg 1652,dc/topic/sdg_16.5.2
sdg 166,dc/topic/sdg_16.6
sdg 1661,dc/topic/sdg_16.6.1
sdg 1662,dc/topic/sdg_16.6.2
sdg 167,dc/topic/sdg_16.7
sdg 1671,dc/topic/sdg_16.7.1
sdg 1672,dc/topic/sdg_16.7.2
sdg 168,dc/topic/sdg_16.8
sdg 1681,dc/topic/sdg_16.8.1
sdg 169,dc/topic/sdg_16.9
sdg 1691,dc/topic/sdg_16.9.1
sdg 16a,dc/topic/sdg_16.a
sdg 16a1,dc/topic/sdg_16.a.1
sdg 16b,dc/topic/sdg_16.b
sdg 16b1,dc/topic/sdg_16.b.1
sdg 17,dc/topic/sdg_17
sdg 17 1,dc/topic/sdg_17.1
sdg 17 1 1,dc/topic/sdg_17.1.1
sdg 17 1 2,dc/topic/sdg_17.1.2
sdg 17 10,dc/topic/sdg_17.10
sdg 17 10 1,dc/topic/sdg_17.10.1
sdg 17 11,dc/topic/sdg_17.11
sdg 17 12,dc/topic/sdg_17.12
sdg 17 12 1,dc/topic/sdg_17.12.1
sdg 17 13,dc/topic/sdg_17.13
sdg 17 13 1,dc/topic/sdg_17.13.1
sdg 17 14,dc/topic/sdg_17.14
sdg 17 14 1,dc/topic/sdg_17.14.1
sdg 17 15,dc/topic/sdg_17.15
sdg 17 15 1,dc/topic/sdg_17.15.1
sdg 17 16,dc/topic/sdg_17.16
sdg 17 16 1,dc/topic/sdg_17.16.1
sdg 17 17,dc/topic/sdg_17.17
sdg 17 17 1,dc/topic/sdg_17.17.1
sdg 17 18,dc/topic/sdg_17.18
sdg 17 18 1,dc/topic/sdg_17.18.1
sdg 17 18 2,dc/topic/sdg_17.18.2
sdg 17 18 3,dc/topic/sdg_17.18.3
sdg 17 19,dc/topic/sdg_17.19
sdg 17 19 1,dc/topic/sdg_17.19.1
sdg 17 19 2,dc/topic/sdg_17.19.2
sdg 17 2,dc/topic/sdg_17.2
sdg 17 2 1,dc/topic/sdg_17.2.1
sdg 17 3,dc/topic/sdg_17.3
sdg 17 3 1,dc/topic/sdg_17.3.1
sdg 17 3 2,dc/topic/sdg_17.3.2
sdg 17 4,dc/topic/sdg_17.4
sdg 17 4 1,dc/topic/sdg_17.4.1
sdg 17 5,dc/topic/sdg_17.5
sdg 17 5 1,dc/topic/sdg_17.5.1
sdg 17 6,dc/topic/sdg_17.6
sdg 17 6 1,dc/topic/sdg_17.6.1
sdg 17 7,dc/topic/sdg_17.7
sdg 17 7 1,dc/topic/sdg_17.7.1
sdg 17 8,dc/topic/sdg_17.8
sdg 17 8 1,dc/topic/sdg_17.8.1
sdg 17 9,dc/topic/sdg_17.9
sdg 17 9 1,dc/topic/sdg_17.9.1
sdg 17.1,dc/topic/sdg_17.1
sdg 17.1.1,dc/topic/sdg_17.1.1
sdg 17.1.2,dc/topic/sdg_17.1.2
sdg 17.10,dc/topic/sdg_17.10
sdg 17.10.1,dc/topic/sdg_17.10.1
sdg 17.11,dc/topic/sdg_17.11
sdg 17.12,dc/topic/sdg_17.12
sdg 17.12.1,dc/topic/sdg_17.12.1
sdg 17.13,dc/topic/sdg_17.13
sdg 17.13.1,dc/topic/sdg_17.13.1
sdg 17.14,dc/topic/sdg_17.14
sdg 17.14.1,dc/topic/sdg_17.14.1
sdg 17.15,dc/topic/sdg_17.15
sdg 17.15.1,dc/topic/sdg_17.15.1
sdg 17.16,dc/topic/sdg_17.16
sdg 17.16.1,dc/topic/sdg_17.16.1
sdg 17.17,dc/topic/sdg_17.17
sdg 17.17.1,dc/topic/sdg_17.17.1
sdg 17.18,dc/topic/sdg_17.18
sdg 17.18.1,dc/topic/sdg_17.18.1
sdg 17.18.2,dc/topic/sdg_17.18.2
sdg 17.18.3,dc/topic/sdg_17.18.3
sdg 17.19,dc/topic/sdg_17.19
sdg 17.19.1,dc/topic/sdg_17.19.1
sdg 17.19.2,dc/topic/sdg_17.19.2
sdg 17.2,dc/topic/sdg_17.2
sdg 17.2.1,dc/topic/sdg_17.2.1
sdg 17.3,dc/topic/sdg_17.3
sdg 17.3.1,dc/topic/sdg_17.3.1
sdg 17.3.2,dc/topic/sdg_17.3.2
sdg 17.4,dc/topic/sdg_17.4
sdg 17.4.1,dc/topic/sdg_17.4.1
sdg 17.5,dc/topic/sdg_17.5
sdg 17.5.1,dc/topic/sdg_17.5.1
sdg 17.6,dc/topic/sdg_17.6
sdg 17.6.1,dc/topic/sdg_17.6.1
sdg 17.7,dc/topic/sdg_17.7
sdg 17.7.1,dc/topic/sdg_17.7.1
sdg 17.8,dc/topic/sdg_17.8
sdg 17.8.1,dc/topic/sdg_17.8.1
sdg 17.9,dc/topic/sdg_17.9
sdg 17.9.1,dc/topic/sdg_17.9.1
sdg 171,dc/topic/sdg_17.1
sdg 1710,dc/topic/sdg_17.10
sdg 17101,dc/topic/sdg_17.10.1
sdg 1711,dc/topic/sdg_17.1.1;dc/topic/sdg_17.11
sdg 1712,dc/topic/sdg_17.1.2;dc/topic/sdg_17.12
sdg 17121,dc/topic/sdg_17.12.1
sdg 1713,dc/topic/sdg_17.13
sdg 17131,dc/topic/sdg_17.13.1
sdg 1714,dc/topic/sdg_17.14
sdg 17141,dc/topic/sdg_17.14.1
sdg 1715,dc/topic/sdg_17.15
sdg 17151,dc/topic/sdg_17.15.1
sdg 1716,dc/topic/sdg_17.16
sdg 17161,dc/topic/sdg_17.16.1
sdg 1717,dc/topic/sdg_17.17
sdg 17171,dc/topic/sdg_17.17.1
sdg 1718,dc/topic/sdg_17.18
sdg 17181,dc/topic/sdg_17.18.1
sdg 17182,dc/topic/sdg_17.18.2
sdg 17183,dc/topic/sdg_17.18.3
sdg 1719,dc/topic/sdg_17.19
sdg 17191,dc/topic/sdg_17.19.1
sdg 17192,dc/topic/sdg_17.19.2
sdg 172,dc/topic/sdg_17.2
sdg 1721,dc/topic/sdg_17.2.1
sdg 173,dc/topic/sdg_17.3
sdg 1731,dc/topic/sdg_17.3.1
sdg 1732,dc/topic/sdg_17.3.2
sdg 174,dc/topic/sdg_17.4
sdg 1741,dc/topic/sdg_17.4.1
sdg 175,dc/topic/sdg_17.5
sdg 1751,dc/topic/sdg_17.5.1
sdg 176,dc/topic/sdg_17.6
sdg 1761,dc/topic/sdg_17.6.1
sdg 177,dc/topic/sdg_17.7
sdg 1771,dc/topic/sdg_17.7.1
sdg 178,dc/topic/sdg_17.8
sdg 1781,dc/topic/sdg_17.8.1
sdg 179,dc/topic/sdg_17.9
sdg 1791,dc/topic/sdg_17.9.1
sdg 1a,dc/topic/sdg_1.a
sdg 1a1,dc/topic/sdg_1.a.1
sdg 1a2,dc/topic/sdg_1.a.2
sdg 2,dc/topic/sdg_2
sdg 2 1,dc/topic/sdg_2.1
sdg 2 1 1,dc/topic/sdg_2.1.1
sdg 2 1 2,dc/topic/sdg_2.1.2
sdg 2 2,dc/topic/sdg_2.2
sdg 2 2 1,dc/topic/sdg_2.2.1
sdg 2 2 2,dc/topic/sdg_2.2.2
sdg 2 2 3,dc/topic/sdg_2.2.3
sdg 2 3,dc/topic/sdg_2.3
sdg 2 3 1,dc/topic/sdg_2.3.1
sdg 2 3 2,dc/topic/sdg_2.3.2
sdg 2 4,dc/topic/sdg_2.4
sdg 2 4 1,dc/topic/sdg_2.4.1
sdg 2 5,dc/topic/sdg_2.5
sdg 2 5 1,dc/topic/sdg_2.5.1
sdg 2 5 2,dc/topic/sdg_2.5.2
sdg 2 a,dc/topic/sdg_2.a
sdg 2 a 1,dc/topic/sdg_2.a.1
sdg 2 a 2,dc/topic/sdg_2.a.2
sdg 2 c,dc/topic/sdg_2.c
sdg 2 c 1,dc/topic/sdg_2.c.1
sdg 2.1,dc/topic/sdg_2.1
sdg 2.1.1,dc/topic/sdg_2.1.1
sdg 2.1.2,dc/topic/sdg_2.1.2
sdg 2.2,dc/topic/sdg_2.2
sdg 2.2.1,dc/topic/sdg_2.2.1
sdg 2.2.2,dc/topic/sdg_2.2.2
sdg 2.2.3,dc/topic/sdg_2.2.3
sdg 2.3,dc/topic/sdg_2.3
sdg 2.3.1,dc/topic/sdg_2.3.1
sdg 2.3.2,dc/topic/sdg_2.3.2
sdg 2.4,dc/topic/sdg_2.4
sdg 2.4.1,dc/topic/sdg_2.4.1
sdg 2.5,dc/topic/sdg_2.5
sdg 2.5.1,dc/topic/sdg_2.5.1
sdg 2.5.2,dc/topic/sdg_2.5.2
sdg 2.a,dc/topic/sdg_2.a
sdg 2.a.1,dc/topic/sdg_2.a.1
sdg 2.a.2,dc/topic/sdg_2.a.2
sdg 2.c,dc/topic/sdg_2.c
sdg 2.c.1,dc/topic/sdg_2.c.1
sdg 21,dc/topic/sdg_2.1
sdg 211,dc/topic/sdg_2.1.1
sdg 212,dc/topic/sdg_2.1.2
sdg 22,dc/topic/sdg_2.2
sdg 221,dc/topic/sdg_2.2.1
sdg 222,dc/topic/sdg_2.2.2
sdg 223,dc/topic/sdg_2.2.3
sdg 23,dc/topic/sdg_2.3
sdg 231,dc/topic/sdg_2.3.1
sdg 232,dc/topic/sdg_2.3.2
sdg 24,dc/topic/sdg_2.4
sdg 241,dc/topic/sdg_2.4.1
sdg 25,dc/topic/sdg_2.5
sdg 251,dc/topic/sdg_2.5.1
sdg 252,dc/topic/sdg_2.5.2
sdg 2a,dc/topic/sdg_2.a
sdg 2a1,dc/topic/sdg_2.a.1
sdg 2a2,dc/topic/sdg_2.a.2
sdg 2c,dc/topic/sdg_2.c
sdg 2c1,dc/topic/sdg_2.c.1
sdg 3,dc/topic/sdg_3
sdg 3 1,dc/topic/sdg_3.1
sdg 3 1 1,dc/topic/sdg_3.1.1
sdg 3 1 2,dc/topic/sdg_3.1.2
sdg 3 2,dc/topic/sdg_3.2
sdg 3 2 1,dc/topic/sdg_3.2.1
sdg 3 2 2,dc/topic/sdg_3.2.2
sdg 3 3,dc/topic/sdg_3.3
sdg 3 3 1,dc/topic/sdg_3.3.1
sdg 3 3 2,dc/topic/sdg_3.3.2
sdg 3 3 3,dc/topic/sdg_3.3.3
sdg 3 3 4,dc/topic/sdg_3.3.4
sdg 3 3 5,dc/topic/sdg_3.3.5
sdg 3 4,dc/topic/sdg_3.4
sdg 3 4 1,dc/topic/sdg_3.4.1
sdg 3 4 2,dc/topic/sdg_3.4.2
sdg 3 5,dc/topic/sdg_3.5
sdg 3 5 1,dc/topic/sdg_3.5.1
sdg 3 5 2,dc/topic/sdg_3.5.2
sdg 3 6,dc/topic/sdg_3.6
sdg 3 6 1,dc/topic/sdg_3.6.1
sdg 3 7,dc/topic/sdg_3.7
sdg 3 7 1,dc/topic/sdg_3.7.1
sdg 3 7 2,dc/topic/sdg_3.7.2
sdg 3 8,dc/topic/sdg_3.8
sdg 3 8 1,dc/topic/sdg_3.8.1
sdg 3 8 2,dc/topic/sdg_3.8.2
sdg 3 9,dc/topic/sdg_3.9
sdg 3 9 1,dc/topic/sdg_3.9.1
sdg 3 9 2,dc/topic/sdg_3.9.2
sdg 3 9 3,dc/topic/sdg_3.9.3
sdg 3 a,dc/topic/sdg_3.a
sdg 3 a 1,dc/topic/sdg_3.a.1
sdg 3 b,dc/topic/sdg_3.b
sdg 3 b 1,dc/topic/sdg_3.b.1
sdg 3 b 2,dc/topic/sdg_3.b.2
sdg 3 b 3,dc/topic/sdg_3.b.3
sdg 3 c,dc/topic/sdg_3.c
sdg 3 c 1,dc/topic/sdg_3.c.1
sdg 3 d,dc/topic/sdg_3.d
sdg 3 d 1,dc/topic/sdg_3.d.1
sdg 3 d 2,dc/topic/sdg_3.d.2
sdg 3.1,dc/topic/sdg_3.1
sdg 3.1.1,dc/topic/sdg_3.1.1
sdg 3.1.2,dc/topic/sdg_3.1.2
sdg 3.2,dc/topic/sdg_3.2
sdg 3.2.1,dc/topic/sdg_3.2.1
sdg 3.2.2,dc/topic/sdg_3.2.2
sdg 3.3,dc/topic/sdg_3.3
sdg 3.3.1,dc/topic/sdg_3.3.1
sdg 3.3.2,dc/topic/sdg_3.3.2
sdg 3.3.3,dc/topic/sdg_3.3.3
sdg 3.3.4,dc/topic/sdg_3.3.4
sdg 3.3.5,dc/topic/sdg_3.3.5
sdg 3.4,dc/topic/sdg_3.4
sdg 3.4.1,dc/topic/sdg_3.4.1
sdg 3.4.2,dc/topic/sdg_3.4.2
sdg 3.5,dc/topic/sdg_3.5
sdg 3.5.1,dc/topic/sdg_3.5.1
sdg 3.5.2,dc/topic/sdg_3.5.2
sdg 3.6,dc/topic/sdg_3.6
sdg 3.6.1,dc/topic/sdg_3.6.1
sdg 3.7,dc/topic/sdg_3.7
sdg 3.7.1,dc/topic/sdg_3.7.1
sdg 3.7.2,dc/topic/sdg_3.7.2
sdg 3.8,dc/topic/sdg_3.8
sdg 3.8.1,dc/topic/sdg_3.8.1
sdg 3.8.2,dc/topic/sdg_3.8.2
sdg 3.9,dc/topic/sdg_3.9
sdg 3.9.1,dc/topic/sdg_3.9.1
sdg 3.9.2,dc/topic/sdg_3.9.2
sdg 3.9.3,dc/topic/sdg_3.9.3
sdg 3.a,dc/topic/sdg_3.a
sdg 3.a.1,dc/topic/sdg_3.a.1
sdg 3.b,dc/topic/sdg_3.b
sdg 3.b.1,dc/topic/sdg_3.b.1
sdg 3.b.2,dc/topic/sdg_3.b.2
sdg 3.b.3,dc/topic/sdg_3.b.3
sdg 3.c,dc/topic/sdg_3.c
sdg 3.c.1,dc/topic/sdg_3.c.1
sdg 3.d,dc/topic/sdg_3.d
sdg 3.d.1,dc/topic/sdg_3.d.1
sdg 3.d.2,dc/topic/sdg_3.d.2
sdg 31,dc/topic/sdg_3.1
sdg 311,dc/topic/sdg_3.1.1
sdg 312,dc/topic/sdg_3.1.2
sdg 32,dc/topic/sdg_3.2
sdg 321,dc/topic/sdg_3.2.1
sdg 322,dc/topic/sdg_3.2.2
sdg 33,dc/topic/sdg_3.3
sdg 331,dc/topic/sdg_3.3.1
sdg 332,dc/topic/sdg_3.3.2
sdg 333,dc/topic/sdg_3.3.3
sdg 334,dc/topic/sdg_3.3.4
sdg 335,dc/topic/sdg_3.3.5
sdg 34,dc/topic/sdg_3.4
sdg 341,dc/topic/sdg_3.4.1
sdg 342,dc/topic/sdg_3.4.2
sdg 35,dc/topic/sdg_3.5
sdg 351,dc/topic/sdg_3.5.1
sdg 352,dc/topic/sdg_3.5.2
sdg 36,dc/topic/sdg_3.6
sdg 361,dc/topic/sdg_3.6.1
sdg 37,dc/topic/sdg_3.7
sdg 371,dc/topic/sdg_3.7.1
sdg 372,dc/topic/sdg_3.7.2
sdg 38,dc/topic/sdg_3.8
sdg 381,dc/topic/sdg_3.8.1
sdg 382,dc/topic/sdg_3.8.2
sdg 39,dc/topic/sdg_3.9
sdg 391,dc/topic/sdg_3.9.1
sdg 392,dc/topic/sdg_3.9.2
sdg 393,dc/topic/sdg_3.9.3
sdg 3a,dc/topic/sdg_3.a
sdg 3a1,dc/topic/sdg_3.a.1
sdg 3b,dc/topic/sdg_3.b
sdg 3b1,dc/topic/sdg_3.b.1
sdg 3b2,dc/topic/sdg_3.b.2
sdg 3b3,dc/topic/sdg_3.b.3
sdg 3c,dc/topic/sdg_3.c
sdg 3c1,dc/topic/sdg_3.c.1
sdg 3d,dc/topic/sdg_3.d
sdg 3d1,dc/topic/sdg_3.d.1
sdg 3d2,dc/topic/sdg_3.d.2
sdg 4,dc/topic/sdg_4
sdg 4 1,dc/topic/sdg_4.1
sdg 4 1 1,dc/topic/sdg_4.1.1
sdg 4 1 2,dc/topic/sdg_4.1.2
sdg 4 2,dc/topic/sdg_4.2
sdg 4 2 1,dc/topic/sdg_4.2.1
sdg 4 2 2,dc/topic/sdg_4.2.2
sdg 4 3,dc/topic/sdg_4.3
sdg 4 3 1,dc/topic/sdg_4.3.1
sdg 4 4,dc/topic/sdg_4.4
sdg 4 4 1,dc/topic/sdg_4.4.1
sdg 4 5,dc/topic/sdg_4.5
sdg 4 5 1,dc/topic/sdg_4.5.1
sdg 4 6,dc/topic/sdg_4.6
sdg 4 6 1,dc/topic/sdg_4.6.1
sdg 4 7,dc/topic/sdg_4.7
sdg 4 7 1,dc/topic/sdg_4.7.1
sdg 4 a,dc/topic/sdg_4.a
sdg 4 a 1,dc/topic/sdg_4.a.1
sdg 4 b,dc/topic/sdg_4.b
sdg 4 b 1,dc/topic/sdg_4.b.1
sdg 4 c,dc/topic/sdg_4.c
sdg 4 c 1,dc/topic/sdg_4.c.1
sdg 4.1,dc/topic/sdg_4.1
sdg 4.1.1,dc/topic/sdg_4.1.1
sdg 4.1.2,dc/topic/sdg_4.1.2
sdg 4.2,dc/topic/sdg_4.2
sdg 4.2.1,dc/topic/sdg_4.2.1
sdg 4.2.2,dc/topic/sdg_4.2.2
sdg 4.3,dc/topic/sdg_4.3
sdg 4.3.1,dc/topic/sdg_4.3.1
sdg 4.4,dc/topic/sdg_4.4
sdg 4.4.1,dc/topic/sdg_4.4.1
sdg 4.5,dc/topic/sdg_4.5
sdg 4.5.1,dc/topic/sdg_4.5.1
sdg 4.6,dc/topic/sdg_4.6
sdg 4.6.1,dc/topic/sdg_4.6.1
sdg 4.7,dc/topic/sdg_4.7
sdg 4.7.1,dc/topic/sdg_4.7.1
sdg 4.a,dc/topic/sdg_4.a
sdg 4.a.1,dc/topic/sdg_4.a.1
sdg 4.b,dc/topic/sdg_4.b
