GROUPING ID,Variable,Legend,SERIES_CODE,SERIES_DESCRIPTION,VARIABLE_CODE,VARIABLE_DESCRIPTION
SE_ADT_ACTS.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",Age = 15 to 24 years old | Sex = Female | Type of skill = Using basic arithmetic formula in a spreadsheet,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@AGE--Y15T24__SEX--F__TYPE_OF_SKILL--SKILL_ICTSSHT,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Age = 15 to 24 years old | Sex = Female | Type of skill = Using basic arithmetic formula in a spreadsheet]"
SE_ADT_ACTS.1,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",Age = 15 to 24 years old | Sex = Male | Type of skill = Using basic arithmetic formula in a spreadsheet,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@AGE--Y15T24__SEX--M__TYPE_OF_SKILL--SKILL_ICTSSHT,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Age = 15 to 24 years old | Sex = Male | Type of skill = Using basic arithmetic formula in a spreadsheet]"
SE_ADT_ACTS.2,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",Age = under 15 years old | Sex = Female | Type of skill = Verifying the reliability of information found online ,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@AGE--Y0T14__SEX--F__TYPE_OF_SKILL--SKILL_ICTVRFY,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Age = under 15 years old | Sex = Female | Type of skill = Verifying the reliability of information found online ]"
SE_ADT_ACTS.2,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",Age = under 15 years old | Sex = Male | Type of skill = Verifying the reliability of information found online ,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@AGE--Y0T14__SEX--M__TYPE_OF_SKILL--SKILL_ICTVRFY,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Age = under 15 years old | Sex = Male | Type of skill = Verifying the reliability of information found online ]"
SE_ADT_ACTS.2,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",Age = 15 to 24 years old | Sex = Female | Type of skill = Verifying the reliability of information found online ,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@AGE--Y15T24__SEX--F__TYPE_OF_SKILL--SKILL_ICTVRFY,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Age = 15 to 24 years old | Sex = Female | Type of skill = Verifying the reliability of information found online ]"
SE_ADT_ACTS.2,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",Age = 15 to 24 years old | Sex = Male | Type of skill = Verifying the reliability of information found online ,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",SE_ADT_ACTS@AGE--Y15T24__SEX--M__TYPE_OF_SKILL--SKILL_ICTVRFY,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%) [Age = 15 to 24 years old | Sex = Male | Type of skill = Verifying the reliability of information found online ]"
SE_ADT_EDUCTRN.1,"Participation rate in formal and non-formal education and training, by sex (%)",Age = 15 to 24 years old | Sex = Female,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y15T24__SEX--F,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 15 to 24 years old | Sex = Female]"
SE_ADT_EDUCTRN.1,"Participation rate in formal and non-formal education and training, by sex (%)",Age = 15 to 24 years old | Sex = Male,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y15T24__SEX--M,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 15 to 24 years old | Sex = Male]"
SE_ADT_EDUCTRN.2,"Participation rate in formal and non-formal education and training, by sex (%)",Age = 25 to 54 years old | Sex = Female,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y25T54__SEX--F,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 25 to 54 years old | Sex = Female]"
SE_ADT_EDUCTRN.2,"Participation rate in formal and non-formal education and training, by sex (%)",Age = 25 to 54 years old | Sex = Male,SE_ADT_EDUCTRN,"Participation rate in formal and non-formal education and training, by sex (%)",SE_ADT_EDUCTRN@AGE--Y25T54__SEX--M,"Participation rate in formal and non-formal education and training, by sex (%) [Age = 25 to 54 years old | Sex = Male]"
SE_ADT_FUNS.,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",Age = 16 to 65 years old | Sex = Female | Type of skill = Literacy,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",SE_ADT_FUNS@AGE--Y16T65__SEX--F__TYPE_OF_SKILL--SKILL_LTRCY,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) [Age = 16 to 65 years old | Sex = Female | Type of skill = Literacy]"
SE_ADT_FUNS.,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",Age = 16 to 65 years old | Sex = Female | Type of skill = Numeracy,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",SE_ADT_FUNS@AGE--Y16T65__SEX--F__TYPE_OF_SKILL--SKILL_NMRCY,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) [Age = 16 to 65 years old | Sex = Female | Type of skill = Numeracy]"
SE_ADT_FUNS.,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",Age = 16 to 65 years old | Sex = Male | Type of skill = Literacy,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",SE_ADT_FUNS@AGE--Y16T65__SEX--M__TYPE_OF_SKILL--SKILL_LTRCY,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) [Age = 16 to 65 years old | Sex = Male | Type of skill = Literacy]"
SE_ADT_FUNS.,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",Age = 16 to 65 years old | Sex = Male | Type of skill = Numeracy,SE_ADT_FUNS,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%)",SE_ADT_FUNS@AGE--Y16T65__SEX--M__TYPE_OF_SKILL--SKILL_NMRCY,"Proportion of population achieving at least a fixed level of proficiency in functional skills, by sex, age and type of skill (%) [Age = 16 to 65 years old | Sex = Male | Type of skill = Numeracy]"
SE_AGP_CPRA.1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Education level = Primary,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Primary]"
SE_AGP_CPRA.1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Education level = Lower secondary,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Lower secondary]"
SE_AGP_CPRA.1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Education level = Upper secondary,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Upper secondary]"
SE_AGP_CPRA.2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Education level = Primary | Quantile = Quantile 1 (poorest),SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Primary | Quantile = Quantile 1 (poorest)]"
SE_AGP_CPRA.2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Education level = Primary | Quantile = Quantile 5 (richest),SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Primary | Quantile = Quantile 5 (richest)]"
SE_AGP_CPRA.3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Education level = Lower secondary | Quantile = Quantile 1 (poorest),SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Lower secondary | Quantile = Quantile 1 (poorest)]"
SE_AGP_CPRA.3,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Education level = Lower secondary | Quantile = Quantile 5 (richest),SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Lower secondary | Quantile = Quantile 5 (richest)]"
SE_AGP_CPRA.4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Education level = Upper secondary | Quantile = Quantile 1 (poorest),SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q1,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Upper secondary | Quantile = Quantile 1 (poorest)]"
SE_AGP_CPRA.4,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Education level = Upper secondary | Quantile = Quantile 5 (richest),SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@EDUCATION_LEV--ISCED11_3__INCOME_WEALTH_QUANTILE--Q5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Education level = Upper secondary | Quantile = Quantile 5 (richest)]"
SE_AGP_CPRA.5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Location = Rural | Education level = Lower secondary,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--R__EDUCATION_LEV--ISCED11_2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Rural | Education level = Lower secondary]"
SE_AGP_CPRA.5,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Location = Urban | Education level = Lower secondary,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",SE_AGP_CPRA@URBANISATION--U__EDUCATION_LEV--ISCED11_2,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level [Location = Urban | Education level = Lower secondary]"
SE_ALP_CPLR.,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Education level = Primary,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_1,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Primary]"
SE_ALP_CPLR.,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Education level = Lower secondary,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_2,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Lower secondary]"
SE_ALP_CPLR.,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",Education level = Upper secondary,SE_ALP_CPLR,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level",SE_ALP_CPLR@EDUCATION_LEV--ISCED11_3,"Adjusted location parity index for completion rate, by sex, wealth quintile and education level [Education level = Upper secondary]"
SE_DEV_ONTRK.,"Proportion of children aged 36âˆ’59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",Age = 24 to 59 months old,SE_DEV_ONTRK,"Proportion of children aged 36âˆ’59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",SE_DEV_ONTRK@AGE--M24T59,"Proportion of children aged 36âˆ’59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months) [Age = 24 to 59 months old]"
SE_DEV_ONTRK.,"Proportion of children aged 36âˆ’59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",Age = 36 to 47 months old,SE_DEV_ONTRK,"Proportion of children aged 36âˆ’59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",SE_DEV_ONTRK@AGE--M36T47,"Proportion of children aged 36âˆ’59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months) [Age = 36 to 47 months old]"
SE_DEV_ONTRK.,"Proportion of children aged 36âˆ’59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",Age = 36 to 59 months old,SE_DEV_ONTRK,"Proportion of children aged 36âˆ’59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months)",SE_DEV_ONTRK@AGE--M36T59,"Proportion of children aged 36âˆ’59 months who are developmentally on track in at least three of the following domains: literacy-numeracy, physical development, social-emotional development, and learning (% of children aged 36-59 months) [Age = 36 to 59 months old]"
SE_GPI_ICTS.,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",Type of skill = Writing a computer program using a specialized programming language,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",SE_GPI_ICTS@TYPE_OF_SKILL--SKILL_ICTPRGM,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio) [Type of skill = Writing a computer program using a specialized programming language]"
SE_GPI_ICTS.,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",Type of skill = Creating electronic presentations with presentation software,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",SE_GPI_ICTS@TYPE_OF_SKILL--SKILL_ICTPST,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio) [Type of skill = Creating electronic presentations with presentation software]"
SE_GPI_ICTS.,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",Type of skill = Using basic arithmetic formula in a spreadsheet,SE_GPI_ICTS,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio)",SE_GPI_ICTS@TYPE_OF_SKILL--SKILL_ICTSSHT,"Gender parity index for youth/adults with information and communications technology (ICT) skills, by type of skill (ratio) [Type of skill = Using basic arithmetic formula in a spreadsheet]"
SE_GPI_PART.,Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio),Age = 15 to 24 years old,SE_GPI_PART,Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio),SE_GPI_PART@AGE--Y15T24,Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio) [Age = 15 to 24 years old]
SE_GPI_PART.,Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio),Age = 25 to 54 years old,SE_GPI_PART,Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio),SE_GPI_PART@AGE--Y25T54,Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio) [Age = 25 to 54 years old]
SE_GPI_PART.,Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio),Age = 55 to 64 years old,SE_GPI_PART,Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio),SE_GPI_PART@AGE--Y55T64,Adjusted gender parity index for participation rate in formal and non-formal education and training (ratio) [Age = 55 to 64 years old]
SE_GPI_PTNPRE.,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",,SE_GPI_PTNPRE,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)",SE_GPI_PTNPRE,"Adjusted gender parity index for participation rate in organized learning (one year before the official primary entry age), (ratio)"
SE_GPI_TCAQ.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio)",Education level = Secondary,SE_GPI_TCAQ,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio)",SE_GPI_TCAQ@EDUCATION_LEV--AGG_2_3,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [Education level = Secondary]"
SE_GPI_TCAQ.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio)",Education level = Pre-primary,SE_GPI_TCAQ,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio)",SE_GPI_TCAQ@EDUCATION_LEV--ISCED11_02,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [Education level = Pre-primary]"
SE_GPI_TCAQ.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio)",Education level = Primary,SE_GPI_TCAQ,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio)",SE_GPI_TCAQ@EDUCATION_LEV--ISCED11_1,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [Education level = Primary]"
SE_GPI_TCAQ.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio)",Education level = Lower secondary,SE_GPI_TCAQ,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio)",SE_GPI_TCAQ@EDUCATION_LEV--ISCED11_2,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [Education level = Lower secondary]"
SE_GPI_TCAQ.,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio)",Education level = Upper secondary,SE_GPI_TCAQ,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio)",SE_GPI_TCAQ@EDUCATION_LEV--ISCED11_3,"Adjusted gender parity index for the proportion of teachers with the minimum required qualifications, by education level (ratio) [Education level = Upper secondary]"
SE_IMP_FPOF.,"Adjusted immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",Age = 16 to 65 years old | Type of skill = Literacy,SE_IMP_FPOF,"Adjusted immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",SE_IMP_FPOF@AGE--Y16T65__TYPE_OF_SKILL--SKILL_LTRCY,"Adjusted immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio) [Age = 16 to 65 years old | Type of skill = Literacy]"
SE_IMP_FPOF.,"Adjusted immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",Age = 16 to 65 years old | Type of skill = Numeracy,SE_IMP_FPOF,"Adjusted immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio)",SE_IMP_FPOF@AGE--Y16T65__TYPE_OF_SKILL--SKILL_NMRCY,"Adjusted immigration status parity index for achieving at least a fixed level of proficiency in functional skills, by numeracy/literacy skills (ratio) [Age = 16 to 65 years old | Type of skill = Numeracy]"
SE_INF_DSBL.,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",Education level = Primary,SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",SE_INF_DSBL@EDUCATION_LEV--ISCED11_1,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%) [Education level = Primary]"
SE_INF_DSBL.,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",Education level = Lower secondary,SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",SE_INF_DSBL@EDUCATION_LEV--ISCED11_2,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%) [Education level = Lower secondary]"
SE_INF_DSBL.,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",Education level = Upper secondary,SE_INF_DSBL,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%)",SE_INF_DSBL@EDUCATION_LEV--ISCED11_3,"Proportion of schools with access to adapted infrastructure and materials for students with disabilities, by education level (%) [Education level = Upper secondary]"
SE_NAP_ACHI.1,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in mathematics,SE_NAP_ACHI,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_NAP_ACHI@EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_MATH,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in mathematics]
SE_NAP_ACHI.1,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Primary | Type of skill = Skill: Minimum proficiency in mathematics,SE_NAP_ACHI,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_NAP_ACHI@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_MATH,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Primary | Type of skill = Skill: Minimum proficiency in mathematics]
SE_NAP_ACHI.1,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in mathematics,SE_NAP_ACHI,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_NAP_ACHI@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_MATH,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in mathematics]
SE_NAP_ACHI.2,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in reading,SE_NAP_ACHI,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_NAP_ACHI@EDUCATION_LEV--ISCED11A_0_G23__TYPE_OF_SKILL--SKILL_READ,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Grades 2/3 | Type of skill = Skill: Minimum proficiency in reading]
SE_NAP_ACHI.2,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Primary | Type of skill = Skill: Minimum proficiency in reading,SE_NAP_ACHI,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_NAP_ACHI@EDUCATION_LEV--ISCED11_1__TYPE_OF_SKILL--SKILL_READ,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Primary | Type of skill = Skill: Minimum proficiency in reading]
SE_NAP_ACHI.2,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in reading,SE_NAP_ACHI,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio),SE_NAP_ACHI@EDUCATION_LEV--ISCED11_2__TYPE_OF_SKILL--SKILL_READ,Adjusted immigration status parity index for achieving a minimum proficiency level in reading and mathematics (ratio) [Education level = Lower secondary | Type of skill = Skill: Minimum proficiency in reading]
SE_PRE_PARTN.,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",Sex = Female,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SE_PRE_PARTN@SEX--F,"Participation rate in organized learning (one year before the official primary entry age), by sex (%) [Sex = Female]"
SE_PRE_PARTN.,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",Sex = Male,SE_PRE_PARTN,"Participation rate in organized learning (one year before the official primary entry age), by sex (%)",SE_PRE_PARTN@SEX--M,"Participation rate in organized learning (one year before the official primary entry age), by sex (%) [Sex = Male]"
SE_TOT_CPLR.1,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Female | Education level = Primary | Quantile = Quantile 1 (poorest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q1,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Female | Education level = Primary | Quantile = Quantile 1 (poorest)]"
SE_TOT_CPLR.1,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Female | Education level = Primary | Quantile = Quantile 5 (richest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--F__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q5,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Female | Education level = Primary | Quantile = Quantile 5 (richest)]"
SE_TOT_CPLR.1,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Male | Education level = Primary,SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--M__EDUCATION_LEV--ISCED11_1,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Male | Education level = Primary]"
SE_TOT_CPLR.1,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Male | Education level = Primary | Quantile = Quantile 5 (richest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--M__EDUCATION_LEV--ISCED11_1__INCOME_WEALTH_QUANTILE--Q5,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Male | Education level = Primary | Quantile = Quantile 5 (richest)]"
SE_TOT_CPLR.2,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Female | Education level = Lower secondary | Quantile = Quantile 1 (poorest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q1,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Female | Education level = Lower secondary | Quantile = Quantile 1 (poorest)]"
SE_TOT_CPLR.2,"Completion rate, by sex, location, wealth quintile and education level (%)",Sex = Female | Education level = Lower secondary | Quantile = Quantile 5 (richest),SE_TOT_CPLR,"Completion rate, by sex, location, wealth quintile and education level (%)",SE_TOT_CPLR@SEX--F__EDUCATION_LEV--ISCED11_2__INCOME_WEALTH_QUANTILE--Q5,"Completion rate, by sex, location, wealth quintile and education level (%) [Sex = Female | Education level = Lower secondary | Quantile = Quantile 5 (richest)]"
