sentence,dcid
"Count Person: Household Head Status Female, Household Member Status With Children, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_Female_WithChildren_ModRehab_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Household Member Status With Children, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_Female_WithChildren_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Household Member Status With Children, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_Female_WithChildren_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Household Member Status With Children, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_Female_WithChildren_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Household Member Status With Children, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_Female_WithChildren_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Household Member Status With Children, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_Female_WithChildren_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Household Member Status With Children, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_Female_WithChildren_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Measurement Denominator Count_ Person",Count_Person_Female_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_Female_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_Female_ModRehab_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_Female_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_Female_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_Female_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_Female_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_Female_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Household Head Status Female, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_Female_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Household Head Status Less Than 24 Years, Measurement Denominator Count_ Person",Count_Person_LessThan24Years_AsAFractionOf_Count_Person
"Count Person: Household Head Status Less Than 24 Years, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_LessThan24Years_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Household Head Status Less Than 24 Years, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_LessThan24Years_ModRehab_AsAFractionOf_Count_Person
"Count Person: Household Head Status Less Than 24 Years, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_LessThan24Years_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Household Head Status Less Than 24 Years, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_LessThan24Years_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Household Head Status Less Than 24 Years, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_LessThan24Years_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Household Head Status Less Than 24 Years, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_LessThan24Years_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Household Head Status Less Than 24 Years, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_LessThan24Years_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Household Head Status Less Than 24 Years, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_LessThan24Years_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 1, Measurement Denominator Count_ Person",Count_Person_WithAdult1_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 1, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_WithAdult1_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 1, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_WithAdult1_ModRehab_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 1, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_WithAdult1_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 1, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_WithAdult1_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 1, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_WithAdult1_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 1, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_WithAdult1_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 1, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_WithAdult1_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 1, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_WithAdult1_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 2, Measurement Denominator Count_ Person",Count_Person_WithAdult2_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 2, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_WithAdult2_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 2, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_WithAdult2_ModRehab_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 2, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_WithAdult2_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 2, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_WithAdult2_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 2, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_WithAdult2_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 2, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_WithAdult2_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 2, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_WithAdult2_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Household Size Adult 2, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_WithAdult2_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Income Source Other Income, Measurement Denominator Count_ Person",Count_Person_OtherIncome_AsAFractionOf_Count_Person
"Count Person: Income Source Other Income, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_OtherIncome_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Income Source Other Income, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_OtherIncome_ModRehab_AsAFractionOf_Count_Person
"Count Person: Income Source Other Income, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_OtherIncome_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Income Source Other Income, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_OtherIncome_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Income Source Other Income, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_OtherIncome_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Income Source Other Income, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_OtherIncome_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Income Source Other Income, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_OtherIncome_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Income Source Other Income, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_OtherIncome_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Income Source Public Assistance, Measurement Denominator Count_ Person",Count_Person_PublicAssistance_AsAFractionOf_Count_Person
"Count Person: Income Source Public Assistance, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_PublicAssistance_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Income Source Public Assistance, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_PublicAssistance_ModRehab_AsAFractionOf_Count_Person
"Count Person: Income Source Public Assistance, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_PublicAssistance_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Income Source Public Assistance, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_PublicAssistance_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Income Source Public Assistance, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_PublicAssistance_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Income Source Public Assistance, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_PublicAssistance_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Income Source Public Assistance, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_PublicAssistance_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Income Source Public Assistance, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_PublicAssistance_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Income Source Wage Or Salary, Measurement Denominator Count_ Person",Count_Person_WageOrSalary_AsAFractionOf_Count_Person
"Count Person: Income Source Wage Or Salary, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_WageOrSalary_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Income Source Wage Or Salary, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_WageOrSalary_ModRehab_AsAFractionOf_Count_Person
"Count Person: Income Source Wage Or Salary, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_WageOrSalary_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Income Source Wage Or Salary, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_WageOrSalary_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Income Source Wage Or Salary, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_WageOrSalary_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Income Source Wage Or Salary, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_WageOrSalary_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Income Source Wage Or Salary, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_WageOrSalary_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Income Source Wage Or Salary, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_WageOrSalary_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 0To 49 99, Measurement Denominator Count_ Person",Count_Person_IncomeOfUSDollar0To4999_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 0To 49 99, Measurement Denominator Count_ Person_ Housing Choice Vouchers, Program Type Housing Choice Vouchers",Count_Person_IncomeOfUSDollar0To4999_HousingChoiceVouchers_AsAFractionOf_Count_Person_HousingChoiceVouchers
"Count Person: Income Usdollar 0To 49 99, Measurement Denominator Count_ Person_ Mod Rehab, Program Type Mod Rehab",Count_Person_IncomeOfUSDollar0To4999_ModRehab_AsAFractionOf_Count_Person_ModRehab
"Count Person: Income Usdollar 0To 49 99, Measurement Denominator Count_ Person_ Project Based Section 8, Program Type Project Based Section 8",Count_Person_IncomeOfUSDollar0To4999_ProjectBasedSection8_AsAFractionOf_Count_Person_ProjectBasedSection8
"Count Person: Income Usdollar 0To 49 99, Measurement Denominator Count_ Person_ Project Rental Assistance Contract Section 20 2, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_IncomeOfUSDollar0To4999_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person_ProjectRentalAssistanceContractSection202
"Count Person: Income Usdollar 0To 49 99, Measurement Denominator Count_ Person_ Project Rental Assistance Contract Section 81 1, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_IncomeOfUSDollar0To4999_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person_ProjectRentalAssistanceContractSection811
"Count Person: Income Usdollar 0To 49 99, Measurement Denominator Count_ Person_ Public Housing, Program Type Public Housing",Count_Person_IncomeOfUSDollar0To4999_PublicHousing_AsAFractionOf_Count_Person_PublicHousing
"Count Person: Income Usdollar 0To 49 99, Measurement Denominator Count_ Person_ Rent Sup Rap, Program Type Rent Sup Rap",Count_Person_IncomeOfUSDollar0To4999_RentSupRAP_AsAFractionOf_Count_Person_RentSupRAP
"Count Person: Income Usdollar 0To 49 99, Measurement Denominator Count_ Person_ S2 36 Bmir, Program Type S2 36 Bmir",Count_Person_IncomeOfUSDollar0To4999_S236BMIR_AsAFractionOf_Count_Person_S236BMIR
"Count Person: Income Usdollar 10 00 0To 14 99 9, Measurement Denominator Count_ Person",Count_Person_IncomeOfUSDollar10000To14999_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 10 00 0To 14 99 9, Measurement Denominator Count_ Person_ Housing Choice Vouchers, Program Type Housing Choice Vouchers",Count_Person_IncomeOfUSDollar10000To14999_HousingChoiceVouchers_AsAFractionOf_Count_Person_HousingChoiceVouchers
"Count Person: Income Usdollar 10 00 0To 14 99 9, Measurement Denominator Count_ Person_ Mod Rehab, Program Type Mod Rehab",Count_Person_IncomeOfUSDollar10000To14999_ModRehab_AsAFractionOf_Count_Person_ModRehab
"Count Person: Income Usdollar 10 00 0To 14 99 9, Measurement Denominator Count_ Person_ Project Based Section 8, Program Type Project Based Section 8",Count_Person_IncomeOfUSDollar10000To14999_ProjectBasedSection8_AsAFractionOf_Count_Person_ProjectBasedSection8
"Count Person: Income Usdollar 10 00 0To 14 99 9, Measurement Denominator Count_ Person_ Project Rental Assistance Contract Section 20 2, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_IncomeOfUSDollar10000To14999_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person_ProjectRentalAssistanceContractSection202
"Count Person: Income Usdollar 10 00 0To 14 99 9, Measurement Denominator Count_ Person_ Project Rental Assistance Contract Section 81 1, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_IncomeOfUSDollar10000To14999_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person_ProjectRentalAssistanceContractSection811
"Count Person: Income Usdollar 10 00 0To 14 99 9, Measurement Denominator Count_ Person_ Public Housing, Program Type Public Housing",Count_Person_IncomeOfUSDollar10000To14999_PublicHousing_AsAFractionOf_Count_Person_PublicHousing
"Count Person: Income Usdollar 10 00 0To 14 99 9, Measurement Denominator Count_ Person_ Rent Sup Rap, Program Type Rent Sup Rap",Count_Person_IncomeOfUSDollar10000To14999_RentSupRAP_AsAFractionOf_Count_Person_RentSupRAP
"Count Person: Income Usdollar 10 00 0To 14 99 9, Measurement Denominator Count_ Person_ S2 36 Bmir, Program Type S2 36 Bmir",Count_Person_IncomeOfUSDollar10000To14999_S236BMIR_AsAFractionOf_Count_Person_S236BMIR
"Count Person: Income Usdollar 15 00 0To 19 99 9, Measurement Denominator Count_ Person",Count_Person_IncomeOfUSDollar15000To19999_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 15 00 0To 19 99 9, Measurement Denominator Count_ Person_ Housing Choice Vouchers, Program Type Housing Choice Vouchers",Count_Person_IncomeOfUSDollar15000To19999_HousingChoiceVouchers_AsAFractionOf_Count_Person_HousingChoiceVouchers
"Count Person: Income Usdollar 15 00 0To 19 99 9, Measurement Denominator Count_ Person_ Mod Rehab, Program Type Mod Rehab",Count_Person_IncomeOfUSDollar15000To19999_ModRehab_AsAFractionOf_Count_Person_ModRehab
"Count Person: Income Usdollar 15 00 0To 19 99 9, Measurement Denominator Count_ Person_ Project Based Section 8, Program Type Project Based Section 8",Count_Person_IncomeOfUSDollar15000To19999_ProjectBasedSection8_AsAFractionOf_Count_Person_ProjectBasedSection8
"Count Person: Income Usdollar 15 00 0To 19 99 9, Measurement Denominator Count_ Person_ Project Rental Assistance Contract Section 20 2, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_IncomeOfUSDollar15000To19999_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person_ProjectRentalAssistanceContractSection202
"Count Person: Income Usdollar 15 00 0To 19 99 9, Measurement Denominator Count_ Person_ Project Rental Assistance Contract Section 81 1, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_IncomeOfUSDollar15000To19999_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person_ProjectRentalAssistanceContractSection811
"Count Person: Income Usdollar 15 00 0To 19 99 9, Measurement Denominator Count_ Person_ Public Housing, Program Type Public Housing",Count_Person_IncomeOfUSDollar15000To19999_PublicHousing_AsAFractionOf_Count_Person_PublicHousing
"Count Person: Income Usdollar 15 00 0To 19 99 9, Measurement Denominator Count_ Person_ Rent Sup Rap, Program Type Rent Sup Rap",Count_Person_IncomeOfUSDollar15000To19999_RentSupRAP_AsAFractionOf_Count_Person_RentSupRAP
"Count Person: Income Usdollar 15 00 0To 19 99 9, Measurement Denominator Count_ Person_ S2 36 Bmir, Program Type S2 36 Bmir",Count_Person_IncomeOfUSDollar15000To19999_S236BMIR_AsAFractionOf_Count_Person_S236BMIR
"Count Person: Income Usdollar 20 00 0Onwards, Measurement Denominator Count_ Person",Count_Person_IncomeOfUSDollar20000Onwards_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 20 00 0Onwards, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_IncomeOfUSDollar20000Onwards_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 20 00 0Onwards, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_IncomeOfUSDollar20000Onwards_ModRehab_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 20 00 0Onwards, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_IncomeOfUSDollar20000Onwards_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 20 00 0Onwards, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_IncomeOfUSDollar20000Onwards_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 20 00 0Onwards, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_IncomeOfUSDollar20000Onwards_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 20 00 0Onwards, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_IncomeOfUSDollar20000Onwards_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 20 00 0Onwards, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_IncomeOfUSDollar20000Onwards_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 20 00 0Onwards, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_IncomeOfUSDollar20000Onwards_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 50 00 To 99 99, Measurement Denominator Count_ Person",Count_Person_IncomeOfUSDollar5000To9999_AsAFractionOf_Count_Person
"Count Person: Income Usdollar 50 00 To 99 99, Measurement Denominator Count_ Person_ Housing Choice Vouchers, Program Type Housing Choice Vouchers",Count_Person_IncomeOfUSDollar5000To9999_HousingChoiceVouchers_AsAFractionOf_Count_Person_HousingChoiceVouchers
"Count Person: Income Usdollar 50 00 To 99 99, Measurement Denominator Count_ Person_ Mod Rehab, Program Type Mod Rehab",Count_Person_IncomeOfUSDollar5000To9999_ModRehab_AsAFractionOf_Count_Person_ModRehab
"Count Person: Income Usdollar 50 00 To 99 99, Measurement Denominator Count_ Person_ Project Based Section 8, Program Type Project Based Section 8",Count_Person_IncomeOfUSDollar5000To9999_ProjectBasedSection8_AsAFractionOf_Count_Person_ProjectBasedSection8
"Count Person: Income Usdollar 50 00 To 99 99, Measurement Denominator Count_ Person_ Project Rental Assistance Contract Section 20 2, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_IncomeOfUSDollar5000To9999_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person_ProjectRentalAssistanceContractSection202
"Count Person: Income Usdollar 50 00 To 99 99, Measurement Denominator Count_ Person_ Project Rental Assistance Contract Section 81 1, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_IncomeOfUSDollar5000To9999_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person_ProjectRentalAssistanceContractSection811
"Count Person: Income Usdollar 50 00 To 99 99, Measurement Denominator Count_ Person_ Public Housing, Program Type Public Housing",Count_Person_IncomeOfUSDollar5000To9999_PublicHousing_AsAFractionOf_Count_Person_PublicHousing
"Count Person: Income Usdollar 50 00 To 99 99, Measurement Denominator Count_ Person_ Rent Sup Rap, Program Type Rent Sup Rap",Count_Person_IncomeOfUSDollar5000To9999_RentSupRAP_AsAFractionOf_Count_Person_RentSupRAP
"Count Person: Income Usdollar 50 00 To 99 99, Measurement Denominator Count_ Person_ S2 36 Bmir, Program Type S2 36 Bmir",Count_Person_IncomeOfUSDollar5000To9999_S236BMIR_AsAFractionOf_Count_Person_S236BMIR
"Count Person: Income Usdollar Less Than 30 Percent Of Median, Measurement Denominator Count_ Person",Count_Person_IncomeOfUSDollarLessThan30PercentOfMedian_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 30 Percent Of Median, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_IncomeOfUSDollarLessThan30PercentOfMedian_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 30 Percent Of Median, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_IncomeOfUSDollarLessThan30PercentOfMedian_ModRehab_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 30 Percent Of Median, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_IncomeOfUSDollarLessThan30PercentOfMedian_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 30 Percent Of Median, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_IncomeOfUSDollarLessThan30PercentOfMedian_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 30 Percent Of Median, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_IncomeOfUSDollarLessThan30PercentOfMedian_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 30 Percent Of Median, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_IncomeOfUSDollarLessThan30PercentOfMedian_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 30 Percent Of Median, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_IncomeOfUSDollarLessThan30PercentOfMedian_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 30 Percent Of Median, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_IncomeOfUSDollarLessThan30PercentOfMedian_S236BMIR_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 50 Percent Of Median, Measurement Denominator Count_ Person",Count_Person_IncomeOfUSDollarLessThan50PercentOfMedian_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 50 Percent Of Median, Measurement Denominator Count_ Person, Program Type Housing Choice Vouchers",Count_Person_IncomeOfUSDollarLessThan50PercentOfMedian_HousingChoiceVouchers_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 50 Percent Of Median, Measurement Denominator Count_ Person, Program Type Mod Rehab",Count_Person_IncomeOfUSDollarLessThan50PercentOfMedian_ModRehab_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 50 Percent Of Median, Measurement Denominator Count_ Person, Program Type Project Based Section 8",Count_Person_IncomeOfUSDollarLessThan50PercentOfMedian_ProjectBasedSection8_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 50 Percent Of Median, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_IncomeOfUSDollarLessThan50PercentOfMedian_ProjectRentalAssistanceContractSection202_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 50 Percent Of Median, Measurement Denominator Count_ Person, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_IncomeOfUSDollarLessThan50PercentOfMedian_ProjectRentalAssistanceContractSection811_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 50 Percent Of Median, Measurement Denominator Count_ Person, Program Type Public Housing",Count_Person_IncomeOfUSDollarLessThan50PercentOfMedian_PublicHousing_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 50 Percent Of Median, Measurement Denominator Count_ Person, Program Type Rent Sup Rap",Count_Person_IncomeOfUSDollarLessThan50PercentOfMedian_RentSupRAP_AsAFractionOf_Count_Person
"Count Person: Income Usdollar Less Than 50 Percent Of Median, Measurement Denominator Count_ Person, Program Type S2 36 Bmir",Count_Person_IncomeOfUSDollarLessThan50PercentOfMedian_S236BMIR_AsAFractionOf_Count_Person
Count Person: Income Usdollar Less Than Poverty Line,Count_Person_IncomeOfUSDollarLessThanPovertyLine
"Count Person: Income Usdollar Less Than Poverty Line, Program Type Housing Choice Vouchers",Count_Person_IncomeOfUSDollarLessThanPovertyLine_HousingChoiceVouchers
"Count Person: Income Usdollar Less Than Poverty Line, Program Type Mod Rehab",Count_Person_IncomeOfUSDollarLessThanPovertyLine_ModRehab
"Count Person: Income Usdollar Less Than Poverty Line, Program Type Project Based Section 8",Count_Person_IncomeOfUSDollarLessThanPovertyLine_ProjectBasedSection8
"Count Person: Income Usdollar Less Than Poverty Line, Program Type Project Rental Assistance Contract Section 20 2",Count_Person_IncomeOfUSDollarLessThanPovertyLine_ProjectRentalAssistanceContractSection202
"Count Person: Income Usdollar Less Than Poverty Line, Program Type Project Rental Assistance Contract Section 81 1",Count_Person_IncomeOfUSDollarLessThanPovertyLine_ProjectRentalAssistanceContractSection811
"Count Person: Income Usdollar Less Than Poverty Line, Program Type Public Housing",Count_Person_IncomeOfUSDollarLessThanPovertyLine_PublicHousing
"Count Person: Income Usdollar Less Than Poverty Line, Program Type Rent Sup Rap",Count_Person_IncomeOfUSDollarLessThanPovertyLine_RentSupRAP
"Count Person: Income Usdollar Less Than Poverty Line, Program Type S2 36 Bmir",Count_Person_IncomeOfUSDollarLessThanPovertyLine_S236BMIR
