sentence,dcid
Number of married people who reside in nursing facilities,Count_Person_MarriedAndNotSeparated_ResidesInNursingFacilities
"Number of married people, including separated",Count_Person_NowMarried
Number of married white people,Count_Person_15OrMoreYears_MarriedAndNotSeparated_WhiteAlone
Number of mobile phone subscriptions per person,Count_Product_MobileCellularSubscription_AsFractionOf_Count_Person
Number of multi race people with disabilities,Count_Person_WithDisability_TwoOrMoreRaces
Number of multi races farmers,Count_Person_Producer_TwoOrMoreRaces
Number of multi races female With Bachelor or higher Degree,dc/hyfn2tlyz48lb
Number of multi races people currently enrolled in school,dc/4wdtyd2bbf9m9
Number of multi races people living above the poverty level in the past 12 months,Count_Person_AbovePovertyLevelInThePast12Months_TwoOrMoreRaces
Number of multi races people not currently enrolled in school,dc/5blsqw3w9jmnc
Number of multi races people who are citizens at birth,dc/2xd2ktjs23hk3
Number of multi races students enrolled in middle school,dc/b3nmcj3w1lhed
Number of multi races students enrolled in primary school,dc/jhjdplbeg26k1
Number of multi-race males live Above Poverty Level In The Past 12 Months,Count_Person_Male_AbovePovertyLevelInThePast12Months_TwoOrMoreRaces
Number of multi-race males living Below Poverty Level In The Past 12 Months,Count_Person_Male_BelowPovertyLevelInThePast12Months_TwoOrMoreRaces
Number of murders and non-negligent manslaughters,Count_CriminalActivities_MurderAndNonNegligentManslaughter
Number of muti races females who have attended some college,dc/q98jxycvs422f
Number of muti-race females,Count_Person_Female_TwoOrMoreRaces
Number of native born people who speak Asian and Pacific Island languages at home,dc/wbjmvkyqf6dm3
Number of native hawaiian or other pacific islander households that have received food stamps in the past 12 months,Count_Household_WithFoodStampsInThePast12Months_NativeHawaiianOrOtherPacificIslanderAlone
Number of native hawaiian or other pacific islander people currently enrolled in school,dc/8cnhmxe67qddf
Number of native hawaiian or other pacific islander people not currently enrolled in school,dc/7nqp2vc6y6fef
Number of native hawaiian or other pacific islander people with disabilities,Count_Person_WithDisability_NativeHawaiianOrOtherPacificIslanderAlone
Number of native hawaiian or other pacific islander students enrolled in middle school,dc/c57vzg7l74577
Number of native hawaiian or other pacific islander students enrolled in primary school,dc/wk2vjrzfgyq5d
Number of native people,Count_Person_Native
Number of never married American Indian and Alaska Native people,Count_Person_15OrMoreYears_NeverMarried_AmericanIndianAndAlaskaNativeAlone
Number of never married Black or African American people,Count_Person_15OrMoreYears_NeverMarried_BlackOrAfricanAmericanAlone
Number of never married Hispanic or Latino people,Count_Person_15OrMoreYears_NeverMarried_HispanicOrLatino
Number of never married Native Hawaiian and Other Pacific Islander people,Count_Person_15OrMoreYears_NeverMarried_NativeHawaiianAndOtherPacificIslanderAlone
Number of never married asian people,Count_Person_15OrMoreYears_NeverMarried_AsianAlone
Number of never married females,Count_Person_Female_NeverMarried
Number of never married foreign born people,Count_Person_15OrMoreYears_NeverMarried_ForeignBorn
Number of never married native people,Count_Person_15OrMoreYears_NeverMarried_Native
Number of never married single-race people,Count_Person_15OrMoreYears_NeverMarried_OneRace
Number of never married white people,Count_Person_15OrMoreYears_NeverMarried_WhiteAlone
"Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations",dc/topic/sdg_3.3.1
Number of non US citizens,Count_Person_NotAUSCitizen
Number of non family households that have not received food stamps in the past 12 months,Count_Household_WithoutFoodStampsInThePast12Months_NonfamilyHousehold
Number of non white females,Count_Person_Female_NonWhite
Number of non white people,Count_Person_NonWhite
Number of non-family households,Count_Household_NonfamilyHousehold
Number of non-institutionalized civilians,Count_Person_Civilian_NonInstitutionalized
Number of non-institutionalized civilians with disability,Count_Person_Civilian_WithDisability_NonInstitutionalized
Number of non-institutionalized female civilians,Count_Person_Civilian_Female_NonInstitutionalized
Number of non-institutionalized female civilians without disability,Count_Person_Civilian_NoDisability_NonInstitutionalized
Number of non-institutionalized male civilians,Count_Person_Civilian_Male_NonInstitutionalized
Number of nonfamily households that received food stamps in the past 12 months,Count_Household_WithFoodStampsInThePast12Months_NonfamilyHousehold
Number of nonfamily households without children and received food stamps in the last 12 months,Count_Household_WithFoodStampsInThePast12Months_WithoutChildrenUnder18_NonfamilyHousehold
Number of one race people with disabilities,Count_Person_WithDisability_OneRace
Number of owner occupied family households,Count_Household_FamilyHousehold_OwnerOccupied
Number of owner occupied married couple family households,Count_Household_MarriedCoupleFamilyHousehold_OwnerOccupied
Number of owner occupied married couple family households below poverty in the past 12 months,Count_Household_MarriedCoupleFamilyHousehold_OwnerOccupied_BelowPovertyLevelInThePast12Months
"Number of parties to international multilateral environmental agreements on hazardous waste, and other chemicals that meet their commitments and obligations in transmitting information as required by each relevant agreement",dc/topic/sdg_12.4.1
Number of people Aged 16 and Over Not in the Labor Force,Count_Person_NotInLaborForce
Number of people Enrolled in College or Graduate School and Resides in Adult Correctional Facilities,Count_Person_EnrolledInCollegeOrGraduateSchool_ResidesInAdultCorrectionalFacilities
Number of people Enrolled in College or Graduate School and Resides in College or University Student Housing,Count_Person_EnrolledInCollegeOrGraduateSchool_ResidesInCollegeOrUniversityStudentHousing
Number of people Enrolled in College or Graduate School and Resides in Group Quarters,Count_Person_EnrolledInCollegeOrGraduateSchool_ResidesInGroupQuarters
Number of people Enrolled in College or Graduate School and Resides in Nursing Facilities,Count_Person_EnrolledInCollegeOrGraduateSchool_ResidesInNursingFacilities
Number of people With Ambulatory Difficulty,Count_Person_AmbulatoryDifficulty
Number of people With Masters Degree,Count_Person_EducationalAttainmentMastersDegree
Number of people With Vision Difficulty,Count_Person_VisionDifficulty
Number of people Working in the Accommodation and Food Services Industry,Count_Worker_NAICSAccommodationFoodServices
Number of people Working in the Administrative Support and Waste Management and Remediation Services Industry,Count_Worker_NAICSAdministrativeSupportWasteManagementRemediationServices
Number of people Working in the Goods Producing Industry,Count_Worker_NAICSGoodsProducing
Number of people Working in the Health Care and Social Assistance Industry,Count_Worker_NAICSHealthCareSocialAssistance
Number of people Working in the Information Industry,Count_Worker_NAICSInformation
Number of people Working in the Management of Companies and Enterprises Industry,Count_Worker_NAICSManagementOfCompaniesEnterprises
"Number of people Working in the Mining, Quarrying, Oil, and Gas Extraction Industry",Count_Worker_NAICSMiningQuarryingOilGasExtraction
Number of people Working in the Nonclassifiable Industry,Count_Worker_NAICSNonclassifiable
"Number of people Working in the Professional, Scientific, and Technical Services Industry",Count_Worker_NAICSProfessionalScientificTechnicalServices
Number of people Working in the Public Administration Industry,Count_Worker_NAICSPublicAdministration
Number of people Working in the Real Estate and Rental and Leasing Industry,Count_Worker_NAICSRealEstateRentalLeasing
Number of people Working in the Service Providing Industry,Count_Worker_NAICSServiceProviding
Number of people Working in the Wholesale Trade Industry,Count_Worker_NAICSWholesaleTrade
Number of people aged 25 and older with an education level of kindergarten or lower,dc/4j5t00e5s5el3
Number of people attended college but have no degree,Count_Person_EducationalAttainmentSomeCollege1OrMoreYearsNoDegree
Number of people attended college for less than 1 year,Count_Person_EducationalAttainmentSomeCollegeLessThan1Year
Number of people below poverty level in the past 12 months,Count_Person_BelowPovertyLevelInThePast12Months
Number of people do not speak english at all,Count_Person_SpeakEnglishNotAtAll
Number of people do not speak english well,Count_Person_SpeakEnglishNotWell
Number of people employed in the manufacturing sector,dc/ndg1xk1e9frc2
Number of people enrolled for Aadhaar,Count_Person_Aadhaar_Enrolled
Number of people living above the poverty level in the past 12 months,Count_Person_AbovePovertyLevelInThePast12Months
Number of people living in urban areas,Count_Person_Urban
Number of people living in urban areas and below poverty level in the past 12 months,Count_Person_Urban_BelowPovertyLevelInThePast12Months
Number of people not enrolled in school,Count_Person_NotEnrolledInSchool
Number of people of multi races below poverty level in the past 12 months,Count_Person_BelowPovertyLevelInThePast12Months_TwoOrMoreRaces
Number of people of multi races enrolled in college undergraduate years,dc/zv5g19y8dl9r1
Number of people of multi races enrolled in graduate or professional school,dc/kz9r60zp6s32b
Number of people of multi races enrolled in high school,dc/g8537zqf45wl3
Number of people of multi races enrolled in kindergarten,dc/3n8g9we5yv7th
Number of people of single race,Count_Person_OneRace
Number of people of single race who reside in college or university student housing,Count_Person_OneRace_ResidesInCollegeOrUniversityStudentHousing
Number of people of single race who reside in group quarters,Count_Person_OneRace_ResidesInGroupQuarters
Number of people of single race who reside in military quarters or military ships,Count_Person_OneRace_ResidesInMilitaryQuartersOrMilitaryShips
Number of people of single race who reside in nursing facilities,Count_Person_OneRace_ResidesInNursingFacilities
Number of people older than 1 and live in Renter Occupied Housing Units,Count_Person_1OrMoreYears_RenterOccupied_ResidesInHousingUnit
Number of people older than 1 and moved home in the last year,Count_Person_1OrMoreYears_DifferentHouse1YearAgo
Number of people older than 1 and reside in a Housing Unit,Count_Person_1OrMoreYears_ResidesInHousingUnit
Number of people requiring interventions against neglected tropical diseases,dc/topic/sdg_3.3.5
Number of people serving in armed forces,Count_Person_InArmedForces
Number of people that are never married,Count_Person_NeverMarried
Number of people that are never married and reside in adult correctional facilities,Count_Person_NeverMarried_ResidesInAdultCorrectionalFacilities
Number of people that are never married and reside in college or university student housing,Count_Person_NeverMarried_ResidesInCollegeOrUniversityStudentHousing
Number of people that are never married and reside in group quarters,Count_Person_NeverMarried_ResidesInGroupQuarters
Number of people that are never married and reside in institutionalized group quarters,Count_Person_NeverMarried_ResidesInInstitutionalizedGroupQuarters
Number of people that are never married and reside in non-institutionalized group quarters,Count_Person_NeverMarried_ResidesInNoninstitutionalizedGroupQuarters
Number of people that are never married and reside in nursing facilities,Count_Person_NeverMarried_ResidesInNursingFacilities
Number of people under 18 years old without health insurance,Count_Person_18OrLessYears_NoHealthInsurance
Number of people walking to work,dc/vp8cbt6k79t94
Number of people who are high school graduates or higher,Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher
Number of people who are high school graduates or higher and reside in adult correctional facilities,Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInAdultCorrectionalFacilities
Number of people who are high school graduates or higher and reside in college or university student housing,Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInCollegeOrUniversityStudentHousing
Number of people who are high school graduates or higher and reside in group quarters,Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInGroupQuarters
Number of people who are high school graduates or higher and reside in institutionalized group quarters,Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInInstitutionalizedGroupQuarters
Number of people who are high school graduates or higher and reside in non-institutionalized group quarters,Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInNoninstitutionalizedGroupQuarters
Number of people who are high school graduates or higher and reside in nursing facilities,Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInNursingFacilities
Number of people who are less than high school graduates,Count_Person_EducationalAttainmentLessThanHighSchoolGraduate
Number of people who are seperated,Count_Person_Separated
Number of people who are seperated and reside in adult correctional facilities,Count_Person_Separated_ResidesInAdultCorrectionalFacilities
Number of people who carpool to work,dc/wc8q05drd74bd
Number of people who died or disappeared in the process of migration towards an international destination,dc/topic/sdg_10.7.3
Number of people who do not work,Count_Person_NonWorker
Number of people who drive to work alone,dc/0gettc3bc60cb
Number of people who earn income,Count_Person_15OrMoreYears_WithIncome
Number of people who have employer based health insurance,Count_Person_WithEmployerBasedHealthInsurance
Number of people who have not completed any formal education,Count_Person_EducationalAttainmentNoSchoolingCompleted
Number of people who have tricare military health coverage,Count_Person_WithTricareMilitaryHealthCoverage
Number of people who speak english well,Count_Person_SpeakEnglishWell
Number of people who take public transportation to work,dc/hbkh95kc7pkb6
Number of people who were born in other state in the United States,Count_Person_BornInOtherStateInTheUnitedStates
Number of people who were born in state of residence,Count_Person_BornInStateOfResidence
Number of people who work as couriers and messengers,dc/n87t9dkckzxc8
"Number of people who work in Arts, entertainment and recreation",Count_Worker_NAICSArtsEntertainmentRecreation
Number of people who work in Gambling Industries,dc/5br285q68be6
Number of people who work in air transportation,dc/63gkdt13bmsv8
Number of people who work in all industries,Count_Worker_NAICSTotalAllIndustries
Number of people who work in apparel manufacturing,dc/z27q5dymqyrnf
Number of people who work in beverage and tobacco product manufacturing,dc/rlk1yxmkk1qqg
Number of people who work in cattle ranching and farming,dc/hlxvn1t8b9bhh
Number of people who work in chemical manufacturing,dc/eh7s78v8s14l9
Number of people who work in construction,Count_Worker_NAICSConstruction
Number of people who work in crop production,dc/15lrzqkb6n0y7
Number of people who work in educational services,Count_Worker_NAICSEducationalServices
Number of people who work in finance and insurance,Count_Worker_NAICSFinanceInsurance
Number of people who work in food manufacturing,dc/107jnwnsh17xb
Number of people who work in general merchandise stores,dc/c0wxmt45gffxc
Number of people who work in nonmetallic mineral product manufacturing,dc/90nswpkp8wlw5
Number of people who work in nonstore retailers,dc/2etwgx6vecreh
Number of people who work in paper manufacturing,dc/6n6l2wrzv7473
Number of people who work in petroleum and coal products manufacturing,dc/34t2kjrwbjd31
Number of people who work in pipeline transportation,dc/yn0h4nw4k23f1
Number of people who work in plastics and rubber products manufacturing,dc/qnz3rlypmfvw6
Number of people who work in postal service,dc/8j8w7pf73ekn
Number of people who work in printing and related support activities,dc/vp4cplffwv86g
Number of people who work in rail transportation,dc/3kwcvm428wpq4
Number of people who work in store retailers,dc/4mm2p1rxr5wz4
Number of people who work in textile fabric finishing and fabric coating mills,dc/tqgf8zv96r5t8
Number of people who work in textile mills,dc/8b3gpw1zyr7bf
Number of people who work in textile product mills,dc/dy2k68mmhenfd
Number of people who work in transit and ground passenger transportation,dc/bwr1l8y9we9k7
Number of people who work in transportation and warehousing,dc/8p97n7l96lgg8
Number of people who work in truck transportation,dc/k3hehk50ch012
Number of people who work in utilities,Count_Worker_NAICSUtilities
Number of people who work in warehousing and storage,dc/w1tfjz3h6138
Number of people who work in water transportation,dc/h1jy2glt2m7e6
Number of people who work in wood product manufacturing,dc/ws19bm1hl105b
Number of people who worked full time through the year,Count_Person_FullTimeYearRoundWorker
Number of people with Medicaid or means tested public coverage,Count_Person_WithMedicaidOrMeansTestedPublicCoverage
Number of people with VA health care,Count_Person_WithVAHealthCare
"Number of people with a bachelor's degree or higher in Arts, Humanities, and Other Major",Count_Person_BachelorOfArtsHumanitiesAndOtherMajor
Number of people with a bachelor's degree or higher in Business Major,Count_Person_BachelorOfBusinessMajor
Number of people with a bachelor's degree or higher in Education Major,Count_Person_BachelorOfEducationMajor
Number of people with a bachelor's degree or higher in Science and Engineering Major,Count_Person_BachelorOfScienceAndEngineeringMajor
Number of people with a bachelor's degree or higher in Science and Engineering Related Major,Count_Person_BachelorOfScienceAndEngineeringRelatedMajor
Number of people with a nursery school level of education,Count_Person_EducationalAttainmentNurserySchool
Number of people with a primary school level of education,Count_Person_EducationalAttainmentPrimarySchool
"Number of people with an Income Between $10,000 and $15,000",Count_Person_IncomeOf10000To14999USDollar
"Number of people with an Income Between $25,000 and $35,000",Count_Person_IncomeOf25000To34999USDollar
"Number of people with an Income Between $35,000 and $50,000",Count_Person_IncomeOf35000To49999USDollar
"Number of people with an Income Between $50,000 and $65,000",Count_Person_IncomeOf50000To64999USDollar
"Number of people with an Income Between $65,000 and $75,000",Count_Person_IncomeOf65000To74999USDollar
"Number of people with an Income of $75,000 and Over",Count_Person_IncomeOf75000OrMoreUSDollar
"Number of people with an Income of $9,999 and Below",Count_Person_IncomeOfUpto9999USDollar
Number of people with associates degree,Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree
Number of people with direct purchase health insurance,Count_Person_WithDirectPurchaseHealthInsurance
Number of people with disabilities,Count_Person_WithDisability
Number of people with earnings,Count_Person_16OrMoreYears_WithEarnings
Number of people with health insurance,Count_Person_WithHealthInsurance
Number of people with hearing difficulty,Count_Person_HearingDifficulty
Number of people with high school diploma,Count_Person_EducationalAttainmentRegularHighSchoolDiploma
Number of people with kindergarten level education,Count_Person_EducationalAttainmentKindergarten
Number of people with multi races,Count_Person_TwoOrMoreRaces
Number of people with professional school degree,Count_Person_EducationalAttainmentProfessionalSchoolDegree
Number of people with public health insurance,Count_Person_WithPublicHealthInsurance
"Number of people work in Agriculture, Forestry, Fishing And Hunting",Count_Worker_NAICSAgricultureForestryFishingHunting
"Number of people working in sports, hobby, music instruments, and book stores",dc/e2zdnwjjhyj36
Number of people working in the retail trade industry,dc/p69tpsldf99h7
Number of privately owned Wind Electric Power Generation establishments,dc/evcytmdmc9xgd
Number of property crime incidents,Count_CriminalActivities_PropertyCrime
Number of prople with self care disability,Count_Person_SelfCareDifficulty
Number of rental Housing Units with Cash Rent,Count_HousingUnit_WithCashRent
Number of rented houses,Count_HousingUnit_RenterOccupied
Number of renter occupied family households,Count_Household_FamilyHousehold_RenterOccupied
Number of renter occupied family households that are below poverty in the past 12 months,Count_Household_FamilyHousehold_RenterOccupied_BelowPovertyLevelInThePast12Months
Number of renter occupied married couple family households,Count_Household_MarriedCoupleFamilyHousehold_RenterOccupied
Number of renter occupied married couple family households below poverty in the past 12 months,Count_Household_MarriedCoupleFamilyHousehold_RenterOccupied_BelowPovertyLevelInThePast12Months
Number of rip current events,Count_RipCurrentEvent
Number of robberies,Count_CriminalActivities_Robbery
Number of rural people who do not work,Count_Person_NonWorker_Rural
Number of rural scheduled caste people,Count_Person_ScheduledCaste_Rural
Number of rural scheduled caste people below 6 years,Count_Person_ScheduledCaste_YearsUpto6_Rural
Number of rural scheduled tribe people,Count_Person_ScheduledTribe_Rural
Number of rural scheduled tribe people below 6 years,Count_Person_ScheduledTribe_YearsUpto6_Rural
Number of scheduled caste boys below 6 years,Count_Person_ScheduledCaste_YearsUpto6_Male
Number of scheduled caste females,Count_Person_ScheduledCaste_Female
Number of scheduled caste girls below 6 years,Count_Person_ScheduledCaste_YearsUpto6_Female
Number of scheduled caste males,Count_Person_ScheduledCaste_Male
Number of scheduled caste people,Count_Person_ScheduledCaste
Number of scheduled caste people below 6 years,Count_Person_ScheduledCaste_YearsUpto6
Number of scheduled caste workers,Count_Person_ScheduledCaste_Workers
Number of scheduled tribe boys below 6 years,Count_Person_ScheduledTribe_YearsUpto6_Male
Number of scheduled tribe females,Count_Person_ScheduledTribe_Female
Number of scheduled tribe girls below 6 years,Count_Person_ScheduledTribe_YearsUpto6_Female
Number of scheduled tribe males,Count_Person_ScheduledTribe_Male
Number of scheduled tribe people,Count_Person_ScheduledTribe
Number of scheduled tribe people below 6 years,Count_Person_ScheduledTribe_YearsUpto6
Number of scheduled tribe workers,Count_Person_ScheduledTribe_Workers
Number of secondary school teachers,Count_Teacher_SecondaryTeacher
Number of senior secondary schools with grades 1 to 10,Count_School_SeniorSecondarySchool_Grade1To10
Number of separated American Indian and Alaska Native people,Count_Person_15OrMoreYears_Separated_AmericanIndianAndAlaskaNativeAlone
Number of separated Black or African American people,Count_Person_15OrMoreYears_Separated_BlackOrAfricanAmericanAlone
Number of separated Foreign Born people,Count_Person_15OrMoreYears_Separated_ForeignBorn
Number of separated Hispanic or Latino people,Count_Person_15OrMoreYears_Separated_HispanicOrLatino
Number of separated Native Hawaiian and Other Pacific Islander people,Count_Person_15OrMoreYears_Separated_NativeHawaiianAndOtherPacificIslanderAlone
Number of separated Native people,Count_Person_15OrMoreYears_Separated_Native
Number of separated One Race people,Count_Person_15OrMoreYears_Separated_OneRace
Number of separated Two Or More Races people,Count_Person_15OrMoreYears_Separated_TwoOrMoreRaces
Number of separated asian people,Count_Person_15OrMoreYears_Separated_AsianAlone
Number of separated white people,Count_Person_15OrMoreYears_Separated_WhiteAlone
Number of single father family households that have not received food stamps in the past 12 months,Count_Household_WithoutFoodStampsInThePast12Months_SingleFatherFamilyHousehold
Number of single father family households that received food stamps in the past 12 months,Count_Household_WithFoodStampsInThePast12Months_SingleFatherFamilyHousehold
Number of single mother family households that have not received food stamps in the past 12 months,Count_Household_WithoutFoodStampsInThePast12Months_SingleMotherFamilyHousehold
Number of single mother family households that received food stamps in the past 12 months,Count_Household_WithFoodStampsInThePast12Months_SingleMotherFamilyHousehold
Number of single mother family households with householder age 65 or more years,Count_Household_HouseholderAge65OrMoreYears_SingleMotherFamilyHousehold
Number of single mother households that have received social security income in the past 12 months,Count_Household_WithSocialSecurityIncomeInThePast12Months_SingleMotherFamilyHousehold
Number of single unit married couple family households,Count_Household_MarriedCoupleFamilyHousehold_SingleUnit
Number of single-mother families with a householder with less than a high school education,Count_Household_HouseholderEducationalAttainmentLessThanHighSchoolGraduate_SingleMotherFamilyHousehold
Number of solar installations,Count_SolarInstallation
Number of solar installations in the commercial sector,Count_SolarInstallation_Commercial
Number of solar installations in the residential sector,Count_SolarInstallation_Residential
Number of state unemployment insurance claims,Count_UnemploymentInsuranceClaim_StateUnemploymentInsurance
Number of storm surge or tide events,Count_StormSurgeTideEvent
Number of strong wind events,Count_StrongWindEvent
Number of students,Count_Student
Number of students Enrolled in College or Graduate School,Count_Person_EnrolledInCollegeOrGraduateSchool
Number of students Enrolled in Grade 1,Count_Person_DetailedEnrolledInGrade1
Number of students Enrolled in Grade 10,Count_Person_DetailedEnrolledInGrade10
Number of students enrolled in Grade 11,Count_Person_DetailedEnrolledInGrade11
Number of students enrolled in Grade 12,Count_Person_DetailedEnrolledInGrade12
Number of students enrolled in Grade 2,Count_Person_DetailedEnrolledInGrade2
Number of students enrolled in Grade 3,Count_Person_DetailedEnrolledInGrade3
Number of students enrolled in Grade 4,Count_Person_DetailedEnrolledInGrade4
Number of students enrolled in Grade 5,Count_Person_DetailedEnrolledInGrade5
Number of students enrolled in Grade 6,Count_Person_DetailedEnrolledInGrade6
Number of students enrolled in Grade 7,Count_Person_DetailedEnrolledInGrade7
Number of students enrolled in Grade 8,Count_Person_DetailedEnrolledInGrade8
Number of students enrolled in Grade 9,Count_Person_DetailedEnrolledInGrade9
Number of students enrolled in Graduate Or Professional School,Count_Person_DetailedGraduateOrProfessionalSchool
Number of students enrolled in High School,Count_Person_DetailedHighSchool
Number of students enrolled in Kindergarten,Count_Person_DetailedEnrolledInKindergarten
Number of students enrolled in Middle School,Count_Person_DetailedMiddleSchool
Number of students enrolled in Nursery School Preschool,Count_Person_DetailedEnrolledInNurserySchoolPreschool
Number of students enrolled in Primary School,Count_Person_DetailedPrimarySchool
Number of students enrolled in school,Count_Person_EnrolledInSchool
Number of students nrolled in Undergraduate college,Count_Person_DetailedEnrolledInCollegeUndergraduateYears
Number of suicides of incarcerated females,dc/shgj6xwg96pp3
Number of suicides of incarcerated males,dc/ep052e5d1p2t4
Number of suicides of incarcerated people,dc/jte92xq8qsgtd
Number of teachers,Count_Teacher
Number of thunderstorm wind events,Count_ThunderstormWindEvent
Number of tornado events,Count_TornadoEvent
Number of tropical storm events,Count_TropicalStormEvent
Number of two or more units married couple family households,Count_Household_MarriedCoupleFamilyHousehold_TwoOrMoreUnits
Number of unemployed people,Count_Person_Unemployed
Number of united states Citizens Born In The United States,Count_Person_USCitizenBornInTheUnitedStates
Number of united states Citizens By Naturalization,Count_Person_USCitizenByNaturalization
Number of university and college teachers,Count_Teacher_UniversityAndCollegeTeacher
Number of urban people who do not work,Count_Person_NonWorker_Urban
Number of urban scheduled caste people,Count_Person_ScheduledCaste_Urban
Number of urban scheduled caste people below 6 years,Count_Person_ScheduledCaste_YearsUpto6_Urban
Number of urban scheduled tribe people,Count_Person_ScheduledTribe_Urban
Number of urban scheduled tribe people below 6 years,Count_Person_ScheduledTribe_YearsUpto6_Urban
"Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",dc/topic/sdg_16.10.1
Number of veterans,Count_Person_Veteran
"Number of victims of human trafficking per 100K population, by sex, age and form of exploitation",dc/topic/sdg_16.2.2
"Number of victims of intentional homicide per 100K population, by sex and age",dc/topic/sdg_16.1.1
Number of violent crimes,Count_CriminalActivities_ViolentCrime
Number of volcanic events,Count_VolcanicAshEvent
Number of waterspouts,Count_WaterspoutEvent
Number of wet bulb temperature events,Count_WetBulbTemperatureEvent
Number of white female With Bachelor or higher Degree,dc/5hc4etrfyj9qg
Number of white females,Count_Person_Female_WhiteAlone
Number of white households not receiving Food Stamps in the past 12 months,Count_Household_WithoutFoodStampsInThePast12Months_WhiteAlone
Number of white males live Above Poverty Level In The Past 12 Months,Count_Person_Male_AbovePovertyLevelInThePast12Months_WhiteAlone
Number of white people,Count_Person_WhiteAlone
Number of white people below poverty level in the past 12 months,Count_Person_BelowPovertyLevelInThePast12Months_WhiteAlone
Number of white people currently enrolled in school,dc/zq864lhfql079
Number of white people living above the poverty level in the past 12 months,Count_Person_AbovePovertyLevelInThePast12Months_WhiteAlone
Number of white people not currently enrolled in school,dc/mr1f76pb6yq98
Number of white people who are citizens at birth,dc/jxd329x7k27fb
Number of white people with disabiliites,Count_Person_WithDisability_WhiteAlone
Number of white people with health insurance,Count_Person_WithHealthInsurance_WhiteAlone
Number of white students enrolled in college undergraduate years,dc/55d9n710f1l43
Number of white students enrolled in graduate or professional school,dc/h8p2m5rx43j3b
Number of white students enrolled in high school,dc/4hzyqndyzntm
Number of white students enrolled in kindergarten,dc/gr3zem8shyhbf
Number of white students enrolled in middle school,dc/qvf1yrhwzp8rd
Number of white students enrolled in primary school,dc/bf85zc6wypd2h
Number of widowed American Indian and Alaska Native people,Count_Person_15OrMoreYears_Widowed_AmericanIndianAndAlaskaNativeAlone
Number of widowed Black or African American people,Count_Person_15OrMoreYears_Widowed_BlackOrAfricanAmericanAlone
Number of widowed Hispanic or Latino people,Count_Person_15OrMoreYears_Widowed_HispanicOrLatino
Number of widowed Native Hawaiian and Other Pacific Islander people,Count_Person_15OrMoreYears_Widowed_NativeHawaiianAndOtherPacificIslanderAlone
Number of widowed asian people,Count_Person_15OrMoreYears_Widowed_AsianAlone
Number of widowed females,Count_Person_Female_Widowed
Number of widowed foreign born people,Count_Person_15OrMoreYears_Widowed_ForeignBorn
Number of widowed multi race people,Count_Person_15OrMoreYears_Widowed_TwoOrMoreRaces
Number of widowed native born people,Count_Person_15OrMoreYears_Widowed_Native
Number of widowed one race people,Count_Person_15OrMoreYears_Widowed_OneRace
Number of widowed people,Count_Person_Widowed
Number of widowed white people,Count_Person_15OrMoreYears_Widowed_WhiteAlone
Number of wild fires,Count_WildfireEvent
Number of wild land fires,Count_WildlandFireEvent
Number of winter storms,Count_WinterStormEvent
Number of winter weather events,Count_WinterWeatherEvent
Number of workers working in support activities for transportation,dc/bb4peddkgmqe7
Nurses And Midwives,dc/topic/NursesAndMidwives
Nursing Facilities Residents,dc/topic/NursingFacilitiesResidents
O3,dc/topic/Ozone
O3 pollutant,dc/topic/Ozone
ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries,dc/topic/sdg_17.2
Occupational professions,dc/topic/Jobs
Ocean Health,dc/topic/OceanHealth
Oil and meal commodity price index (nominal),Nominal_Index_Commodity_OilAndMeal
Output from agricultural activities,dc/topic/AgriculturalProduction
Ozone,dc/topic/Ozone
Ozone pollutant,dc/topic/Ozone
PM10,dc/topic/PM10
PM2.5,dc/topic/PM2.5
Palmer Drought Severity Index,PalmerDroughtSeverityIndex_Atmosphere
Paraffin Waxes consumption by Fuel,Annual_Consumption_Fuel_ParaffinWaxes
Paraffin Waxes consumption by Fuel for Non Energy Use,Annual_Consumption_Fuel_ParaffinWaxes_NonEnergyUse
Parents,dc/topic/Parents
Parents Educational Attainment,dc/topic/ParentsEducationalAttainment
"Parity indices (female/male, rural/urban, bottom/top wealth quintile and others such as disability status, indigenous peoples and conflict-affected, as data become available) for all education indicators on this list that can be disaggregated",dc/topic/sdg_4.5.1
Parliament,dc/topic/Parliament
"Participation rate in organized learning (one year before the official primary entry age), by sex",dc/topic/sdg_4.2.2
"Participation rate of youth and adults in formal and non-formal education and training in the previous 12 months, by sex",dc/topic/sdg_4.3.1
"Passenger and freight volumes, by mode of transport",dc/topic/sdg_9.1.2
People with health insurance split by gender,dc/topic/WithHealthInsuranceByGender
People with health insurance split by race,dc/topic/WithHealthInsuranceByRace
