dcid,sentence
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDArmenia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Armenia;Climate finance provided;Climate finance commitments provided to Armenia for cross-cutting through oda grants in current USD
custom/statvar_169,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Asia, regional;Climate finance provided;Climate finance commitments provided to Asia, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDAzerbaijan,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Azerbaijan;Climate finance provided;Climate finance commitments provided to Azerbaijan for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBangladesh,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Bangladesh;Climate finance provided;Climate finance commitments provided to Bangladesh for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBelarus,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Belarus;Climate finance provided;Climate finance commitments provided to Belarus for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBelize,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Belize;Climate finance provided;Climate finance commitments provided to Belize for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBenin,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Benin;Climate finance provided;Climate finance commitments provided to Benin for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBhutan,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Bhutan;Climate finance provided;Climate finance commitments provided to Bhutan for cross-cutting through oda grants in current USD
custom/statvar_170,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Bilateral, unspecified;Climate finance provided;Climate finance commitments provided to Bilateral, unspecified for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBolivia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Bolivia;Climate finance provided;Climate finance commitments provided to Bolivia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBosniaandHerzegovina,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Bosnia and Herzegovina;Climate finance provided;Climate finance commitments provided to Bosnia and Herzegovina for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBotswana,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Botswana;Climate finance provided;Climate finance commitments provided to Botswana for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBrazil,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Brazil;Climate finance provided;Climate finance commitments provided to Brazil for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBurkinaFaso,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Burkina Faso;Climate finance provided;Climate finance commitments provided to Burkina Faso for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDBurundi,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Burundi;Climate finance provided;Climate finance commitments provided to Burundi for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDCaboVerde,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Cabo Verde;Climate finance provided;Climate finance commitments provided to Cabo Verde for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDCambodia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Cambodia;Climate finance provided;Climate finance commitments provided to Cambodia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDCameroon,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Cameroon;Climate finance provided;Climate finance commitments provided to Cameroon for cross-cutting through oda grants in current USD
custom/statvar_171,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Caribbean & Central America, regional;Climate finance provided;Climate finance commitments provided to Caribbean & Central America, regional for cross-cutting through oda grants in current USD"
custom/statvar_172,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Caribbean, regional;Climate finance provided;Climate finance commitments provided to Caribbean, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDCentralAfricanRepublic,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Central African Republic;Climate finance provided;Climate finance commitments provided to Central African Republic for cross-cutting through oda grants in current USD
custom/statvar_173,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Central America, regional;Climate finance provided;Climate finance commitments provided to Central America, regional for cross-cutting through oda grants in current USD"
custom/statvar_174,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Central Asia, regional;Climate finance provided;Climate finance commitments provided to Central Asia, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDChad,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Chad;Climate finance provided;Climate finance commitments provided to Chad for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDChile,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Chile;Climate finance provided;Climate finance commitments provided to Chile for cross-cutting through oda grants in current USD
custom/statvar_175,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - China (People's Republic of);Climate finance provided;Climate finance commitments provided to China (People's Republic of) for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDColombia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Colombia;Climate finance provided;Climate finance commitments provided to Colombia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDComoros,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Comoros;Climate finance provided;Climate finance commitments provided to Comoros for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDCongo,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Congo;Climate finance provided;Climate finance commitments provided to Congo for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDCookIslands,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Cook Islands;Climate finance provided;Climate finance commitments provided to Cook Islands for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDCostaRica,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Costa Rica;Climate finance provided;Climate finance commitments provided to Costa Rica for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDCuba,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Cuba;Climate finance provided;Climate finance commitments provided to Cuba for cross-cutting through oda grants in current USD
custom/statvar_176,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Côte d'Ivoire;Climate finance provided;Climate finance commitments provided to Côte d'Ivoire for cross-cutting through oda grants in current USD
custom/statvar_177,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Democratic People's Republic of Korea;Climate finance provided;Climate finance commitments provided to Democratic People's Republic of Korea for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDDemocraticRepublicoftheCongo,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Democratic Republic of the Congo;Climate finance provided;Climate finance commitments provided to Democratic Republic of the Congo for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDDjibouti,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Djibouti;Climate finance provided;Climate finance commitments provided to Djibouti for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDDominica,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Dominica;Climate finance provided;Climate finance commitments provided to Dominica for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDDominicanRepublic,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Dominican Republic;Climate finance provided;Climate finance commitments provided to Dominican Republic for cross-cutting through oda grants in current USD
custom/statvar_178,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Eastern Africa, regional;Climate finance provided;Climate finance commitments provided to Eastern Africa, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDEcuador,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Ecuador;Climate finance provided;Climate finance commitments provided to Ecuador for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDEgypt,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Egypt;Climate finance provided;Climate finance commitments provided to Egypt for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDElSalvador,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - El Salvador;Climate finance provided;Climate finance commitments provided to El Salvador for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDEquatorialGuinea,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Equatorial Guinea;Climate finance provided;Climate finance commitments provided to Equatorial Guinea for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDEritrea,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Eritrea;Climate finance provided;Climate finance commitments provided to Eritrea for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDEswatini,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Eswatini;Climate finance provided;Climate finance commitments provided to Eswatini for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDEthiopia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Ethiopia;Climate finance provided;Climate finance commitments provided to Ethiopia for cross-cutting through oda grants in current USD
custom/statvar_179,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Europe, regional;Climate finance provided;Climate finance commitments provided to Europe, regional for cross-cutting through oda grants in current USD"
custom/statvar_180,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Far East Asia, regional;Climate finance provided;Climate finance commitments provided to Far East Asia, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDFiji,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Fiji;Climate finance provided;Climate finance commitments provided to Fiji for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDGabon,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Gabon;Climate finance provided;Climate finance commitments provided to Gabon for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDGambia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Gambia;Climate finance provided;Climate finance commitments provided to Gambia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDGeorgia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Georgia;Climate finance provided;Climate finance commitments provided to Georgia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDGhana,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Ghana;Climate finance provided;Climate finance commitments provided to Ghana for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDGrenada,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Grenada;Climate finance provided;Climate finance commitments provided to Grenada for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDGuatemala,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Guatemala;Climate finance provided;Climate finance commitments provided to Guatemala for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDGuinea,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Guinea;Climate finance provided;Climate finance commitments provided to Guinea for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDGuineaBissau,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Guinea-Bissau;Climate finance provided;Climate finance commitments provided to Guinea-Bissau for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDGuyana,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Guyana;Climate finance provided;Climate finance commitments provided to Guyana for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDHaiti,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Haiti;Climate finance provided;Climate finance commitments provided to Haiti for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDHonduras,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Honduras;Climate finance provided;Climate finance commitments provided to Honduras for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDIndia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - India;Climate finance provided;Climate finance commitments provided to India for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDIndonesia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Indonesia;Climate finance provided;Climate finance commitments provided to Indonesia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDIran,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Iran;Climate finance provided;Climate finance commitments provided to Iran for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDIraq,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Iraq;Climate finance provided;Climate finance commitments provided to Iraq for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDJamaica,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Jamaica;Climate finance provided;Climate finance commitments provided to Jamaica for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDJordan,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Jordan;Climate finance provided;Climate finance commitments provided to Jordan for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDKazakhstan,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Kazakhstan;Climate finance provided;Climate finance commitments provided to Kazakhstan for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDKenya,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Kenya;Climate finance provided;Climate finance commitments provided to Kenya for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDKiribati,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Kiribati;Climate finance provided;Climate finance commitments provided to Kiribati for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDKosovo,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Kosovo;Climate finance provided;Climate finance commitments provided to Kosovo for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDKyrgyzstan,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Kyrgyzstan;Climate finance provided;Climate finance commitments provided to Kyrgyzstan for cross-cutting through oda grants in current USD
custom/statvar_181,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Lao People's Democratic Republic;Climate finance provided;Climate finance commitments provided to Lao People's Democratic Republic for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDLebanon,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Lebanon;Climate finance provided;Climate finance commitments provided to Lebanon for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDLesotho,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Lesotho;Climate finance provided;Climate finance commitments provided to Lesotho for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDLiberia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Liberia;Climate finance provided;Climate finance commitments provided to Liberia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDLibya,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Libya;Climate finance provided;Climate finance commitments provided to Libya for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMadagascar,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Madagascar;Climate finance provided;Climate finance commitments provided to Madagascar for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMalawi,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Malawi;Climate finance provided;Climate finance commitments provided to Malawi for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMalaysia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Malaysia;Climate finance provided;Climate finance commitments provided to Malaysia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMaldives,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Maldives;Climate finance provided;Climate finance commitments provided to Maldives for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMali,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Mali;Climate finance provided;Climate finance commitments provided to Mali for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMarshallIslands,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Marshall Islands;Climate finance provided;Climate finance commitments provided to Marshall Islands for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMauritania,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Mauritania;Climate finance provided;Climate finance commitments provided to Mauritania for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMauritius,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Mauritius;Climate finance provided;Climate finance commitments provided to Mauritius for cross-cutting through oda grants in current USD
custom/statvar_182,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Melanesia, regional;Climate finance provided;Climate finance commitments provided to Melanesia, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMexico,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Mexico;Climate finance provided;Climate finance commitments provided to Mexico for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMicronesia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Micronesia;Climate finance provided;Climate finance commitments provided to Micronesia for cross-cutting through oda grants in current USD
custom/statvar_183,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Micronesia, regional;Climate finance provided;Climate finance commitments provided to Micronesia, regional for cross-cutting through oda grants in current USD"
custom/statvar_184,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Middle Africa, regional;Climate finance provided;Climate finance commitments provided to Middle Africa, regional for cross-cutting through oda grants in current USD"
custom/statvar_185,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Middle East, regional;Climate finance provided;Climate finance commitments provided to Middle East, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMoldova,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Moldova;Climate finance provided;Climate finance commitments provided to Moldova for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMongolia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Mongolia;Climate finance provided;Climate finance commitments provided to Mongolia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMontenegro,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Montenegro;Climate finance provided;Climate finance commitments provided to Montenegro for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMorocco,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Morocco;Climate finance provided;Climate finance commitments provided to Morocco for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMozambique,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Mozambique;Climate finance provided;Climate finance commitments provided to Mozambique for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDMyanmar,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Myanmar;Climate finance provided;Climate finance commitments provided to Myanmar for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDNamibia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Namibia;Climate finance provided;Climate finance commitments provided to Namibia for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDNauru,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Nauru;Climate finance provided;Climate finance commitments provided to Nauru for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDNepal,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Nepal;Climate finance provided;Climate finance commitments provided to Nepal for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDNicaragua,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Nicaragua;Climate finance provided;Climate finance commitments provided to Nicaragua for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDNiger,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Niger;Climate finance provided;Climate finance commitments provided to Niger for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDNigeria,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Nigeria;Climate finance provided;Climate finance commitments provided to Nigeria for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDNiue,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Niue;Climate finance provided;Climate finance commitments provided to Niue for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDNorthMacedonia,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - North Macedonia;Climate finance provided;Climate finance commitments provided to North Macedonia for cross-cutting through oda grants in current USD
custom/statvar_186,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - North of Sahara, regional;Climate finance provided;Climate finance commitments provided to North of Sahara, regional for cross-cutting through oda grants in current USD"
custom/statvar_187,"Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Oceania, regional;Climate finance provided;Climate finance commitments provided to Oceania, regional for cross-cutting through oda grants in current USD"
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDPakistan,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Pakistan;Climate finance provided;Climate finance commitments provided to Pakistan for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDPalau,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Palau;Climate finance provided;Climate finance commitments provided to Palau for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDPanama,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Panama;Climate finance provided;Climate finance commitments provided to Panama for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDPapuaNewGuinea,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Papua New Guinea;Climate finance provided;Climate finance commitments provided to Papua New Guinea for cross-cutting through oda grants in current USD
climateFinanceProvidedCommitmentsCrossCuttingOdaGrantsByRecipientCurrentUSDParaguay,Climate finance commitments (provider perspective) for cross cutting ODA grants by recipient (current USD) - Paraguay;Climate finance provided;Climate finance commitments provided to Paraguay for cross-cutting through oda grants in current USD
